id,model,rag_top_k,answer,confidence,explanation,latency_ms,prompt_tokens,completion_tokens,total_tokens,explain_len_chars,explain_len_words,raw,error
11,deepseek/deepseek-v3.2-exp,5,1,4,بر اساس اصول حقوقی ایران، تعلیق در مرحله انعقاد قرارداد مربوط به شرط ضمن عقد است که اثر عقد را به تعلیق درمی‌آورد، در حالی که تعلیق در مرحله اجرا مربوط به توقف موقت اجرای تعهدات است. گزینه اول صحیح نیست زیرا در تعلیق مرحله اجرا، اثر عقد قبلاً ایجاد شده و فقط اجرای آن متوقف می‌شود، برخلاف تعلیق در مرحله انعقاد که اثر عقد هنوز جریان نیافته است.,6538,3621,144,3765,344,69,"results{explanation,answer,confidence}:
بر اساس اصول حقوقی ایران، تعلیق در مرحله انعقاد قرارداد مربوط به شرط ضمن عقد است که اثر عقد را به تعلیق درمی‌آورد، در حالی که تعلیق در مرحله اجرا مربوط به توقف موقت اجرای تعهدات است. گزینه اول صحیح نیست زیرا در تعلیق مرحله اجرا، اثر عقد قبلاً ایجاد شده و فقط اجرای آن متوقف می‌شود، برخلاف تعلیق در مرحله انعقاد که اثر عقد هنوز جریان نیافته است.,1,4",
12,deepseek/deepseek-v3.2-exp,5,4,5,بر اساس ماده 341 قانون مدنی، اجل ممکن است توسط طرفین قرارداد تعیین شود و همچنین ماده 522 قانون آیین دادرسی مدنی امکان تعیین وجه التزام توسط دادگاه را پیش بینی کرده است، بنابراین اجل می‌تواند ناشی از اراده طرفین، حکم دادگاه یا قانون خاص باشد.,5345,2843,89,2932,241,46,"results{explanation,answer,confidence}:
بر اساس ماده 341 قانون مدنی، اجل ممکن است توسط طرفین قرارداد تعیین شود و همچنین ماده 522 قانون آیین دادرسی مدنی امکان تعیین وجه التزام توسط دادگاه را پیش بینی کرده است، بنابراین اجل می‌تواند ناشی از اراده طرفین، حکم دادگاه یا قانون خاص باشد.,4,5",
13,deepseek/deepseek-v3.2-exp,5,1,4,بر اساس ماده 723 قانون مدنی، ایقاع نیز می‌تواند مملک باشد مانند ضمان که یک ایقاع است و می‌تواند مالکیت ایجاد کند، بنابراین گزینه 1 که ادعا می‌کند ایقاع هیچگاه مملک نیست صحیح نمی‌باشد.,5836,2658,87,2745,183,34,"results{explanation,answer,confidence}:
بر اساس ماده 723 قانون مدنی، ایقاع نیز می‌تواند مملک باشد مانند ضمان که یک ایقاع است و می‌تواند مالکیت ایجاد کند، بنابراین گزینه 1 که ادعا می‌کند ایقاع هیچگاه مملک نیست صحیح نمی‌باشد.,1,4",
14,deepseek/deepseek-v3.2-exp,5,4,5,بر اساس ماده 7 قانون روابط موجر و مستأجر 1376، مستأجر صاحب سرقفلی حق انتقال سرقفلی خود به غیر را دارد مگر اینکه در ضمن عقد اجاره این حق از وی سلب شده باشد.,5698,5283,70,5353,155,34,"results{explanation,answer,confidence}:
بر اساس ماده 7 قانون روابط موجر و مستأجر 1376، مستأجر صاحب سرقفلی حق انتقال سرقفلی خود به غیر را دارد مگر اینکه در ضمن عقد اجاره این حق از وی سلب شده باشد.,4,5",
15,deepseek/deepseek-v3.2-exp,5,2,5,بر اساس ماده 6 قانون حمایت حقوق مولفان، نقل از آثار انتشار یافته برای مقاصد علمی، ادبی و آموزشی با ذکر منبع مجاز است اما بدون هیچ قید و شرطی نیست، بنابراین گزینه 2 صحیح نیست.,4827,2903,70,2973,174,36,"results{explanation,answer,confidence}:
بر اساس ماده 6 قانون حمایت حقوق مولفان، نقل از آثار انتشار یافته برای مقاصد علمی، ادبی و آموزشی با ذکر منبع مجاز است اما بدون هیچ قید و شرطی نیست، بنابراین گزینه 2 صحیح نیست.,2,5",
16,deepseek/deepseek-v3.2-exp,5,1,4,"طبق ماده 667 قانون مدنی، وکیل موظف به رعایت مصلحت موکل است و اختیار ""فروش به هر قیمت"" به معنای قیمت متعارف است. فروش ملک به یک سوم قیمت عرفی که ثمن بخس محسوب می‌شود، تخلف از مصلحت موکل بوده و معامله غیرنافذ است.",9353,4665,105,4770,211,44,"results{explanation,answer,confidence}:
طبق ماده 667 قانون مدنی، وکیل موظف به رعایت مصلحت موکل است و اختیار ""فروش به هر قیمت"" به معنای قیمت متعارف است. فروش ملک به یک سوم قیمت عرفی که ثمن بخس محسوب می‌شود، تخلف از مصلحت موکل بوده و معامله غیرنافذ است.,1,4",
17,deepseek/deepseek-v3.2-exp,5,2,4,بر اساس ماده 249 قانون امور حسبی، رد ترکه باید به اطلاع دادگاه برسد و در دفتر مخصوص ثبت گردد و نیازی به اقامه دعوی علیه دیان وجود ندارد، بنابراین رد ترکه امری غیرترافعی است و حق رد قابل انتقال به وراث نیست.,5690,4153,81,4234,206,43,"results{explanation,answer,confidence}:
بر اساس ماده 249 قانون امور حسبی، رد ترکه باید به اطلاع دادگاه برسد و در دفتر مخصوص ثبت گردد و نیازی به اقامه دعوی علیه دیان وجود ندارد، بنابراین رد ترکه امری غیرترافعی است و حق رد قابل انتقال به وراث نیست.,2,4",
18,deepseek/deepseek-v3.2-exp,5,4,4,بر اساس ماده ۹۰۶ قانون مدنی، در صورت نبود اولاد و ابوین، ارث به وراث طبقات بعدی می‌رسد. جنین در صورتی ارث می‌برد که زنده متولد شود، اما در اینجا بلافاصله پس از تولد فوت کرده، بنابراین ارث به خواهر و برادر متوفی می‌رسد و همسر نیز سهم خود را دارد.,8295,3332,112,3444,245,51,"results{explanation,answer,confidence}:
بر اساس ماده ۹۰۶ قانون مدنی، در صورت نبود اولاد و ابوین، ارث به وراث طبقات بعدی می‌رسد. جنین در صورتی ارث می‌برد که زنده متولد شود، اما در اینجا بلافاصله پس از تولد فوت کرده، بنابراین ارث به خواهر و برادر متوفی می‌رسد و همسر نیز سهم خود را دارد.,4,4",
19,deepseek/deepseek-v3.2-exp,5,2,4,بر اساس ماده 758 قانون مدنی، صلح در مقام معاملات نتیجه معامله را می‌دهد ولی شرایط خاص آن معامله را ندارد؛ بنابراین دادن مال دیگر به جای مال تعهد شده و قبول آن، صلح در مقام معاوضه محسوب می‌شود.,5889,3133,84,3217,192,39,"results{explanation,answer,confidence}:
بر اساس ماده 758 قانون مدنی، صلح در مقام معاملات نتیجه معامله را می‌دهد ولی شرایط خاص آن معامله را ندارد؛ بنابراین دادن مال دیگر به جای مال تعهد شده و قبول آن، صلح در مقام معاوضه محسوب می‌شود.,2,4",
20,deepseek/deepseek-v3.2-exp,5,2,4,بر اساس ماده 647 قانون مدنی، مستعیر نمی‌تواند مال عاریه را به تصرف غیر دهد مگر به اذن معیر، و هیچ استثنایی برای شرایط اضطراری در این ماده پیش‌بینی نشده است.,5294,2636,72,2708,156,31,"results{explanation,answer,confidence}:
بر اساس ماده 647 قانون مدنی، مستعیر نمی‌تواند مال عاریه را به تصرف غیر دهد مگر به اذن معیر، و هیچ استثنایی برای شرایط اضطراری در این ماده پیش‌بینی نشده است.,2,4",
21,deepseek/deepseek-v3.2-exp,5,4,4,بر اساس ماده 92 قانون دیوان عدالت اداری، اثر ابطال مصوبه از زمان ابلاغ رأی یا انتشار در روزنامه رسمی جاری می‌شود، مگر اینکه در رأی خلاف آن تصریح شده باشد.,5929,4076,70,4146,154,31,"results{explanation,answer,confidence}:
بر اساس ماده 92 قانون دیوان عدالت اداری، اثر ابطال مصوبه از زمان ابلاغ رأی یا انتشار در روزنامه رسمی جاری می‌شود، مگر اینکه در رأی خلاف آن تصریح شده باشد.,4,4",
22,deepseek/deepseek-v3.2-exp,5,3,4,بر اساس ماده 484 قانون آیین دادرسی مدنی، رأی داوری با اکثریت داوران معتبر است مگر اینکه ترتیب دیگری مقرر شده باشد. در این مورد که دو داور اختیار صلح و سازش دارند اما رأی با اکثریت دو نفر از سه داور صادر شده، این رأی معتبر بوده و قابل درخواست بطلان نیست.,7775,4343,106,4449,253,53,"results{explanation,answer,confidence}:
بر اساس ماده 484 قانون آیین دادرسی مدنی، رأی داوری با اکثریت داوران معتبر است مگر اینکه ترتیب دیگری مقرر شده باشد. در این مورد که دو داور اختیار صلح و سازش دارند اما رأی با اکثریت دو نفر از سه داور صادر شده، این رأی معتبر بوده و قابل درخواست بطلان نیست.,3,4",
23,deepseek/deepseek-v3.2-exp,5,3,4,بر اساس رویه قضایی و ماده 367 قانون آیین دادرسی مدنی، در صورت احراز عدم صحت سند مستند حکم توسط دیوان عالی کشور، حکم نقض و پرونده به دادگاه هم‌عرض ارجاع می‌شود نه دادگاه صادرکننده رأی منقوض.,7983,3757,92,3849,189,37,"results{explanation,answer,confidence}:
بر اساس رویه قضایی و ماده 367 قانون آیین دادرسی مدنی، در صورت احراز عدم صحت سند مستند حکم توسط دیوان عالی کشور، حکم نقض و پرونده به دادگاه هم‌عرض ارجاع می‌شود نه دادگاه صادرکننده رأی منقوض.,3,4",
24,deepseek/deepseek-v3.2-exp,5,1,4,بر اساس ماده 420 قانون آیین دادرسی مدنی، اعتراض ثالث باید به دادگاه صادرکننده رأی قطعی تقدیم شود و با توجه به اینکه حکم مورد اعتراض در سال 1390 قطعی شده و اجرا گردیده، اعتراض در سال 1403 پس از گذشت بیش از ده سال از قطعیت حکم، به دلیل عدم رعایت مهلت مقرر قانونی فاقد قابلیت استماع است.,9874,4120,118,4238,284,59,"results{explanation,answer,confidence}:
بر اساس ماده 420 قانون آیین دادرسی مدنی، اعتراض ثالث باید به دادگاه صادرکننده رأی قطعی تقدیم شود و با توجه به اینکه حکم مورد اعتراض در سال 1390 قطعی شده و اجرا گردیده، اعتراض در سال 1403 پس از گذشت بیش از ده سال از قطعیت حکم، به دلیل عدم رعایت مهلت مقرر قانونی فاقد قابلیت استماع است.,1,4",
25,deepseek/deepseek-v3.2-exp,5,3,4,بر اساس ماده 17 قانون شوراهای حل اختلاف، در مواردی که حکمی تعیین نشده باشد، آیین دادرسی و ترتیبات رسیدگی دادگاه صلح تابع قوانین دادگاه‌های حقوقی و کیفری است که شامل اصول و تشریفات دادرسی می‌شود، اما شورا صرفاً برای صلح و سازش اقدام می‌نماید.,6764,2833,109,2942,241,45,"results{explanation,answer,confidence}:
بر اساس ماده 17 قانون شوراهای حل اختلاف، در مواردی که حکمی تعیین نشده باشد، آیین دادرسی و ترتیبات رسیدگی دادگاه صلح تابع قوانین دادگاه‌های حقوقی و کیفری است که شامل اصول و تشریفات دادرسی می‌شود، اما شورا صرفاً برای صلح و سازش اقدام می‌نماید.,3,4",
26,deepseek/deepseek-v3.2-exp,5,1,4,بر اساس ماده 3 قانون شوراهای حل اختلاف مصوب 1402، شوراها برای حل اختلاف بین اشخاص حقیقی و حقوقی خصوصی تشکیل می‌شوند و دعاوی مربوط به تحریر ترکه، مهر و موم و رفع آن در صلاحیت شورای حل اختلاف قرار دارد.,5566,3945,91,4036,200,41,"results{explanation,answer,confidence}:
بر اساس ماده 3 قانون شوراهای حل اختلاف مصوب 1402، شوراها برای حل اختلاف بین اشخاص حقیقی و حقوقی خصوصی تشکیل می‌شوند و دعاوی مربوط به تحریر ترکه، مهر و موم و رفع آن در صلاحیت شورای حل اختلاف قرار دارد.,1,4",
27,deepseek/deepseek-v3.2-exp,5,2,5,مطابق ماده 32 قانون دیوان عدالت اداری، اگر شکایات منشأ و مبنای واحد داشته باشند، دیوان در یک دادرسی به همه رسیدگی می‌کند و در غیر این صورت به تفکیک رسیدگی می‌شود که با گزینه 2 منطبق است.,5080,4218,87,4305,186,38,"results{explanation,answer,confidence}:
مطابق ماده 32 قانون دیوان عدالت اداری، اگر شکایات منشأ و مبنای واحد داشته باشند، دیوان در یک دادرسی به همه رسیدگی می‌کند و در غیر این صورت به تفکیک رسیدگی می‌شود که با گزینه 2 منطبق است.,2,5",
28,deepseek/deepseek-v3.2-exp,5,1,5,مطابق ماده 1296 قانون مدنی، در صورتی که موافقت سند با قوانین محل تنظیم توسط نماینده کنسولی خارجه در ایران تصدیق شده باشد، پذیرش سند در محاکم ایران منوط به تصدیق امضای نماینده توسط وزارت امور خارجه است.,4436,3091,87,3178,201,38,"results{explanation,answer,confidence}:
مطابق ماده 1296 قانون مدنی، در صورتی که موافقت سند با قوانین محل تنظیم توسط نماینده کنسولی خارجه در ایران تصدیق شده باشد، پذیرش سند در محاکم ایران منوط به تصدیق امضای نماینده توسط وزارت امور خارجه است.,1,5",
29,deepseek/deepseek-v3.2-exp,5,4,5,بر اساس ماده 75 قانون اجرای احکام مدنی، مهلت اعتراض به نظریه ارزیاب سه روز از تاریخ ابلاغ ارزیابی است و بر اساس ماده 76 همین قانون، مهلت اعتراض به حق‌الزحمه ارزیاب نیز سه روز از تاریخ ابلاغ اخطار می‌باشد که با گزینه 4 مطابقت دارد.,4283,3390,100,3490,230,46,"results{explanation,answer,confidence}:
بر اساس ماده 75 قانون اجرای احکام مدنی، مهلت اعتراض به نظریه ارزیاب سه روز از تاریخ ابلاغ ارزیابی است و بر اساس ماده 76 همین قانون، مهلت اعتراض به حق‌الزحمه ارزیاب نیز سه روز از تاریخ ابلاغ اخطار می‌باشد که با گزینه 4 مطابقت دارد.,4,5",
30,deepseek/deepseek-v3.2-exp,5,2,4,بر اساس ماده 368 قانون آیین دادرسی مدنی، احکام راجع به اصل نکاح، فسخ آن، طلاق و نسب قابل فرجام هستند، اما طبق ماده 369 بند 5، احکام راجع به متفرعات دعوا فقط در صورتی قابل فرجام هستند که حکم راجع به اصل دعوا قابل فرجام باشد. از آنجا که اصل دعوا در این موارد (نکاح، فسخ، طلاق، نسب) قابل فرجام است، متفرعات آنها نیز قابل فرجام خواهند بود.,7978,3537,139,3676,335,69,"results{explanation,answer,confidence}:
بر اساس ماده 368 قانون آیین دادرسی مدنی، احکام راجع به اصل نکاح، فسخ آن، طلاق و نسب قابل فرجام هستند، اما طبق ماده 369 بند 5، احکام راجع به متفرعات دعوا فقط در صورتی قابل فرجام هستند که حکم راجع به اصل دعوا قابل فرجام باشد. از آنجا که اصل دعوا در این موارد (نکاح، فسخ، طلاق، نسب) قابل فرجام است، متفرعات آنها نیز قابل فرجام خواهند بود.,2,4",
31,deepseek/deepseek-v3.2-exp,5,1,4,بر اساس ماده 367 قانون آیین دادرسی مدنی، پس از ارجاع پرونده به دادگاه تجدیدنظر، کلیه اقدامات مربوط به دعوا باید در همان دادگاه صورت گیرد، بنابراین درخواست خروج یکی از تجدیدنظرخواندگان باید در دادگاه تجدیدنظر مطرح شود.,6156,4685,88,4773,217,38,"results{explanation,answer,confidence}:
بر اساس ماده 367 قانون آیین دادرسی مدنی، پس از ارجاع پرونده به دادگاه تجدیدنظر، کلیه اقدامات مربوط به دعوا باید در همان دادگاه صورت گیرد، بنابراین درخواست خروج یکی از تجدیدنظرخواندگان باید در دادگاه تجدیدنظر مطرح شود.,1,4",
32,deepseek/deepseek-v3.2-exp,5,1,4,بر اساس ماده 308 قانون مدنی و رویه قضایی موجود در آراء مشابه، وقتی حکم خلع ید به دلیل اعاده دادرسی بلااثر می‌شود، وضعیت به حالت قبل از اجرای حکم بازمی‌گردد. بنابراین دادگاه اجراکننده حکم بلااثر شده باید دستور بازگرداندن ملک به تصرف شخص «الف» را صادر کند، اما چون بنا قبلاً تخریب شده، باید بهای آن توسط کارشناس تعیین و به شخص «الف» پرداخت شود.,7268,5199,140,5339,342,66,"results{explanation,answer,confidence}:
بر اساس ماده 308 قانون مدنی و رویه قضایی موجود در آراء مشابه، وقتی حکم خلع ید به دلیل اعاده دادرسی بلااثر می‌شود، وضعیت به حالت قبل از اجرای حکم بازمی‌گردد. بنابراین دادگاه اجراکننده حکم بلااثر شده باید دستور بازگرداندن ملک به تصرف شخص «الف» را صادر کند، اما چون بنا قبلاً تخریب شده، باید بهای آن توسط کارشناس تعیین و به شخص «الف» پرداخت شود.,1,4",
33,deepseek/deepseek-v3.2-exp,5,4,5,مطابق ماده 96 قانون آیین دادرسی مدنی، اگر خواهان اصل سند عادی را حاضر نکند و مورد انکار واقع شود و دادخواست مستند به ادله دیگر نباشد، ابطال می‌شود و اگر خوانده باشد از عداد دلایل خارج می‌شود.,8270,3638,86,3724,191,38,"results{explanation,answer,confidence}:
مطابق ماده 96 قانون آیین دادرسی مدنی، اگر خواهان اصل سند عادی را حاضر نکند و مورد انکار واقع شود و دادخواست مستند به ادله دیگر نباشد، ابطال می‌شود و اگر خوانده باشد از عداد دلایل خارج می‌شود.,4,5",
34,deepseek/deepseek-v3.2-exp,5,1,4,بر اساس ماده 64 آیین نامه اجرای مفاد اسناد رسمی، قبل از بازداشت اموال باید صورت برداری دقیق با توصیف کامل مشخصات مال انجام شود و در مورد جواهرات باید عدد، اندازه و صفات آنها معین گردد، بنابراین صورت برداری و ارزیابی قبل از تحویل به حافظ ضروری است.,8276,4524,95,4619,247,49,"results{explanation,answer,confidence}:
بر اساس ماده 64 آیین نامه اجرای مفاد اسناد رسمی، قبل از بازداشت اموال باید صورت برداری دقیق با توصیف کامل مشخصات مال انجام شود و در مورد جواهرات باید عدد، اندازه و صفات آنها معین گردد، بنابراین صورت برداری و ارزیابی قبل از تحویل به حافظ ضروری است.,1,4",
35,deepseek/deepseek-v3.2-exp,5,3,4,بر اساس ماده 197 قانون آیین دادرسی مدنی، در صورت عدم حضور گواهان پس از دعوت، گواهی آنان از عداد دلایل خارج می‌شود و دادگاه بدون نیاز به احضار مجدد می‌تواند به سایر دلایل رسیدگی کند.,7634,4740,81,4821,181,36,"results{explanation,answer,confidence}:
بر اساس ماده 197 قانون آیین دادرسی مدنی، در صورت عدم حضور گواهان پس از دعوت، گواهی آنان از عداد دلایل خارج می‌شود و دادگاه بدون نیاز به احضار مجدد می‌تواند به سایر دلایل رسیدگی کند.,3,4",
36,deepseek/deepseek-v3.2-exp,5,3,5,بر اساس ماده 367 قانون آیین دادرسی مدنی، آرای دادگاه‌های بدوی در دعاوی مالی فقط زمانی قابل فرجام هستند که خواسته بیش از 20 میلیون ریال باشد و پس از انقضای مهلت تجدیدنظر قطعیت یافته باشند.,6050,4664,80,4744,187,36,"results{explanation,answer,confidence}:
بر اساس ماده 367 قانون آیین دادرسی مدنی، آرای دادگاه‌های بدوی در دعاوی مالی فقط زمانی قابل فرجام هستند که خواسته بیش از 20 میلیون ریال باشد و پس از انقضای مهلت تجدیدنظر قطعیت یافته باشند.,3,5",
37,deepseek/deepseek-v3.2-exp,5,4,5,بر اساس ماده 437 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب، در صورت قبولی اعاده دادرسی، اجرای حکم غیرمالی متوقف می‌شود و در محکوم‌به مالی با اخذ تأمین از محکوم‌له اجرای حکم ادامه می‌یابد.,5802,4341,91,4432,189,34,"results{explanation,answer,confidence}:
بر اساس ماده 437 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب، در صورت قبولی اعاده دادرسی، اجرای حکم غیرمالی متوقف می‌شود و در محکوم‌به مالی با اخذ تأمین از محکوم‌له اجرای حکم ادامه می‌یابد.,4,5",
38,deepseek/deepseek-v3.2-exp,5,4,4,بر اساس ماده 66 قانون آیین دادرسی مدنی و رویه قضایی موجود در دادنامه‌ها، عدم رفع نقص در مهلت قانونی موجب رد دادخواست می‌شود و دادگاه تجدیدنظر باید پرونده را برای اتخاذ تصمیم مقتضی به دادگاه نخستین اعاده نماید.,6757,4130,96,4226,209,39,"results{explanation,answer,confidence}:
بر اساس ماده 66 قانون آیین دادرسی مدنی و رویه قضایی موجود در دادنامه‌ها، عدم رفع نقص در مهلت قانونی موجب رد دادخواست می‌شود و دادگاه تجدیدنظر باید پرونده را برای اتخاذ تصمیم مقتضی به دادگاه نخستین اعاده نماید.,4,4",
39,deepseek/deepseek-v3.2-exp,5,3,5,بر اساس تبصره ماده 27 قانون آیین دادرسی مدنی و رأی وحدت رویه دیوان عالی کشور، اختلاف صلاحیت بین دادگاه‌های عمومی حقوقی و کیفری در یک استان در صلاحیت دادگاه تجدیدنظر همان استان است نه دیوان عالی کشور.,6639,3900,84,3984,199,38,"results{explanation,answer,confidence}:
بر اساس تبصره ماده 27 قانون آیین دادرسی مدنی و رأی وحدت رویه دیوان عالی کشور، اختلاف صلاحیت بین دادگاه‌های عمومی حقوقی و کیفری در یک استان در صلاحیت دادگاه تجدیدنظر همان استان است نه دیوان عالی کشور.,3,5",
40,deepseek/deepseek-v3.2-exp,5,4,5,"بر اساس ماده 305 قانون آیین دادرسی مدنی، حکم نسبت به شخصی که ابلاغ واقعی شده و در جلسه حاضر نشده غیابی است، و نسبت به شخصی که ابلاغ قانونی شده و حاضر شده حضوری است. بنابراین حکم نسبت به ""الف"" غیابی، نسبت به ""ب"" حضوری و نسبت به ""ج"" غیابی است.",7627,5084,103,5187,241,52,"results{explanation,answer,confidence}:
بر اساس ماده 305 قانون آیین دادرسی مدنی، حکم نسبت به شخصی که ابلاغ واقعی شده و در جلسه حاضر نشده غیابی است، و نسبت به شخصی که ابلاغ قانونی شده و حاضر شده حضوری است. بنابراین حکم نسبت به ""الف"" غیابی، نسبت به ""ب"" حضوری و نسبت به ""ج"" غیابی است.,4,5",
