law_code	law_name	chapter	section	article_number	text
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث چهارم: داوری	11	ماده 11- داوری در این قانون تابع شرایط مندرج در قانون آییندادرسی مدنی نمیباشد.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث چهارم: داوری	12	ماده 12- پس از صدور قرار ارجاع امر به داوری هر یک از زوجین مکلف است ظرف یک هفته از تاریخ ابلاغ قرار، داور خود را که دارای شرایط مقرر در ماده 28 قانون باشد، به دادگاه معرفی کند.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث چهارم: داوری	13	ماده 13- مهلت اعلام نظر داوران توسط دادگاه تعیین خواهد شد. دادگاه میتواند در صورت درخواست داوران یا یکی از آنها و احراز ضرورت، مهلت را تمدید نماید.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث چهارم: داوری	14	ماده 14- داوران موظفند با تشکیل جلسه یا جلسات متعدد با حضور زوجین و در صورت امتناع بدون حضور زوجین یا یکی از آنان در جهت رفع اختلاف و اصلاح ذاتالبین تلاش کنند و نتیجه را در مهلت مقرر به دادگاه اعلام نماید.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث چهارم: داوری	15	ماده 15- چنانچه داوران یا یکی از آنان درخواست حقالزحمه داوری کند دادگاه حقالزحمه متناسبی برای وی تعیین و با رعایت ماده 5 قانون، دستور دریافت آن را از متقاضی صادر خواهد کرد.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث پنجم: حقوق زوجه	16	ماده 16- دادگاه باید ضمن صدور گواهی عدم امکان سازش یا حکم الزام زوج به طلاق، در مورد حقوق زوجه، موضوع ماده 29 قانون، تعیین تکلیف نماید. در مواردی که تعیین جهیزیه یا نفقه و موارد دیگر به لحاظ مجهولالمکان بودن زوجه یا به علت دیگر در زمان صدور رأی ممکن نباشد نسبت به موارد مذکور پرونده مفتوح خواهد ماند تا بعداً رسیدگی و اقدام شود و نسبت به سایر حقوق زوجه باید تعیین تکلیف گردد.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث پنجم: حقوق زوجه	17	ماده 17- هزینههای حضانت و نگهداری طفل اعم از نفقه و سایر هزینههای لازم در این خصوص، توسط دادگاه با رعایت اوضاع و احوال طفل و شخصی که حضانت و نگهداری طفل به عهده وی محول گردیده و در صورت ضرورت با اخذ نظر کارشناس رسمی دادگستری یا خبره محلی و رعایت سایر ضوابط تعیین خواهد شد.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث ششم: مدت اعتبار حکم طلاق و گواهی عدم امکان سازش	18	ماده 18- عذر زوج برای عدم حضور در دفترخانه موضوع ماده 33 قانون، در صورتی موجه تلقی خواهد شد که از معاذیر پیشبینی شده در ماده 306 قانون آییندادرسی مدنی باشد، چنانچه دفترخانه نسبت به موجه بودن عذر، مواجه با ابهام باشد، باید از دادگاه صادرکننده حکم تقاضای رفع ابهام نماید.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث ششم: مدت اعتبار حکم طلاق و گواهی عدم امکان سازش	19	ماده 19- نمایندگی موضوع تبصره ماده 33 قانون بدون هرگونه هزینه خواهد بود.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث ششم: مدت اعتبار حکم طلاق و گواهی عدم امکان سازش	20	ماده 20- چنانچه زوج در دفترخانه حاضر شود و گواهی عدم امکان سازش را در مهلت سه ماهه تسلیم کند ولی از جهت پرداخت حقوق مالی زوجه اظهار عجز نماید و گواهی مبنی بر ارائه دادخواست اعسار و تقسیط به دادگاه صالح را در مهلت مذکور به دفترخانه تحویل دهد، اعتبار گواهی عدم امکان سازش تا تعیین تکلیف اعسار به قوت خود باقی خواهد ماند.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث ششم: مدت اعتبار حکم طلاق و گواهی عدم امکان سازش	21	ماده 21- چنانچه زوجه برای اجرای گواهی عدم امکان سازش که به درخواست زوج صادر گردیده در دفترخانه حاضر نشود، در صورتی که زوج حقوق مالی زوجه، موضوع ماده 29 قانون، را تحویل اجرای احکام دادگاه صادرکننده گواهی عدم امکان سازش نماید، به تقاضای زوج صیغه طلاق جاری و در دفتر طلاق ثبت و مراتب به زوجه اطلاع داده میشود. از جهت حفظ و نگهداری حقوق مالی زوجه، اجرای احکام به ترتیب مقرر در مواد 45 و 78 قانون اجرای احکام مدنی عمل خواهد کرد. هزینه نگهداری اشیاء و اموال و سکهها از زمان تحویل توسط زوج، به عهده زوجه خواهد بود.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث هفتم: حضانت و نگهداری اطفال	22	ماده 22- اجرای حکم حضانت تا زمانی که در حکم قطعی دادگاه معین گردیده استمرار دارد و اجرای احکام دادگاه باید پرونده اجرائی ویژه آن را تشکیل دهد و هر زمان نیاز به پیگیری باشد، اقدام نماید.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث هفتم: حضانت و نگهداری اطفال	23	ماده 23- در مواردی که طفل به هر دلیل از ملاقات امتناع میکند، اجرای احکام باید با هماهنگی با دادگاه تدابیر لازم از جمله ارجاع موضوع به مددکار اجتماعی یا مرکز مشاوره خانواده برای جلب تمایل طفل به ملاقات اتخاذ نماید. اگر با توجه به نظر مشاور روانشناس مرکز فوق و قرائن موجود برای دادگاه محرز شود اجرای حکم حضانت یا ملاقات کودک به سلامت روانی وی آسیب وارد خواهد کرد، اجرای احکام میتواند با کسب موافقت دادگاه تا فراهم شدن آمادگی طفل، اجرای حکم را به تأخیر اندازد.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث هفتم: حضانت و نگهداری اطفال	24	ماده 24- برای پیگیری امور حضانت و نگهداری اطفال و سایر امور مربوط، دادگستری باید از وجود مددکاران اجتماعی آموزش دیده، موضوع ماده 68 آییننامه، و واجد مهارتهای لازم برای ارتباط با اطفال و بستگان افراد یا از روانشناسان مرکز مشاوره خانواده بهره گیرد.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث هشتم: حقوق وظیفه و مستمری	25	ماده 25- حقوق وظیفه یا مستمری زوجه دائم متوفی و فرزندان و سایر وراث قانونی کلیه کارکنان شاغل و بازنشسته مشمول صندوق بازنشستگی کشوری مطابق ماده87 قانون استخدام کشوری مصوب 1345/3/31 و اصلاحات بعدی آن و با لحاظ ماده86 همان قانون و اصلاحیههای بعدی آن تقسیم و پرداخت میگردد.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث هشتم: حقوق وظیفه و مستمری	26	ماده 26- ازدواج دائم همسر متوفی مانع دریافت حقوق وظیفه (مستمری بازماندگان) زوج متوفی نمیباشد. صندوقهای بازنشستگی و تأمین اجتماعی مکلفند در مورد همسرانی که مستمری آنها به علت ازدواج مجدد قطع گردیده، نسبت به برقراری مستمری قطع شده از تاریخ لازمالاجراء شدن قانون اقدام نمایند. در هر صورت مجموع مستمری بازماندگان مربوط به همسر متوفی و سایر وراث نباید از حداقل مستمری مربوط به هر صندوق کمتر باشد.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث هشتم: حقوق وظیفه و مستمری	27	ماده 27- زوجه متوفی، در صورت فوت شوهر بعدی و تعلق حقوق وظیفه (مستمری بازماندگان) به زوجه در اثر آن، از مستمری که مبلغ آن بیشتر است برخوردار خواهد شد. همسر متوفی مکلف است در اینگونه موارد مراتب برخورداری از مستمری دوم را به صندوقهای بازنشستگی مربوط اطلاع دهد. در صورت عدم اقدام و دریافت مستمری مضاعف، صندوق بازنشستگی که مستمری پرداختی آن کمتر است مجاز خواهد بود کلیه مستمریهای پرداختی و سایر هزینههایی را که من غیر حق دریافت شده براساس آخرین مستمری دریافتی و تعرفههای جاری مربوط به سایر هزینهها از زوجه وصول نمایند. تبصره - مرجع تعیین از کارافتادگی در هر یک از صندوقها، مرجع تأیید از کارافتادگی فرزندان ذکور موضوع این ماده نیز محسوب میشوند.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث هشتم: حقوق وظیفه و مستمری	28	ماده 28- فرزندان در صورتی که واجد شرایط دریافت مستمری بازماندگان از طریق هر یک از والدین باشند، از هر دو مستمری برخوردار خواهند شد.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل اول - دادگاه خانواده	مبحث نهم: مقررات کیفری	29	ماده 29- به جرایم موضوع مواد 49 الی 56 قانون توسط دادگاه صالح رسیدگی خواهد شد. تبصره - در مورد ماده 49 قانون، دادگاه ضمن صدور رأی به الزام به ثبت واقعه نکاح، طلاق، فسخ یا انفساخ نکاح یا اعلان بطلان نکاح یا طلاق، حکم به مجازات مقرر نیز خواهد داد. محکومعلیه مکلف است مدارک لازم برای ثبت هر یک از وقایع فوق را مطابق دستور دادگاه در مهلت مقرر به دفترخانه ارائه کند، در هر صورت ثبت واقعه موکول به ارائه مدارک لازم یا دستور دادگاه مبنی بر ثبت آن بدون دریافت برخی از مدارک خواهدبود.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث اول: اهداف و تشکیلات	30	ماده 30- در هر حوزه قضایی به تعداد لازم مرکز مشاوره خانواده به شرحی که در مواد آتی میآید، تشکیل میشود.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث اول: اهداف و تشکیلات	31	ماده 31- هر مرکز مشاوره خانواده حداقل باید دارای سه عضو مشاور خانواده باشد. در صورتی که به هر دلیل تعداد مشاوران خانواده از حداقل مذکور کمتر شود، تا رسیدن به حد نصاب فعالیت مرکز یاد شده معلق خواهند ماند.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث اول: اهداف و تشکیلات	32	ماده 32- مرکز امور مشاوران، علاوه بر وظایف و اختیارات فعلی، وظایف و اختیارات زیر را جهت ساماندهی امور مشاوران خانواده بر عهده دارد: الف - سیاستگذاری و برنامهریزی در امور مختلف مشاوره، موضوع قانون و آییننامه. ب - برگزاری آزمونهای علمی، مصاحبه و گزینش متقاضیان و احراز شرایط آنان. ج - برگزاری دورههای آموزشی و کارآموزی در تهران و سایر استانها برای پذیرفتهشدگان. د - اعطای مجوز تأسیس مرکز مشاوره خانواده و پروانه مشاور خانواده و نظارت بر عملکرد مشاوران خانواده. ه‍ - لغو مجوز تأسیس مرکز مشاوره خانواده در موارد مذکور در آییننامه. و - برگزاری مراسم تحلیف و اخذ تعهدنامه از دریافتکنندگان پروانه عضویت در مرکز مشاوره خانواده. ز - پیشنهاد تعرفه حقالزحمه مشاوران و اصلاح آن، هر سال یک بار به رئیس قوهقضاییه جهت تصویب. (اصلاحیه 1402/7/8) م - بررسی مدارک و احراز شرایط متقاضیان اعضای مشاوره خانواده؛ (الحاقیه 1402/7/8) ن - بررسی اولیه شکایت مطرح شده علیه مشاوران خانواده و در صورت اقتضاء اعلام تخلفات آنان به دادسرا جهت رسیدگی؛ (الحاقیه 1402/7/8) س - مدیریت فرآیند ارجاع به مراکز مشاوره از طریق سامانه مشاوره خانواده قوه قضائیه؛ (الحاقیه 1402/7/8) ع - انتصاب رئیس واحد مشاوره استان جهت پیگیری امور مشاوران و مراکز مشاوره در استان (الحاقیه 1402/7/8) ح - تهیه و تنظیم دستورالعملها و پیشنهاد آن جهت تصویب به رئیس قوهقضاییه. ط - بررسی و پیشنهاد اعتبار مورد نیاز هر سال با همکاری معاونتهای ذیربط قوهقضاییه جهت سیر مراحل بعدی. ی - هماهنگی و تعامل لازم با سازمانها و دستگاههای اجرائی مربوط بمنظور پیشبرد اهداف مورد نظر. ک - ارزیابی وضعیت پیشرفت اجرای قانون و اعلام آن به رئیس قوهقضاییه. ل - پیشنهاد تعیین تکلیف موارد ضروری که در آییننامه مسکوت است، به رئیس قوهقضاییه.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث دوم: واحد مشاوره خانواده استانها	33	ماده 33- بمنظور نظارت بر مراکز مشاوره خانواده در هر استان، واحد مشاوره خانواده در شهرستان مرکز استان تحت نظارت رئیس کل دادگستری استان، تشکیل خواهد شد که وظایف آن به شرح زیر خواهد بود: (اصلاحیه 1402/7/8) الف - پیشنهاد تعداد مرکز مشاوره خانواده مورد نیاز دادگاههای خانواده حوزههای قضائی استان به مرکز امور مشاوران. ب - پیگیری و نظارت بر حسن اجرای قانون و آییننامه در استان. ج - همکاری با مرکز امور مشاوران در امر نظارت بر عملکرد مشاوران خانواده و بررسی معضلات و تلاش در رفع آنها. ط - ارزیابی تأثیرات مثبت و منفی اجرای قانون با اخذ نظر قضات دادگاههای خانواده و صاحبنظران و پیشنهاد راهکارهای مناسب به مرکز امور مشاوران.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث سوم: شرایط اخذ مجوز تأسیس مرکز مشاوره	34	ماده 34- متقاضیان اخذ مجوز تأسیس مرکز مشاوره خانواده و اعضاء مرکز مشاوره خانواده در مراکز مذکور باید دارای شرایط ذیل باشند: الف - تابعیت دولت جمهوری اسلامی ایران. ب - تأهل و داشتن حداقل 35 سال سن و 3 سال سابقه کار مرتبط؛ (اصلاحیه 1402/7/8) ج - داشتن حداقل مدرک کارشناسی از دانشکدههای معتبر داخلی یا خارجی (در مورد اخیر، به شرط تأیید وزارت علوم و فناوری) یا معادل حوزوی آن در رشتههای مطالعات خانواده، مشاوره، روانپزشکی، روانشناسی، مددکاری اجتماعی، حقوق، فقه و مبانی حقوق اسلامی و همچنین رشتههای همسان با تشخیص مرکز امور مشاوران. د - انجام خدمت وظیفه عمومی یا معافیت برای آقایان؛ (اصلاحیه 1402/7/8) ه‍ - عدم سوء پیشینه کیفری و عدم محرومیت از حقوق اجتماعی. و - عدم اعتیاد به مواد مخدر و سکرآور به تأیید سازمان پزشکی قانونی ز - نداشتن سوء شهرت و عدم تجاهر به فسق. ح - داشتن وثاقت و تعهد به اصل نظام جمهوری اسلامی ایران و قانون اساسی. ط - عدم محکومیت به انفصال دایم از خدمات دولتی یا عمومی یا سلب صلاحیت. تبصره - صدور مجوز تأسیس مرکز برای وکلا، سردفتران ازدواج، طلاق و اسناد رسمی، مدیران دفاتر خدمات الکترونیک قضائی و همچنین مدیران مؤسسات داوری و داوران که در حوزه اختلافات خانوادگی فعالیت دارند، ممنوع است. (الحاقیه 1402/7/8)
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث سوم: شرایط اخذ مجوز تأسیس مرکز مشاوره	35	ماده 35- نقاطی که احتیاج به مرکز مشاوره دارد با تعیین تعداد مورد نیاز برای هر محل، نحوه اطلاع به متقاضیان و مدارک لازم برای تقاضا به موجب دستورالعملی است که توسط رئیس مرکز امور مشاوران تهیه و به تصویب رئیس قوهقضاییه میرسد.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث سوم: شرایط اخذ مجوز تأسیس مرکز مشاوره	36	ماده 36- از کلیه داوطلبان واجد شرایط به ترتیب مقرر در مواد آتی امتحان کتبی به عمل خواهد آمد. زمان و مکان برگزاری امتحان از طریق سامانه مرکز امور مشاوران اعلام میگردد.
aeename_hemayat_family_91	آیین‌نامه اجرایی قانون حمایت خانواده مصوب ۲۷ بهمن ۱۳۹۳ رئیس قوه قضائیه	فصل دوم - مراکز مشاوره خانواده	مبحث سوم: شرایط اخذ مجوز تأسیس مرکز مشاوره	37	ماده 37- مرکز امور مشاوران میتواند بررسی صلاحیت متقاضیان پذیرفتهشده در آزمون کتبی را از هسته گزینش قوهقضاییه یا هسته گزینش قوهقضاییه در استانها درخواست نماید. هسته گزینش مربوط مکلف است اقدامات لازم را انجام و نتیجه بررسی را ظرف مهلت مقرر اعلام نماید.
