id,model,answer,confidence,latency_ms,raw,error
37,openai/gpt-4.1-mini,2,5,620,"{""answer"":""2"",""confidence"":5}",
38,openai/gpt-4.1-mini,4,4,834,"{""answer"":""4"",""confidence"":4}",
39,openai/gpt-4.1-mini,3,4,834,"{""answer"":""3"",""confidence"":4}",
40,openai/gpt-4.1-mini,2,4,795,"{""answer"":""2"",""confidence"":4}",
41,openai/gpt-4.1-mini,1,4,787,"{""answer"":""1"",""confidence"":4}",
42,openai/gpt-4.1-mini,1,4,1368,"{""answer"":""1"",""confidence"":4}",
43,openai/gpt-4.1-mini,2,5,865,"{""answer"":""2"",""confidence"":5}",
44,openai/gpt-4.1-mini,3,5,1212,"{""answer"":""3"",""confidence"":5}",
45,openai/gpt-4.1-mini,4,5,732,"{""answer"":""4"",""confidence"":5}",
46,openai/gpt-4.1-mini,1,4,1035,"{""answer"":""1"",""confidence"":4}",
47,openai/gpt-4.1-mini,4,5,999,"{""answer"":""4"",""confidence"":5}",
48,openai/gpt-4.1-mini,2,5,707,"{""answer"":""2"",""confidence"":5}",
49,openai/gpt-4.1-mini,3,5,901,"{""answer"":""3"",""confidence"":5}",
50,openai/gpt-4.1-mini,3,5,828,"{""answer"":""3"",""confidence"":5}",
51,openai/gpt-4.1-mini,3,4,826,"{""answer"":""3"",""confidence"":4}",
52,openai/gpt-4.1-mini,4,5,742,"{""answer"":""4"",""confidence"":5}",
53,openai/gpt-4.1-mini,2,4,549,"{""answer"":""2"",""confidence"":4}",
54,openai/gpt-4.1-mini,4,5,1003,"{""answer"":""4"",""confidence"":5}",
55,openai/gpt-4.1-mini,3,5,687,"{""answer"":""3"",""confidence"":5}",
56,openai/gpt-4.1-mini,2,5,775,"{""answer"":""2"",""confidence"":5}",
57,openai/gpt-4.1-mini,3,4,832,"{""answer"":""3"",""confidence"":4}",
58,openai/gpt-4.1-mini,2,5,846,"{""answer"":""2"",""confidence"":5}",
59,openai/gpt-4.1-mini,3,5,885,"{""answer"":""3"",""confidence"":5}",
60,openai/gpt-4.1-mini,1,5,621,"{""answer"":""1"",""confidence"":5}",
81,openai/gpt-4.1-mini,3,4,1011,"{""answer"":""3"",""confidence"":4}",
82,openai/gpt-4.1-mini,4,5,618,"{""answer"":""4"",""confidence"":5}",
83,openai/gpt-4.1-mini,2,5,1003,"{""answer"":""2"",""confidence"":5}",
84,openai/gpt-4.1-mini,1,4,856,"{""answer"":""1"",""confidence"":4}",
85,openai/gpt-4.1-mini,1,4,660,"{""answer"":""1"",""confidence"":4}",
86,openai/gpt-4.1-mini,1,5,1218,"{""answer"":""1"",""confidence"":5}",
87,openai/gpt-4.1-mini,3,5,1552,"{""answer"":""3"",""confidence"":5}",
88,openai/gpt-4.1-mini,1,4,831,"{""answer"":""1"",""confidence"":4}",
89,openai/gpt-4.1-mini,1,4,1445,"{""answer"":""1"",""confidence"":4}",
90,openai/gpt-4.1-mini,4,4,851,"{""answer"":""4"",""confidence"":4}",
91,openai/gpt-4.1-mini,3,4,749,"{""answer"":""3"",""confidence"":4}",
92,openai/gpt-4.1-mini,1,4,1704,"{""answer"":""1"",""confidence"":4}",
93,openai/gpt-4.1-mini,4,4,862,"{""answer"":""4"",""confidence"":4}",
94,openai/gpt-4.1-mini,3,4,771,"{""answer"":""3"",""confidence"":4}",
95,openai/gpt-4.1-mini,1,5,834,"{""answer"":""1"",""confidence"":5}",
96,openai/gpt-4.1-mini,1,5,842,"{""answer"":""1"",""confidence"":5}",
97,openai/gpt-4.1-mini,2,5,755,"{""answer"":""2"",""confidence"":5}",
98,openai/gpt-4.1-mini,4,4,809,"{""answer"":""4"",""confidence"":4}",
99,openai/gpt-4.1-mini,2,4,724,"{""answer"":""2"",""confidence"":4}",
100,openai/gpt-4.1-mini,3,4,560,"{""answer"":""3"",""confidence"":4}",
101,openai/gpt-4.1-mini,3,5,716,"{""answer"":""3"",""confidence"":5}",
102,openai/gpt-4.1-mini,3,4,774,"{""answer"":""3"",""confidence"":4}",
103,openai/gpt-4.1-mini,4,5,940,"{""answer"":""4"",""confidence"":5}",
104,openai/gpt-4.1-mini,4,4,976,"{""answer"":""4"",""confidence"":4}",
105,openai/gpt-4.1-mini,2,4,1058,"{""answer"":""2"",""confidence"":4}",
106,openai/gpt-4.1-mini,3,4,815,"{""answer"":""3"",""confidence"":4}",
107,openai/gpt-4.1-mini,2,4,789,"{""answer"":""2"",""confidence"":4}",
108,openai/gpt-4.1-mini,4,5,723,"{""answer"":""4"",""confidence"":5}",
109,openai/gpt-4.1-mini,3,5,606,"{""answer"":""3"",""confidence"":5}",
110,openai/gpt-4.1-mini,2,5,918,"{""answer"":""2"",""confidence"":5}",
111,openai/gpt-4.1-mini,3,4,800,"{""answer"":""3"",""confidence"":4}",
112,openai/gpt-4.1-mini,4,4,879,"{""answer"":""4"",""confidence"":4}",
113,openai/gpt-4.1-mini,3,4,909,"{""answer"":""3"",""confidence"":4}",
114,openai/gpt-4.1-mini,4,4,843,"{""answer"":""4"",""confidence"":4}",
115,openai/gpt-4.1-mini,1,4,850,"{""answer"":""1"",""confidence"":4}",
116,openai/gpt-4.1-mini,4,5,1011,"{""answer"":""4"",""confidence"":5}",
117,openai/gpt-4.1-mini,2,4,870,"{""answer"":""2"",""confidence"":4}",
118,openai/gpt-4.1-mini,3,5,1134,"{""answer"":""3"",""confidence"":5}",
119,openai/gpt-4.1-mini,4,5,1220,"{""answer"":""4"",""confidence"":5}",
120,openai/gpt-4.1-mini,2,5,823,"{""answer"":""2"",""confidence"":5}",
121,openai/gpt-4.1-mini,2,5,798,"{""answer"":""2"",""confidence"":5}",
122,openai/gpt-4.1-mini,3,5,874,"{""answer"":""3"",""confidence"":5}",
123,openai/gpt-4.1-mini,3,5,818,"{""answer"":""3"",""confidence"":5}",
124,openai/gpt-4.1-mini,2,5,830,"{""answer"":""2"",""confidence"":5}",
125,openai/gpt-4.1-mini,1,5,1173,"{""answer"":""1"",""confidence"":5}",
126,openai/gpt-4.1-mini,2,5,1636,"{""answer"":""2"",""confidence"":5}",
127,openai/gpt-4.1-mini,3,4,931,"{""answer"":""3"",""confidence"":4}",
128,openai/gpt-4.1-mini,3,5,791,"{""answer"":""3"",""confidence"":5}",
129,openai/gpt-4.1-mini,4,5,720,"{""answer"":""4"",""confidence"":5}",
130,openai/gpt-4.1-mini,4,5,1034,"{""answer"":""4"",""confidence"":5}",
131,openai/gpt-4.1-mini,3,5,947,"{""answer"":""3"",""confidence"":5}",
132,openai/gpt-4.1-mini,3,5,1985,"{""answer"":""3"",""confidence"":5}",
133,openai/gpt-4.1-mini,3,4,887,"{""answer"":""3"",""confidence"":4}",
134,openai/gpt-4.1-mini,4,5,755,"{""answer"":""4"",""confidence"":5}",
135,openai/gpt-4.1-mini,4,4,698,"{""answer"":""4"",""confidence"":4}",
136,openai/gpt-4.1-mini,3,4,986,"{""answer"":""3"",""confidence"":4}",
137,openai/gpt-4.1-mini,2,4,796,"{""answer"":""2"",""confidence"":4}",
138,openai/gpt-4.1-mini,3,4,748,"{""answer"":""3"",""confidence"":4}",
139,openai/gpt-4.1-mini,1,5,962,"{""answer"":""1"",""confidence"":5}",
140,openai/gpt-4.1-mini,4,5,621,"{""answer"":""4"",""confidence"":5}",
