law_code	law_name	article_number	text
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	11	ماده 11- در صورت ثبوت اعسار، چنانچه مدیون متمکن از پرداخت به نحو اقساط شناخته شود، دادگاه ضمن صدور حکم اعسار ‌با ملاحظه وضعیت او مهلت مناسبی برای پرداخت می‌دهد یا حکم تقسیط بدهی را صادر می‌کند. در تعیین اقساط باید میزان درآمد مدیون و معیشت ضروری او لحاظ شده و به نحوی باشد که او توانایی پرداخت آن را داشته باشد. تبصره1- صدور حکم تقسیط محکومٌ‌به یا دادن مهلت به مدیون، مانع استیفای بخش اجراء نشده آن از اموالی که از محکومٌ‌علیه به‌ دست می‌آید یا مطالبات وی نیست. تبصره2- هر یک از محکوم‌ٌله یا محکومٌ‌علیه می‌توانند با تقدیم دادخواست، تعدیل اقساط را از دادگاه بخواهند. دادگاه با عنایت به نرخ تورم براساس اعلام مراجع رسمی قانونی کشور یا تغییر در وضعیت معیشت و درآمد محکومٌ‌علیه نسبت به تعدیل میزان اقساط اقدام می‌کند.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	12	ماده 12- اگر دعوای اعسار ردّ شود، دادگاه در ضمن حکم به ردّ دعوی، مدعی اعسار را به پرداخت خسارات وارد شده بر خوانده دعوای اعسار مشروط به درخواست وی محکوم می‌کند.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	13	ماده 13- دعوای اعسار در مورد محکومٌ‌ به در دادگاه نخستین رسیدگی‌کننده به دعوای اصلی یا دادگاه صادرکننده اجرائیه و به طرفیت محکومٌ‌ له اقامه می‌شود.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	14	ماده 14- دعوای اعسار غیرمالی است و در مرحله بدوی و تجدید نظر خارج از نوبت رسیدگی می‌شود.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	15	ماده 15- دادخواست اعسار از تجار و اشخاص حقوقی پذیرفته نمی‌شود. این اشخاص ‌درصورتی‌ که مدعی اعسار باشند باید رسیدگی به امر ورشکستگی خود را درخواست کنند. تبصره - اگر داد خواست اعسار از سوی اشخاص حقوقی یا اشخاصی که تاجر بودن آنها نزد دادگاه مسلم است طرح شود، دادگاه بدون اخطار به خواهان، قرار ردّ دادخواست وی را صادر می‌کند.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	16	ماده 16- هرگاه محکومٌ‌علیه در صورت اموال خود موضوع مواد(3) و (8) این قانون، به منظور فرار از اجرای حکم از اعلام کامل اموال خود مطابق مقررات این قانون خودداری کند یا پس از صدور حکم اعسار معلوم شود برخلاف واقع خود را معسر قلمداد کرده‌است دادگاه ضمن حکم به رفع اثر از حکم اعسار سابق محکومٌ‌علیه را به حبس تعزیری درجه هفت محکوم خواهدکرد.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	17	ماده 17- دادگاه رسیدگی‌ کننده به اعسار ضمن صدور حکم اعسار، شخصی را که با هدف فرار از پرداخت دین مرتکب تقصیر شده است تا موجب اعسار وی گردد با توجه به میزان بدهی، نوع تقصیر، تعدد و تکرار آن به مدت شش‌ماه تا دوسال به یک یا چند مورد از محرومیت‌های زیر محکوم می‌کند: 1- ممنوعیت خروج از کشور 2- ممنوعیت تأسیس شرکت تجارتی 3- ممنوعیت عضویت در هیأت‌مدیره شرکتهای تجارتی 4- ممنوعیت تصدی مدیرعاملی در شرکتهای تجارتی 5 - ممنوعیت دریافت اعتبار و هرگونه تسهیلات به هر عنوان از بانکها و مؤسسات مالی و اعتباری عمومی و دولتی به‌جز وامهای ضروری 6 - ممنوعیت دریافت دسته‌چک
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	18	ماده 18- هرگاه پس از صدور حکم اعسار ثابت شود، از مدیون رفع عسرت شده یا مدیون برخلاف واقع خود را معسر قلمداد کرده است، به تقاضای محکومٌ‌ له، محکومٌ‌علیه تا زمان اجرای حکم یا اثبات حدوث اعسار یا جلب رضایت محکوم‌ٌله حبس خواهد شد. در این مورد نیز مفاد مواد(4) و(5) این قانون مجری است. این حکم در مورد مدیونی که به موجب ماده(11) این قانون برای پرداخت دین او مهلت مناسب تعیین‌شده یا بدهی او تقسیط گردیده و در زمان مقرر دین خود یا اقساط تعیین‌شده را نپرداخته است نیز مجری است.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	19	ماده 19- مرجع اجراءکننده رأی باید به درخواست محکومٌ‌له به بانک مرکزی دستور دهد که فهرست کلیه حسابهای محکومٌ‌علیه در بانکها و مؤسسات مالی و اعتباری را برای توقیف به مرجع مذکور تسلیم کند. همچنین دادگاه باید به درخواست محکومٌ‌له یا خوانده دعوای اعسار به مراجع ذی‌ ربط از قبیل ادارات ثبت محل و شهرداری‌ها دستور دهد که براساس نشانی کامل ملک یا نام مالک پلاک‌ ثبتی ملکی را که احتمال تعلق آن به محکومٌ‌ علیه وجود دارد برای توقیف به دادگاه اعلام کند. این حکم در مورد تمامی مراجعی که به هر نحو اطلاعاتی در مورد اموال اشخاص دارند نیز مجری است. تبصره1- مراجع مذکور در این ماده مکلفند به دستور دادگاه فهرست و مشخصات اموال متعلق به محکومٌ‌ علیه و نیز فهرست نقل و انتقالات و هر نوع تغییر دیگر در اموال مذکور از زمان یک‌سال قبل از صدور حکم قطعی به بعد را به دادگاه اعلام کنند. تبصره2- مفاد این ماده در مورد اجرای قرارهای تأمین خواسته موضوع ماده(108) قانون آیین‌دادرسی دادگاههای عمومی و انقلاب در امور مدنی مصوب 1379/1/21 و نیز اجرای مفاد اسناد رسمی مجری است.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	20	ماده 20- هر یک از مدیران یا مسؤولان مراجع مذکور در ماده (19) این قانون که به تکلیف مقرر پیرامون شناسایی اموال اشخاص حقیقی و حقوقی عمل نکند به انفصال درجه شش‌ از خدمات عمومی و دولتی محکوم می‌شود. این حکم در مورد مدیران و مسؤولان کلیه مراجعی که به هر نحو اطلاعاتی در مورد اموال اشخاص دارند و مکلفند اطلاعات خود مطابق ماده مذکور را در اختیار قوه قضائیه قرار دهند نیز در صورت عدم اجرای این تکلیف مجری است.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	21	ماده 21- انتقال مال به دیگری به هر نحو به‌وسیله مدیون با انگیزه فرار از ادای دین به نحوی که باقیمانده اموال برای پرداخت دیون کافی نباشد، موجب حبس تعزیری یا جزای نقدی درجه شش یا جزای نقدی معادل نصف محکومٌ‌به یا هر دو مجازات می‌شود و در صورتی که منتقلٌ‌‌الیه نیز با علم به موضوع اقدام کرده باشد در حکم شریک جرم است. در این صورت عین آن مال و در صورت تلف یا انتقال، مثل یا قیمت آن از اموال انتقال‌گیرنده به عنوان جریمه اخذ و محکوم‌ٌبه از محل آن استیفاء خواهد شد.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	22	ماده 22- کلیه محکومیت‌های مالی از جمله دیه، ضرر و زیان ناشی از جرم، ردّ مال و امثال آنها جز محکومیت به پرداخت جزای نقدی، مشمول این قانون خواهند بود.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	23	ماده 23- مرجع اجراءکننده رأی باید به تقاضای محکوم‌ٌله قرار ممنوع‌الخروج بودن محکومٌ‌علیه را صادر کند. این قرار تا زمان اجرای رأی یا ثبوت اعسار محکومٌ‌علیه یا جلب رضایت محکومٌ‌له یا سپردن تأمین مناسب یا تحقق کفالت مطابق قانون مدنی به قوت خود باقی است. تبصره - درخصوص سفر واجب که وجوب آن از قبل ثابت شده باشد و سفرهای درمانی ضروری، دادگاه موقتاً به محکومٌ‌علیه اجازه خروج از کشور را می‌دهد.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	24	ماده 24- مستثنیات دین صرفاً شامل موارد زیر است: الف - منزل مسکونی که عرفاً در شأن محکومٌ‌ علیه در حالت اعسار او باشد. ب - اثاثیه مورد نیاز زندگی که برای رفع حوائج ضروری محکومٌ‌ علیه و افراد تحت تکفل وی لازم است. ج - آذوقه موجود به قدر احتیاج محکوم‌ٌعلیه و افراد تحت تکفل وی برای مدتی که عرفاً آذوقه ذخیره می‌شود. د - کتب و ابزار علمی و تحقیقاتی برای اهل علم و تحقیق متناسب با شأن آنها ه- - وسایل و ابزار کار کسبه، پیشه‌ وران، کشاورزان و سایر اشخاص که برای امرار معاش ضروری آنها و افراد تحت تکفلشان لازم است. و- تلفن مورد نیاز مدیون ز- مبلغی که در ضمن عقد اجاره به موجر پرداخت می‌شود، مشروط بر اینکه پرداخت اجاره‌ بها بدون آن موجب عسر و حرج گردد و عین مستأجره مورد نیاز مدیون بوده و بالاتر از شأن او نباشد. تبصره1- چنانچه منزل مسکونی محکومٌ‌علیه بیش از نیاز و شأن عرفی او در حالت اعسارش بوده و مال دیگری از وی در دسترس نباشد و مشارٌالیه حاضر به فروش منزل مسکونی خود تحت نظارت مرجع اجراءکننده رأی نباشد به تقاضای محکومٌ‌ له به‌ وسیله مرجع اجراءکننده حکم با رعایت تشریفات قانونی به فروش رفته و مازاد بر قیمت منزل مناسب عرفی، صرف تأدیه دیون محکوم‌ٌعلیه خواهد شد مگر اینکه استیفای محکوم‌ٌبه به طریق سهل‌تری مانند استیفاء از محل منافع بخش مازاد منزل مسکونی محکوم‌ٌعلیه یا انتقال سهم مشاعی از آن به شخص ثالث یا طلبکار امکان‌پذیر باشد که در این‌صورت محکومٌ‌ به از طرق مذکور استیفاء خواهد شد. تبصره2- چنانچه به حکم قانون مستثنیات دین تبدیل به عوض دیگری شده باشد، مانند اینکه مسکن به دلیل قرار گرفتن در طرحهای عمرانی تبدیل به وجه گردد، یا در اثر از بین رفتن، عوضی دریافت شده باشد، وصول محکومٌ‌ به از آن امکان‌ پذیر است مگر اینکه محرز شود مدیون قصد تهیه موضوع نخستین را دارد.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	25	ماده 25- چنانچه منشأ دین، قرض یا در اختیار گرفتن اموالی از دیگران به موجب هر قرارداد دیگری باشد و محکومٌ‌ علیه از بدو امر قصد عدم تأدیه دین یا تبدیل آن به یکی از مستثنیات دین به‌منظور فرار از تأدیه را داشته باشد، هر مالی که در عوض اموال مذکور خریداری کرده یا به موجب سایر عقود به ملکیت خود درآورد به‌عنوان جریمه اخذ و محکوم‌ٌ به از محل آن استیفاء و مابقی به وی مسترد خواهد شد.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	26	ماده 26- احکام مندرج در این قانون جز احکام راجع به حبس محکوم‌ٌ علیه، اعسار و مستثنیات دین حسب‌مورد در مواردی که محکوم‌ٌ علیه شخص حقوقی باشد نیز مجری است و نسبت به مدیران و مسؤولان متخلف اشخاص حقوقی مطابق قانون مجازات اسلامی عمل می‌شود.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	27	ماده 27- مقررات این قانون در مورد گزارش‌های اصلاحی مراجع قضائی و آرای مدنی سایر مراجعی که به‌موجب قانون، اجرای آنها بر‌عهده اجرای احکام مدنی دادگستری است و همچنین آرای مدنی تعزیرات حکومتی نیز مجری است. تبصره - محکومیت‌های کیفری سازمان تعزیرات حکومتی تابع مقررات حاکم بر اجرای احکام کیفری دادگاهها است.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	28	ماده 28- آیین‌نامه اجرائی این قانون ظرف مدت سه‌ماه پس‌از لازم‌الاجراء شدن ‌آن به‌وسیله وزارت‌دادگستری تهیه می‌شود و به تصویب رئیس قوه قضائیه می‌رسد.
ejraye_mahkumiyat_mali	قانون نحوه اجرای محکومیت‌های مالی	29	ماده 29- قانون نحوه اجرای محکومیت‌های مالی مصوب1377/8/10 و قانون اعسار مصوب 1313/9/20 و ماده (524) قانون آیین‌دادرسی دادگاههای عمومی و انقلاب در امور مدنی مصوب 1379/1/21 نسخ می‌شود. قانون فوق مشتمل بر بیست و نه ماده و سیزده تبصره در جلسه علنی روز سه‌ شنبه مورخ پانزدهم مهرماه یکهزار و سیصد و نود و سه مجلس شورای اسلامی تصویب و در تاریخ 1394/3/23 از سوی مجمع تشخیص مصلحت نظام، موافق با مصلحت نظام تشخیص داده شد.
