id,model,answer,confidence,latency_ms,raw,error
44,meta-llama/llama-4-maverick,3,4,766,"{""answer"":""3"",""confidence"":4}",
45,meta-llama/llama-4-maverick,4,4,1335,"{""answer"":""4"",""confidence"":4}",
46,meta-llama/llama-4-maverick,1,4,786,"{""answer"":""1"",""confidence"":4}",
47,meta-llama/llama-4-maverick,4,4,371,"{""answer"":""4"",""confidence"":4}",
48,meta-llama/llama-4-maverick,2,4,508,"{""answer"":""2"",""confidence"":4}",
49,meta-llama/llama-4-maverick,3,4,509,"{""answer"":""3"",""confidence"":4}",
50,meta-llama/llama-4-maverick,2,4,365,"{""answer"":""2"",""confidence"":4}",
51,meta-llama/llama-4-maverick,3,4,531,"{""answer"":""3"",""confidence"":4}",
52,meta-llama/llama-4-maverick,1,3,1561,"{""answer"":""1"",""confidence"":3}",
53,meta-llama/llama-4-maverick,4,4,446,"{""answer"":""4"",""confidence"":4}",
54,meta-llama/llama-4-maverick,2,4,596,"{""answer"":""2"",""confidence"":4}",
55,meta-llama/llama-4-maverick,4,4,482,"{""answer"":""4"",""confidence"":4}",
56,meta-llama/llama-4-maverick,3,4,531,"{""answer"":""3"",""confidence"":4}",
57,meta-llama/llama-4-maverick,4,4,648,"{""answer"":""4"",""confidence"":4}",
58,meta-llama/llama-4-maverick,4,4,624,"{""answer"":""4"",""confidence"":4}",
59,meta-llama/llama-4-maverick,1,4,469,"{""answer"":""1"",""confidence"":4}",
60,meta-llama/llama-4-maverick,2,4,1276,"{""answer"":""2"",""confidence"":4}",
81,meta-llama/llama-4-maverick,1,4,485,"{""answer"":""1"",""confidence"":4}",
82,meta-llama/llama-4-maverick,2,4,613,"{""answer"":""2"",""confidence"":4}",
83,meta-llama/llama-4-maverick,2,4,384,"{""answer"":""2"",""confidence"":4}",
84,meta-llama/llama-4-maverick,1,3,500,"{""answer"":""1"",""confidence"":3}",
85,meta-llama/llama-4-maverick,2,4,368,"{""answer"":""2"",""confidence"":4}",
86,meta-llama/llama-4-maverick,1,4,351,"{""answer"":""1"",""confidence"":4}",
87,meta-llama/llama-4-maverick,3,4,616,"{""answer"":""3"",""confidence"":4}",
88,meta-llama/llama-4-maverick,1,4,1732,"{""answer"":""1"",""confidence"":4}",
89,meta-llama/llama-4-maverick,2,5,434,"{""answer"":""2"",""confidence"":5}",
90,meta-llama/llama-4-maverick,3,4,553,"{""answer"":""3"",""confidence"":4}",
91,meta-llama/llama-4-maverick,4,4,769,"{""answer"":""4"",""confidence"":4}",
92,meta-llama/llama-4-maverick,1,4,412,"{""answer"":""1"",""confidence"":4}",
93,meta-llama/llama-4-maverick,4,4,589,"{""answer"":""4"",""confidence"":4}",
94,meta-llama/llama-4-maverick,3,4,664,"{""answer"":""3"",""confidence"":4}",
95,meta-llama/llama-4-maverick,1,4,431,"{""answer"":""1"",""confidence"":4}",
96,meta-llama/llama-4-maverick,1,4,413,"{""answer"":""1"",""confidence"":4}",
97,meta-llama/llama-4-maverick,2,4,751,"{""answer"":""2"",""confidence"":4}",
98,meta-llama/llama-4-maverick,4,4,575,"{""answer"":""4"",""confidence"":4}",
99,meta-llama/llama-4-maverick,2,4,1183,"{""answer"":""2"",""confidence"":4}",
100,meta-llama/llama-4-maverick,2,4,643,"{""answer"":""2"",""confidence"":4}",
101,meta-llama/llama-4-maverick,2,4,1251,"{""answer"":""2"",""confidence"":4}",
102,meta-llama/llama-4-maverick,4,4,544,"{""answer"":""4"",""confidence"":4}",
103,meta-llama/llama-4-maverick,4,4,822,"{""answer"":""4"",""confidence"":4}",
104,meta-llama/llama-4-maverick,4,4,673,"{""answer"":""4"",""confidence"":4}",
105,meta-llama/llama-4-maverick,2,4,357,"{""answer"":""2"",""confidence"":4}",
106,meta-llama/llama-4-maverick,2,4,354,"{""answer"":""2"",""confidence"":4}",
107,meta-llama/llama-4-maverick,2,4,1208,"{""answer"":""2"",""confidence"":4}",
108,meta-llama/llama-4-maverick,4,4,618,"{""answer"":""4"",""confidence"":4}",
109,meta-llama/llama-4-maverick,3,4,582,"{""answer"":""3"",""confidence"":4}",
110,meta-llama/llama-4-maverick,2,4,929,"{""answer"":""2"",""confidence"":4}",
111,meta-llama/llama-4-maverick,2,4,972,"{""answer"":""2"",""confidence"":4}",
112,meta-llama/llama-4-maverick,4,4,1251,"{""answer"":""4"",""confidence"":4}",
113,meta-llama/llama-4-maverick,3,4,444,"{""answer"":""3"",""confidence"":4}",
114,meta-llama/llama-4-maverick,3,4,589,"{""answer"":""3"",""confidence"":4}",
115,meta-llama/llama-4-maverick,2,4,484,"{""answer"":""2"",""confidence"":4}",
116,meta-llama/llama-4-maverick,4,4,851,"{""answer"":""4"",""confidence"":4}",
117,meta-llama/llama-4-maverick,3,4,912,"{""answer"":""3"",""confidence"":4}",
118,meta-llama/llama-4-maverick,2,5,364,"{""answer"":""2"",""confidence"":5}",
119,meta-llama/llama-4-maverick,4,4,1385,"{""answer"":""4"",""confidence"":4}",
120,meta-llama/llama-4-maverick,4,4,333,"{""answer"":""4"",""confidence"":4}",
121,meta-llama/llama-4-maverick,2,4,1100,"{""answer"":""2"",""confidence"":4}",
122,meta-llama/llama-4-maverick,4,4,1102,"{""answer"":""4"",""confidence"":4}",
123,meta-llama/llama-4-maverick,3,4,655,"{""answer"":""3"",""confidence"":4}",
124,meta-llama/llama-4-maverick,2,4,1034,"{""answer"":""2"",""confidence"":4}",
125,meta-llama/llama-4-maverick,1,4,339,"{""answer"":""1"",""confidence"":4}",
126,meta-llama/llama-4-maverick,1,4,1339,"{""answer"":""1"",""confidence"":4}",
127,meta-llama/llama-4-maverick,4,4,608,"{""answer"":""4"",""confidence"":4}",
128,meta-llama/llama-4-maverick,2,4,623,"{""answer"":""2"",""confidence"":4}",
129,meta-llama/llama-4-maverick,4,5,361,"{""answer"":""4"",""confidence"":5}",
130,meta-llama/llama-4-maverick,3,4,545,"{""answer"":""3"",""confidence"":4}",
131,meta-llama/llama-4-maverick,1,4,332,"{""answer"":""1"",""confidence"":4}",
132,meta-llama/llama-4-maverick,3,4,1035,"{""answer"":""3"",""confidence"":4}",
133,meta-llama/llama-4-maverick,3,4,573,"{""answer"":""3"",""confidence"":4}",
134,meta-llama/llama-4-maverick,4,4,419,"{""answer"":""4"",""confidence"":4}",
135,meta-llama/llama-4-maverick,1,4,451,"{""answer"":""1"",""confidence"":4}",
136,meta-llama/llama-4-maverick,3,4,586,"{""answer"":""3"",""confidence"":4}",
137,meta-llama/llama-4-maverick,2,4,455,"{""answer"":""2"",""confidence"":4}",
138,meta-llama/llama-4-maverick,3,4,1024,"{""answer"":""3"",""confidence"":4}",
139,meta-llama/llama-4-maverick,1,4,602,"{""answer"":""1"",""confidence"":4}",
140,meta-llama/llama-4-maverick,4,3,306,"{""answer"":""4"",""confidence"":3}",
