law_code	law_name	article_number	text
sodur_check	قانون صدور چک یا اصلاحات بعدی	10	ماده 10- هر کس با علم به بسته بودن حساب بانکی خود مبادرت به صدور چک نماید عمل وی در حکم صدور چک بی‌محل خواهد بود و به حداکثر مجازات مندرج در ماده 7 محکوم خواهد شد و مجازات تعیین شده غیرقابل تعلیق خواهد بود.
sodur_check	قانون صدور چک یا اصلاحات بعدی	11	ماده 11- جرایم مذکور در این قانون بدون شکایت دارنده چک قابل تعقیب نیست و در صورتی که دارنده چک تا شش ماه از تاریخ صدور چک برای وصول آن به بانک مراجعه ننماید یا ظرف شش ماه از تاریخ صدور گواهی عدم پرداخت شکایت ننماید دیگر حق شکایت کیفری نخواهد داشت. منظور از دارنده چک در این ماده شخصی است که برای اولین بار چک را به بانک ارائه داده است. برای تشخیص این که چه کسی اولین بار برای وصول چک به بانک مراجه کرده است، بانک‌ها مکلفند به محض مراجعه دارنده چک هویت کامل او را در پشت چک با ذکر تاریخ قید نمایند. کسی که چک پس از برگشت از بانک به وی منتقل گردیده حق شکایت کیفری نخواهد داشت مگر آنکه انتقال قهری باشد. در صورتی که دارنده چک بخواهد چک را به وسیله شخص دیگری به نمایندگی از طرف خود وصول کند و حق شکایت کیفری او در صورت بی‌محل بودن چک محفوظ باشد، باید هویت و نشانی خود را با تصریح نمایندگی شخص مذکور در ظهر چک قید نماید و در صورت بانک اعلامیه مذکور در ماده 4 و 5 را به نام صاحب چک صادر می‌کند و حق شکایت کیفری وی محفوظ خواهد بود. تبصره- هرگاه بعد از شکایت کیفری، شاکی چک را به دیگری انتقال دهد با حقوق خود را نسبت به چک به هر نحو دیگری واگذار نماید تعقیب کیفری موقوف خواهد شد.
sodur_check	قانون صدور چک یا اصلاحات بعدی	12	ماده 12- هرگاه قبل از صدور حکم قطعی، شاکی گذشت نماید و یا اینکه متهم وجه چک و خسارت تاخیر تادیه را نقدا به دارنده آن پرداخت کند، یا موجبات پرداخت وجه چک و خسارت مذکور (از تاریخ ارائه چک به بانک) را فراهم کند یا در صندوق دادگستری یا اجراء ثبت تودیع نماید مرجع رسیدگی قرار موقوفی صادر خواهد کرد. صدور قرار موقوفی تعقیب در دادگاه کیفری مانع از آن نیست که دادگاه نسبت به سایر خسارت مورد مطالبه رسیدگی و حکم صادر کند. هرگاه پس از صدور حکم قطعی شاکی گذشت کند و یا اینکه محکوم علیه به ترتیب فوق موجبات پرداخت وجه چک و خسارات تاخیر تادیه و سایر خسارات مندرج در حکم را فراهم نماید اجرای حکم موقوف می‌شود و محکوم علیه فقط ملزم به پرداخت مبلغی معادل یک سوم جزای نقدی مقرر در حکم خواهد بود که به دستور دادستان به نفع دولت وصول خواهد شد. تبصره (الحاقی 1382)- میزان خسارات و نحوه احتساب آن بر مبنای قانون الحاق یک تبصره به ماده 2 قانون اصلاح موادی از قانون صدور چک مصوب 1376/3/10 مجمع تشخیص مصلحت نظام خواهد بود.
sodur_check	قانون صدور چک یا اصلاحات بعدی	13	ماده 13- در موارد زیر صادرکننده چک قابل تعقیق کیفری نیست: الف- در صورتی که ثابت شود چک سفید امضا داده شده باشد. ب- هرگاه در متن چک وصول وجه آن منوط به تحقق شرطی شده باشد. ج- چنانچه در متن چک قید شده باشد که چک بابت تضمین انجام معامله و یا تعهدی است. د- هرگاه بدون قید در متن چک ثابت شود که وصول وجه آن منوط به تحقق شرطی بوده یا چک بابت تضمین انجام معامله یا تعهدی است. ه‍- در صورتی که ثابت شود چک بدون تاریخ صادر شده و یا تاریخ واقعی صدور چک مقدم بر تاریخ مندرج در متن چک باشد.
sodur_check	قانون صدور چک یا اصلاحات بعدی	14	ماده 14- صادرکننده چک یا ذی‌نفع یا قائم مقام قانونی آنها با تصریح به اینکه چک مفقود یا سرقت یا جعل شده یا از طریق کلاهبرداری یا خیانت در امانت یا جرائم دیگری تحصیل گردیده می‌تواند کتبا دستور عدم پرداخت وجه چک را به بانک بدهد. بانک پس از احراز هویت دستوردهنده از پرداخت وجه آن خودداری خواهد کرد و در صورت ارائه چک بانک گواهی عدم پرداخت را با ذکر علت اعلام شده صادر و تسلیم می‌نماید. دارنده چک می‌تواند علیه کسی که دستور عدم پرداخت داده شکایت کند و هرگاه خلاف ادعایی که موجب عدم پرداخت شده ثابت گردد دستوردهنده علاوه بر مجازات مقرر در ماده 7 این قانون به پرداخت کلیه خسارات وارده به دارنده چک محکوم خواهد شد. تبصره 1 (اصلاحی 1376)- ذی‌نفع در مورد این ماده کسی است که چک به نام او صادر یا ظهرنویسی شده یا چک به او واگذار گردیده باشد (یا چک در وجه حامل به او واگذار گردیده) در موردی که دستور عدم پرداخت مطابق این ماده صادر می‌شود بانک مکلف است وجه چک را تا تعیین تکلیف آن در مرجع رسیدگی یا انصراف دستوردهنده در حساب مسدودی نگهداری نماید. تبصره 2 (الحاقی 1372)- دستوردهنده مکلف است پس از اعلام به بانک شکایت خود را به مراجع قضایی تسلیم و حداکثر ظرف مدت یک هفته گواهی تقدیم شکایت خود را به بانک تسلیم نماید در غیر این صورت پس از انقضا مدت مذکور بانک از محل موجودی به تقاضای دارنده چک وجه آن را پرداخت می‌کند. تبصره 3 (الحاقی 1376)- پرداخت چک‌های تضمین‌شده و مسافرتی را نمی‌توان متوقف نمود مگر آنکه بانک صادرکننده نسبت به آن ادعای جعل نماید. در این مورد نیز حق دارنده چک راجع به شکایت به مراجع قضایی طبق مفاد قسمت اخیر ماده 14 محفوظ خواهد بود.
sodur_check	قانون صدور چک یا اصلاحات بعدی	15	ماده 15- دارنده چک می‌تواند وجه چک و ضرر و زیان خود را در دادگاه کیفری مرجع رسیدگی مطالبه نماید.
sodur_check	قانون صدور چک یا اصلاحات بعدی	16	ماده 16- رسیدگی به کلیه شکایات و دعاوی جزایی و حقوقی مربوط به چک در دادسرا و دادگاه تا خاتمه دادرسی، فوری و خارج از نوبت به عمل خواهد آمد.
sodur_check	قانون صدور چک یا اصلاحات بعدی	17	ماده 17- وجود چک در دست صادرکننده دلیل پرداخت وجه آن و انصراف شاکی از شکایت است مگر خلاف این امر ثابت گردد.
sodur_check	قانون صدور چک یا اصلاحات بعدی	18	ماده 18- مرجع رسیدگی‌کننده جرائم مربوط به چک بلامحل،‌ از متهمان در صورت توجه اتهام طبق ضوابط مقرر در ماده 134 قانون آیین‌دادرسی دادگاه‌های عمومی و انقلاب (در امور کیفری) - مصوب 1378/6/28 کمیسیون قضایی مجلس شورای اسلامی - حسب مورد یکی از قرارهای تامین کفالت یا وثیقه (اعم از وجه نقد یا ضمانت‌نامه بانکی یا مال منقول و غیرمنقول) اخذ می‌نماید.
sodur_check	قانون صدور چک یا اصلاحات بعدی	19	ماده 19- در صورتی که چک به وکالت یا نمایندگی از طرف صاحب حساب اعم از شخص حقیقی یا حقوقی صادر شده باشد، صادرکننده چک و صاحب امضا متضامنا مسول پرداخت وجه چک بوده و اجراییه و حکم ضرر و زیان بر اساس تضامن علیه هر دو نفر صادر می‌شود. به علاوه امضاکننده چک طبق مقررات این قانون مسولیت کیفری خواهد داشت مگر اینکه ثابت نماید که عدم پرداخت مستند به عمل صاحب حساب یا وکیل یا نماینده بعدی او است،‌ که در این‌صورت کسی که موجب عدم پرداخت شده از نظر کیفری مسوول خواهد بود.
sodur_check	قانون صدور چک یا اصلاحات بعدی	20	ماده 20- مسولیت مدنی پشت‌نویسان چک طبق قوانین و مقررات مربوط کماکان به قوت خود باقی است.
sodur_check	قانون صدور چک یا اصلاحات بعدی	21	ماده 21- بانک‌ها مکلفند کلیه حساب‌های جاری اشخاصی را که بیش از یکبار چک بی‌محل صادرکرده و تعقیب آنها منجر به صدور کیفرخواست شده باشد بسته و تا سه سال به نام آنها حساب جاری دیگری باز ننمایند. عبارت حذف شده از انتهای ماده 21 به موجب اصلاحات 1397- مسولین شعب هر بانکی که به تکلیف فوق عمل ننمایند حسب مورد با توجه به شرایط و امکانات و دفعات و مراتب جرم به یکی از مجازات‌های مقرر در ماده 9 قانون رسیدگی به تخلفات اداری توسط هیات رسیدگی به تخلفات اداری محکوم خواهند شد. تبصره 1 (اصلاحی 1397)- بانک مرکزی مکلف است با تجمیع اطلاعات گواهینامه‌های عدم پرداخت و آرای قطعی محاکم درباره چک در سامانه یکپارچه خود، امکان دسترسی برخط بانک‌ها و مؤسسات اعتباری را به سوابق صدور و پرداخت چک و همچنین امکان استعلام گواهینامه‌های عدم پرداخت را برای مراجع قضایی و ثبتی از طریق شبکه ملی عدالت ایجاد نماید. قوه قضاییه نیز مکلف است امکان دسترسی برخط بانک مرکزی به احکام ورشکستگی، اعسار از پرداخت محکوم‌به و همچنین آرای قطعی صادرشده درباره چک‌های برگشتی و دعاوی مطروحه طبق ماده (14) این قانون به همراه گواهینامه عدم پرداخت مربوط را از طریق سامانه سجل محکومیت‌های مالی فراهم نماید. تبصره 2 (الحاقی 1372)- ضوابط و مقرارت مربوط به محرومیت افراد از افتتاح حساب جاری و نحوه پاسخ به استعلامات بانک‌ها به موجب آیین‌نامه‌ای خواهد بود که ظرف مدت سه‌ماه توسط بانک مرکزی جمهوری اسلامی ایران تنظیم و به تصویب هیات دولت می‌رسد. آیین‌نامه تعیین ضوابط و مقررات مربوط به محرومیت اشخاص از افتتاح حساب جاری و چگونگی پاسخ استعلام بانک‌ها
sodur_check	قانون صدور چک یا اصلاحات بعدی	21	ماده 21- مکرر (الحاقی 1397) بانک مرکزی مکلف است ظرف مدت دو سال پس از لازم‌الاجراء شدن این قانون در مورد اشخاص ورشکسته، معسر از پرداخت محکوم به یا دارای چک برگشتی رفع سوءاثر نشده، از دریافت دسته چک و صدور چک جدید در سامانه صیاد و استفاده از چک موردی جلوگیری کرده و همچنین امکان استعلام آخرین وضعیت صادر کننده چک شامل سقف اعتبار مجاز، سابقه چک برگشتی در سه‌سال اخیر و میزان تعهدات چک‌های تسویه‌نشده را صرفاً برای کسانی که قصد دریافت چک را دارند، فراهم نماید. سامانه مذکور به نحوی خواهد بود که صدور هر برگه چک مستلزم ثبت هویت دارنده، مبلغ و تاریخ مندرج در چک برای شناسه یکتای برگه چک توسط صادرکننده بوده و امکان انتقال چک به شخص دیگر توسط دارنده تا قبل از تسویه آن، با ثبت هویت شخص جدید برای همان شناسه یکتای چک امکان‌پذیر باشد. مبلغ چک نباید از اختلاف سقف اعتبار مجاز و تعهدات چک‌های تسویه نشده بیشتر باشد. تبصره 1(اصلاحی 1400/1/29)- در مورد برگه چک‌هایی که از دسته‌چک‌های ارائه شده پس از پایان اسفندماه سال 1399 صادر می‌شوند، تسویه چک صرفاً در سامانه تسویه چک (چکاوک) طبق مبلغ و تاریخ مندرج در سامانه و در وجه دارنده نهائی چک براساس استعلام از سامانه صیاد انجام خواهد شد و در صورتی‌که مالکیت آنها در سامانه صیاد ثبت نشده باشد، مشمول این قانون نبوده و بانک‌ها مکلفند از پرداخت وجه آنها خودداری نمایند. در این موارد، صدور و پشت‌نویسی چک در وجه حامل ممنوع است و ثبت انتقال چک در سامانه صیاد جایگزین پشت نویسی چک خواهد بود. چک‌هایی صادر شده از دسته‌چک‌هایی که تاریخ ارائه آن دسته‌چک‌ها قبل از زمان مذکور در این تبصره باشد، تابع قانون زمان ارائه دسته‌چک‌ ست و بانک‌ها بدون نیاز به ثبت آن چک‌ها در سامانه صیاد نسبت به پرداخت وجه چک اقدام می‌کنند. در کلیه برگه‌های دسته‌چک‌های ارائه شده پس از تاریخ فوق‌الذکر باید عبارت (صدور و پشت‌نویسی چک بدون درج در سامانه صیاد فاقد اعتبار است.) درج شود. تبصره 2- ممنوعیت‌های این ماده در مورد اشخاص ورشکسته، معسر از پرداخت محکوم‌به یا دارای چک برگشتی رفع سوء اثر نشده که به وکالت یا نمایندگی از طرف صاحب حساب اعم از شخص حقیقی یا حقوقی اقدام می‌کنند نیز مجری است.
