id,model,rag_top_k,answer,confidence,explanation,latency_ms,prompt_tokens,completion_tokens,total_tokens,explain_len_chars,explain_len_words,raw,error
12,meta-llama/llama-4-scout,5,4,5,"براساس ماده 341 قانون مدنی، بیع ممکن است مطلق باشد یا مشروط و نیز ممکن است که برای تسلیم تمام یا قسمتی از مبیع یا برای تأدیه تمام یا قسمتی از ثمن اجلی قرار داده شود. همچنین، طبق ماده 36 آیین‌نامه اجرای مفاد اسناد رسمی، اگر وجه التزام برای تأخیر انجام تعهد معین شده باشد، مطالبه وجه التزام مانع مطالبه اجرای تعهد نمی‌باشد. با توجه به این مواد، أجل برای انجام تعهدات قراردادی می‌تواند ناشی از اراده طرفین قرارداد، حکم دادگاه یا قانون خاص باشد.",3658,2502,147,2649,441,85,"results{explanation,answer,confidence}:
براساس ماده 341 قانون مدنی، بیع ممکن است مطلق باشد یا مشروط و نیز ممکن است که برای تسلیم تمام یا قسمتی از مبیع یا برای تأدیه تمام یا قسمتی از ثمن اجلی قرار داده شود. همچنین، طبق ماده 36 آیین‌نامه اجرای مفاد اسناد رسمی، اگر وجه التزام برای تأخیر انجام تعهد معین شده باشد، مطالبه وجه التزام مانع مطالبه اجرای تعهد نمی‌باشد. با توجه به این مواد، أجل برای انجام تعهدات قراردادی می‌تواند ناشی از اراده طرفین قرارداد، حکم دادگاه یا قانون خاص باشد.,4,5",
13,meta-llama/llama-4-scout,5,1,5,"ایقاع نیز می‌تواند مملک باشد، مانند ضمان که عقد نیست ولی مملک است و باعث تملک دین بر ذمه ضامن می‌شود. بنابراین، گزاره شماره 1 که می‌گوید «عقد می‌تواند مملک باشد اما ایقاع هیچگاه مملک نیست» صحیح نیست.",1182,2400,84,2484,199,38,"results{explanation,answer,confidence}:
ایقاع نیز می‌تواند مملک باشد، مانند ضمان که عقد نیست ولی مملک است و باعث تملک دین بر ذمه ضامن می‌شود. بنابراین، گزاره شماره 1 که می‌گوید «عقد می‌تواند مملک باشد اما ایقاع هیچگاه مملک نیست» صحیح نیست.,1,5",
14,meta-llama/llama-4-scout,5,4,5,"بر اساس قانون روابط موجر و مستاجر مصوب 1376، مستاجر صاحب سرقفلی حق انتقال سرقفلی خود به غیر را دارد، مگر اینکه در ضمن عقد اجاره این حق از وی سلب شده باشد. این موضوع به صراحت در مواد مربوط به قانون مذکور بیان شده است.",3857,4454,80,4534,216,46,"results{explanation,answer,confidence}:
بر اساس قانون روابط موجر و مستاجر مصوب 1376، مستاجر صاحب سرقفلی حق انتقال سرقفلی خود به غیر را دارد، مگر اینکه در ضمن عقد اجاره این حق از وی سلب شده باشد. این موضوع به صراحت در مواد مربوط به قانون مذکور بیان شده است.,4,5",
15,meta-llama/llama-4-scout,5,4,5,"بر اساس ماده 6 قانون حمایت حقوق مولفان و مصنفان و هنرمندان، اثر مشترک زمانی است که کار یکایک پدیدآورندگان جدا و متمایز نباشد. بنابراین، گزینه 4 که شرط را برعکس بیان کرده است، نادرست است.",2195,2564,76,2640,186,36,"results{explanation,answer,confidence}:
بر اساس ماده 6 قانون حمایت حقوق مولفان و مصنفان و هنرمندان، اثر مشترک زمانی است که کار یکایک پدیدآورندگان جدا و متمایز نباشد. بنابراین، گزینه 4 که شرط را برعکس بیان کرده است، نادرست است.,4,5",
16,meta-llama/llama-4-scout,5,1,4,"با توجه به ماده 667 قانون مدنی، وکیل موظف است در تصرفات و اقدامات خود مصلحت موکل را رعایت کند و از اختیارات داده شده تجاوز نکند. اگرچه وکالتنامه به ""الف"" اجازه می‌دهد که ملک را به هر قیمتی واگذار کند، اما این اختیار به معنای اختیار برای انجام معامله به قیمت غیرمتعارف و به زیان موکل نیست. بنابراین، معامله مذکور به دلیل عدم رعایت غبطه موکل، قابل ابطال است.",2203,3996,125,4121,356,70,"results{explanation,answer,confidence}:
با توجه به ماده 667 قانون مدنی، وکیل موظف است در تصرفات و اقدامات خود مصلحت موکل را رعایت کند و از اختیارات داده شده تجاوز نکند. اگرچه وکالتنامه به ""الف"" اجازه می‌دهد که ملک را به هر قیمتی واگذار کند، اما این اختیار به معنای اختیار برای انجام معامله به قیمت غیرمتعارف و به زیان موکل نیست. بنابراین، معامله مذکور به دلیل عدم رعایت غبطه موکل، قابل ابطال است.,1,4",
17,meta-llama/llama-4-scout,5,2,4,"بر اساس ماده 249 قانون امور حسبی، رد ترکه باید به اطلاع دادگاه برسد و در دفتر مخصوص ثبت گردد و نیازی به اقامه دعوی علیه دیان وجود ندارد. همچنین، طبق قانون امور حسبی، اگر وارثی ترکه را رد کند، این رد باید صریح و بدون قید و شرط باشد و حق رد ترکه قابل انتقال به وراث نیست.",3674,3576,97,3673,269,59,"results{explanation,answer,confidence}:
بر اساس ماده 249 قانون امور حسبی، رد ترکه باید به اطلاع دادگاه برسد و در دفتر مخصوص ثبت گردد و نیازی به اقامه دعوی علیه دیان وجود ندارد. همچنین، طبق قانون امور حسبی، اگر وارثی ترکه را رد کند، این رد باید صریح و بدون قید و شرط باشد و حق رد ترکه قابل انتقال به وراث نیست.,2,4",
18,meta-llama/llama-4-scout,5,2,4,"با توجه به اینکه همسر متوفی حامل بوده و جنین بلافاصله پس از تولد فوت می‌کند، مطابق ماده 1154 قانون مدنی، عده وفات تا موقع وضع حمل است. همچنین، مطابق ماده 906 قانون مدنی، اگر برای متوفی اولاد یا اولاد اولاد از هر درجه که باشند موجود نباشد، هر یک از ابوین در صورت انفراد تمام ارث را می‌برد و اگر پدر و مادر میت هر دو زنده باشند، مادر یک ثلث و پدر دو ثلث می‌برد. لیکن در این مورد، جنین پس از تولد و قبل از تقسیم ارث فوت کرده است. بنابراین، یک هشتم از ماترک به همسر متوفی می‌رسد و مابقی به برادر و خواهر متوفی می‌رسد.",3989,2946,191,3137,513,110,"results{explanation,answer,confidence}:
با توجه به اینکه همسر متوفی حامل بوده و جنین بلافاصله پس از تولد فوت می‌کند، مطابق ماده 1154 قانون مدنی، عده وفات تا موقع وضع حمل است. همچنین، مطابق ماده 906 قانون مدنی، اگر برای متوفی اولاد یا اولاد اولاد از هر درجه که باشند موجود نباشد، هر یک از ابوین در صورت انفراد تمام ارث را می‌برد و اگر پدر و مادر میت هر دو زنده باشند، مادر یک ثلث و پدر دو ثلث می‌برد. لیکن در این مورد، جنین پس از تولد و قبل از تقسیم ارث فوت کرده است. بنابراین، یک هشتم از ماترک به همسر متوفی می‌رسد و مابقی به برادر و خواهر متوفی می‌رسد.,2,4",
19,meta-llama/llama-4-scout,5,2,4,"با توجه به ماده 758 قانون مدنی، صلح در مقام معاملات می‌تواند نتیجه معامله را داشته باشد ولی شرایط و احکام خاصه آن معامله را ندارد. در این مورد، متعهد به جای مال اصلی، مال دیگری را به متعهدله می‌دهد و مورد قبول قرار می‌گیرد که می‌توان آن را صلح در مقام بیع یا معاوضه دانست.",2153,2858,94,2952,272,56,"results{explanation,answer,confidence}:
با توجه به ماده 758 قانون مدنی، صلح در مقام معاملات می‌تواند نتیجه معامله را داشته باشد ولی شرایط و احکام خاصه آن معامله را ندارد. در این مورد، متعهد به جای مال اصلی، مال دیگری را به متعهدله می‌دهد و مورد قبول قرار می‌گیرد که می‌توان آن را صلح در مقام بیع یا معاوضه دانست.,2,4",
20,meta-llama/llama-4-scout,5,2,5,"براساس ماده 647 قانون مدنی، مستعیر نمی‌تواند مال عاریه را به هیچ نحوی به تصرف غیر دهد مگر به اذن معیر. این ماده به صراحت اذن معیر را شرط لازم برای سپردن مال عاریه به غیر می‌داند.",1203,2404,79,2483,178,37,"results{explanation,answer,confidence}:
براساس ماده 647 قانون مدنی، مستعیر نمی‌تواند مال عاریه را به هیچ نحوی به تصرف غیر دهد مگر به اذن معیر. این ماده به صراحت اذن معیر را شرط لازم برای سپردن مال عاریه به غیر می‌داند.,2,5",
21,meta-llama/llama-4-scout,5,2,5,"بر اساس ماده 92 قانون دیوان عدالت اداری، چنانچه مصوبه‌ای در هیأت عمومی ابطال شود، پس از ابلاغ رأی به طرف شکایت یا انتشار در روزنامه رسمی، رعایت مفاد آن برای مرجع طرف شکایت و سایر مراجع و مقامات مسؤول دستگاه‌های موضوع ماده (12) این قانون الزامی است و اثر آن از زمان صدور رأی جاری است مگر در مواردی که به علت مغایرت با شرع یا قانون موجد حق باشد که در این صورت اثر آن به زمان تصویب مصوبه برمی‌گردد.",3038,3538,134,3672,395,82,"results{explanation,answer,confidence}:
بر اساس ماده 92 قانون دیوان عدالت اداری، چنانچه مصوبه‌ای در هیأت عمومی ابطال شود، پس از ابلاغ رأی به طرف شکایت یا انتشار در روزنامه رسمی، رعایت مفاد آن برای مرجع طرف شکایت و سایر مراجع و مقامات مسؤول دستگاه‌های موضوع ماده (12) این قانون الزامی است و اثر آن از زمان صدور رأی جاری است مگر در مواردی که به علت مغایرت با شرع یا قانون موجد حق باشد که در این صورت اثر آن به زمان تصویب مصوبه برمی‌گردد.,2,5",
22,meta-llama/llama-4-scout,5,4,4,"با توجه به ماده 484 قانون آیین دادرسی مدنی، رای داوری با اکثریت صادر می‌شود و اگر داور از شرکت در جلسه یا دادن رای یا امضای آن امتناع نماید، رای با اکثریت معتبر است. در این مورد، اگر دو داور با رای موافق باشند و یک داور مخالف یا غایب باشد، رای داوری قابل درخواست بطلان نیست.",3658,3665,104,3769,274,58,"results{explanation,answer,confidence}:
با توجه به ماده 484 قانون آیین دادرسی مدنی، رای داوری با اکثریت صادر می‌شود و اگر داور از شرکت در جلسه یا دادن رای یا امضای آن امتناع نماید، رای با اکثریت معتبر است. در این مورد، اگر دو داور با رای موافق باشند و یک داور مخالف یا غایب باشد، رای داوری قابل درخواست بطلان نیست.,4,4",
23,meta-llama/llama-4-scout,5,4,4,"در صورت احراز عدم صحت سند مستند حکم فرجام خواسته، دیوان عالی کشور به استناد اصول حقوقی و قانون آیین دادرسی کیفری، حکم را نقض و پرونده را به دادگاه صادر کننده رأی منقوض ارجاع می دهد. این اقدام به منظور جلوگیری از نقض حقوق طرفین و رسیدگی مجدد به پرونده با رعایت اصول قانونی صورت می گیرد.",2566,3194,94,3288,285,58,"results{explanation,answer,confidence}:
در صورت احراز عدم صحت سند مستند حکم فرجام خواسته، دیوان عالی کشور به استناد اصول حقوقی و قانون آیین دادرسی کیفری، حکم را نقض و پرونده را به دادگاه صادر کننده رأی منقوض ارجاع می دهد. این اقدام به منظور جلوگیری از نقض حقوق طرفین و رسیدگی مجدد به پرونده با رعایت اصول قانونی صورت می گیرد.,4,4",
24,meta-llama/llama-4-scout,5,3,4,"بر اساس ماده 420 قانون آیین دادرسی مدنی، اعتراض ثالث باید به طرفیت محکومٌ له و محکومٌ علیه رای مورد اعتراض اقامه شود و همچنین مطابق با اصول حقوقی، در صورتی که اعتراض ثالث طاری باشد و ثابت شود حقوقی که اساس و مأخذ اعتراض است قانوناً ساقط نشده، قابل استماع است.",4061,3548,90,3638,259,52,"results{explanation,answer,confidence}:
بر اساس ماده 420 قانون آیین دادرسی مدنی، اعتراض ثالث باید به طرفیت محکومٌ له و محکومٌ علیه رای مورد اعتراض اقامه شود و همچنین مطابق با اصول حقوقی، در صورتی که اعتراض ثالث طاری باشد و ثابت شود حقوقی که اساس و مأخذ اعتراض است قانوناً ساقط نشده، قابل استماع است.,3,4",
25,meta-llama/llama-4-scout,5,4,4,"براساس ماده 17 قانون شوراهای حل اختلاف، در مواردی که در این قانون حکمی تعیین نشده است، آیین دادرسی و ترتیبات رسیدگی، صدور رأی و اجرای احکام دادگاه صلح حسب مورد تابع قوانین و مقررات حاکم بر دادگاه‌های حقوقی و کیفری است. این ماده دلالت بر الزام رعایت اصول و تشریفات دادرسی در دادگاه صلح دارد و با توجه به قوانین موجود، این الزام در دادگاه عمومی حقوقی نیز وجود دارد. در شورای حل اختلاف، اصول و تشریفات خاصی برای صلح و سازش وجود دارد.",3077,2431,136,2567,430,85,"results{explanation,answer,confidence}:
براساس ماده 17 قانون شوراهای حل اختلاف، در مواردی که در این قانون حکمی تعیین نشده است، آیین دادرسی و ترتیبات رسیدگی، صدور رأی و اجرای احکام دادگاه صلح حسب مورد تابع قوانین و مقررات حاکم بر دادگاه‌های حقوقی و کیفری است. این ماده دلالت بر الزام رعایت اصول و تشریفات دادرسی در دادگاه صلح دارد و با توجه به قوانین موجود، این الزام در دادگاه عمومی حقوقی نیز وجود دارد. در شورای حل اختلاف، اصول و تشریفات خاصی برای صلح و سازش وجود دارد.,4,4",
26,meta-llama/llama-4-scout,5,3,4,"با توجه به قانون شوراهای حل اختلاف مصوب 1402، ماده 3 این قانون حوزه فعالیت شوراها را تابع حوزه قضایی بخش یا شهرستان مربوط دانسته و در تبصره 2 همین ماده، امکان تشکیل شوراهای حل اختلاف تخصصی برای رسیدگی به دعاوی مربوط به احوال شخصیه فی‌مابین اقلیت‌های دینی را پیش‌بینی کرده است. همچنین، بر اساس قانون تشکیل دادگاه‌های خانواده، تحریر ترکه، مهر و موم و رفع آن در صلاحیت دادگاه خانواده است. بنابراین، با توجه به تخصصی بودن دعاوی خانواده، این امور در صلاحیت دادگاه خانواده می‌باشد.",2231,3341,147,3488,475,87,"results{explanation,answer,confidence}:
با توجه به قانون شوراهای حل اختلاف مصوب 1402، ماده 3 این قانون حوزه فعالیت شوراها را تابع حوزه قضایی بخش یا شهرستان مربوط دانسته و در تبصره 2 همین ماده، امکان تشکیل شوراهای حل اختلاف تخصصی برای رسیدگی به دعاوی مربوط به احوال شخصیه فی‌مابین اقلیت‌های دینی را پیش‌بینی کرده است. همچنین، بر اساس قانون تشکیل دادگاه‌های خانواده، تحریر ترکه، مهر و موم و رفع آن در صلاحیت دادگاه خانواده است. بنابراین، با توجه به تخصصی بودن دعاوی خانواده، این امور در صلاحیت دادگاه خانواده می‌باشد.,3,4",
27,meta-llama/llama-4-scout,5,2,5,"براساس ماده 32 قانون دیوان عدالت اداری، اگر شکایات مندرج در دادخواست منشا و مبنای واحد داشته یا دیوان بتواند ضمن یک دادرسی به آنها رسیدگی کند، دیوان به همه موارد ضمن یک دادرسی اتخاذ تصمیم می کند، در غیر این صورت موارد به تفکیک و جداگانه رسیدگی می شود.",2872,3642,90,3732,251,50,"results{explanation,answer,confidence}:
براساس ماده 32 قانون دیوان عدالت اداری، اگر شکایات مندرج در دادخواست منشا و مبنای واحد داشته یا دیوان بتواند ضمن یک دادرسی به آنها رسیدگی کند، دیوان به همه موارد ضمن یک دادرسی اتخاذ تصمیم می کند، در غیر این صورت موارد به تفکیک و جداگانه رسیدگی می شود.,2,5",
28,meta-llama/llama-4-scout,5,1,4,"براساس ماده 1296 قانون مدنی، اگرچه تصدیق نماینده کنسولی خارجه در ایران شرط است، ولیکن در صورتی که تصدیق وزارت امور خارجه نیز لازم است که نماینده خارجه در ایران تصدیق کرده باشد.",2601,2693,67,2760,176,33,"results{explanation,answer,confidence}:
براساس ماده 1296 قانون مدنی، اگرچه تصدیق نماینده کنسولی خارجه در ایران شرط است، ولیکن در صورتی که تصدیق وزارت امور خارجه نیز لازم است که نماینده خارجه در ایران تصدیق کرده باشد.,1,4",
