id,model,rag_top_k,answer,confidence,explanation,latency_ms,prompt_tokens,completion_tokens,total_tokens,explain_len_chars,explain_len_words,raw,error
13,qwen/qwen3-next-80b-a3b-instruct,5,4,4,依据《民法典》第1330条，誓言（قسم）不可委托，但合同（عقد）和单方行为（ایقاع）均可由代理人实施；因此选项4错误地声称“两者原则上均可由代理人完成”是不正确的，因为誓言不可委托，而题目问的是“哪项关于合同与单方行为的异同说法不正确”，故选项4为正确答案。,1938,3478,103,3581,133,1,"results{explanation,answer,confidence}:
依据《民法典》第1330条，誓言（قسم）不可委托，但合同（عقد）和单方行为（ایقاع）均可由代理人实施；因此选项4错误地声称“两者原则上均可由代理人完成”是不正确的，因为誓言不可委托，而题目问的是“哪项关于合同与单方行为的异同说法不正确”，故选项4为正确答案。,4,4",
14,qwen/qwen3-next-80b-a3b-instruct,5,4,5,مطابق ماده 19 قانون روابط موجر و مستاجر مصوب 1376، مستاجر صاحب سرقفلی حق انتقال آن به غیر را دارد، مگر در صورتی که طرفین در قرارداد صریحاً این حق را سلب کرده باشند.,5761,7127,103,7230,164,34,"results{explanation,answer,confidence}:
مطابق ماده 19 قانون روابط موجر و مستاجر مصوب 1376، مستاجر صاحب سرقفلی حق انتقال آن به غیر را دارد، مگر در صورتی که طرفین در قرارداد صریحاً این حق را سلب کرده باشند.,4,5",
15,qwen/qwen3-next-80b-a3b-instruct,5,2,5,مطابق ماده 6 قانون حمایت حقوق مولفان، اثر مشترک زمانی تحقق می‌یابد که کار پدیدآورندگان جدا و متمایز نباشد، اما ماده 15 همان قانون مشروط به اخذ اجازه و ذکر منبع استناد در موارد علمی و آموزشی است؛ بنابراین گزینه 2 با قانون در تضاد است.,1726,3789,137,3926,233,46,"results{explanation,answer,confidence}:
مطابق ماده 6 قانون حمایت حقوق مولفان، اثر مشترک زمانی تحقق می‌یابد که کار پدیدآورندگان جدا و متمایز نباشد، اما ماده 15 همان قانون مشروط به اخذ اجازه و ذکر منبع استناد در موارد علمی و آموزشی است؛ بنابراین گزینه 2 با قانون در تضاد است.,2,5",
16,qwen/qwen3-next-80b-a3b-instruct,5,1,5,مطابق ماده 667 قانون مدنی، وکیل موظف به رعایت مصلحت موکل است و حتی با وجود اختیار «به هر قیمتی»، فروش به قیمتی بسیار پایین‌تر از قیمت عرفی (ثمن بخس) موجب فضولی و باطل بودن معامله می‌شود.,4527,6351,120,6471,186,37,"results{explanation,answer,confidence}:
مطابق ماده 667 قانون مدنی، وکیل موظف به رعایت مصلحت موکل است و حتی با وجود اختیار «به هر قیمتی»، فروش به قیمتی بسیار پایین‌تر از قیمت عرفی (ثمن بخس) موجب فضولی و باطل بودن معامله می‌شود.,1,5",
17,qwen/qwen3-next-80b-a3b-instruct,5,3,5,براساس ماده 249 قانون امور حسبی، رد ترکه باید به دادگاه اعلام و در دفتر مخصوص ثبت شود و نیازی به اقامه دعوی یا توافق اکثریت ورثه نیست؛ این اقدام به‌خودی‌خود موجب بلاوارثی نمی‌شود و تنها اطلاع‌رسانی به دادگاه لازم است.,2848,5707,134,5841,217,41,"results{explanation,answer,confidence}:
براساس ماده 249 قانون امور حسبی، رد ترکه باید به دادگاه اعلام و در دفتر مخصوص ثبت شود و نیازی به اقامه دعوی یا توافق اکثریت ورثه نیست؛ این اقدام به‌خودی‌خود موجب بلاوارثی نمی‌شود و تنها اطلاع‌رسانی به دادگاه لازم است.,3,5",
18,qwen/qwen3-next-80b-a3b-instruct,5,2,5,براساس ماده 1154 قانون مدنی، عده وفات زن حامل تا وضع حمل است و جنین پس از تولد، به عنوان وارث شناخته می‌شود؛ اما با فوت بلافاصله پس از تولد، وراثت او منقضی شده و سهم او به سایر وراث باز می‌گردد. ماده 906 نیز مشخص می‌کند که در absence والدین، همسر یک هشتم و برادر و خواهر باقی مانده را به نسبت دو به یک می‌برند.,4013,4354,184,4538,310,67,"results{explanation,answer,confidence}:
براساس ماده 1154 قانون مدنی، عده وفات زن حامل تا وضع حمل است و جنین پس از تولد، به عنوان وارث شناخته می‌شود؛ اما با فوت بلافاصله پس از تولد، وراثت او منقضی شده و سهم او به سایر وراث باز می‌گردد. ماده 906 نیز مشخص می‌کند که در absence والدین، همسر یک هشتم و برادر و خواهر باقی مانده را به نسبت دو به یک می‌برند.,2,5",
19,qwen/qwen3-next-80b-a3b-instruct,5,2,4,مطابق ماده 758 قانون مدنی، صلح در مقام معاملات، نتیجه آن معامله را می‌دهد؛ بنابراین تسلیم مال دیگری به جای عین معین با رضایت طرف مقابل، صلح در مقام وفاء به عهد محسوب می‌شود که اثر بیع را دارد.,2039,4015,118,4133,192,39,"results{explanation,answer,confidence}:
مطابق ماده 758 قانون مدنی، صلح در مقام معاملات، نتیجه آن معامله را می‌دهد؛ بنابراین تسلیم مال دیگری به جای عین معین با رضایت طرف مقابل، صلح در مقام وفاء به عهد محسوب می‌شود که اثر بیع را دارد.,2,4",
20,qwen/qwen3-next-80b-a3b-instruct,5,1,5,مطابق ماده 647 قانون مدنی، مستعیر نمی‌تواند مال عاریه را به هیچ نحوی به تصرف غیر دهد مگر به اذن معیر؛ این محدودیت مطلق است و استثناهایی مانند خطر یا ضرورت در این ماده ذکر نشده است.,3120,3385,113,3498,180,37,"results{explanation,answer,confidence}:
مطابق ماده 647 قانون مدنی، مستعیر نمی‌تواند مال عاریه را به هیچ نحوی به تصرف غیر دهد مگر به اذن معیر؛ این محدودیت مطلق است و استثناهایی مانند خطر یا ضرورت در این ماده ذکر نشده است.,1,5",
21,qwen/qwen3-next-80b-a3b-instruct,5,4,5,مطابق ماده 92 قانون تشکیلات و آیین دادرسی دیوان عدالت اداری، اثر ابطال مصوبه از زمان صدور رأی جاری است، مگر در رأی تصریح شده باشد که اثر آن از زمان تصویب مصوبه بازگشتی است.,2990,5422,111,5533,172,35,"results{explanation,answer,confidence}:
مطابق ماده 92 قانون تشکیلات و آیین دادرسی دیوان عدالت اداری، اثر ابطال مصوبه از زمان صدور رأی جاری است، مگر در رأی تصریح شده باشد که اثر آن از زمان تصویب مصوبه بازگشتی است.,4,5",
22,qwen/qwen3-next-80b-a3b-instruct,5,3,5,مطابق ماده 484 قانون آیین دادرسی مدنی، رأی داوری با اکثریت داوران صادر می‌شود و اگر ترتیب خاصی در قرارداد مقرر نشده باشد، رأی دو نفر از سه داور کافی است؛ همچنین اختیار صلح و سازش برای برخی داوران، تأثیری بر صلاحیت صدور رأی اکثریتی ندارد.,2673,5835,149,5984,237,46,"results{explanation,answer,confidence}:
مطابق ماده 484 قانون آیین دادرسی مدنی، رأی داوری با اکثریت داوران صادر می‌شود و اگر ترتیب خاصی در قرارداد مقرر نشده باشد، رأی دو نفر از سه داور کافی است؛ همچنین اختیار صلح و سازش برای برخی داوران، تأثیری بر صلاحیت صدور رأی اکثریتی ندارد.,3,5",
23,qwen/qwen3-next-80b-a3b-instruct,5,4,5,براساس ماده 440 و اصول رسیدگی به فرجام در قانون آیین دادرسی کیفری، اگر دیوان عالی کشور صحت سند رسمی مورد ایراد را احراز نکند، حکم منقوض می‌شود و پرونده به دادگاه صادرکننده رأی اولیه ارجاع می‌گردد، چرا که نقض سند رسمی موجب باطلی حکم است و دادگاه اولیه مسئول احراز ادله است.,3497,5003,167,5170,272,53,"results{explanation,answer,confidence}:
براساس ماده 440 و اصول رسیدگی به فرجام در قانون آیین دادرسی کیفری، اگر دیوان عالی کشور صحت سند رسمی مورد ایراد را احراز نکند، حکم منقوض می‌شود و پرونده به دادگاه صادرکننده رأی اولیه ارجاع می‌گردد، چرا که نقض سند رسمی موجب باطلی حکم است و دادگاه اولیه مسئول احراز ادله است.,4,5",
24,qwen/qwen3-next-80b-a3b-instruct,5,1,5,بر اساس ماده 420 قانون آیین دادرسی مدنی، اعتراض ثالث تنها در صورتی قابل استماع است که حقوق معترض ثالث از طریق حکم قطعی به طور غیرقانونی مورد تجاوز قرار گرفته و هنوز ساقط نشده باشد، و این شرط در هر زمانی که اعتراض اقامه شود، لازم است.,2750,5609,135,5744,233,48,"results{explanation,answer,confidence}:
بر اساس ماده 420 قانون آیین دادرسی مدنی، اعتراض ثالث تنها در صورتی قابل استماع است که حقوق معترض ثالث از طریق حکم قطعی به طور غیرقانونی مورد تجاوز قرار گرفته و هنوز ساقط نشده باشد، و این شرط در هر زمانی که اعتراض اقامه شود، لازم است.,1,5",
25,qwen/qwen3-next-80b-a3b-instruct,5,3,4,مطابق ماده 17 قانون شوراهای حل اختلاف، در مواردی که حکم خاصی تعیین نشده باشد، ترتیب رسیدگی و اقدامات شورا تابع قوانین دادگاه‌های حقوقی و کیفری است که اصول و تشریفات دادرسی را شامل می‌شود.,1993,3564,115,3679,187,35,"results{explanation,answer,confidence}:
مطابق ماده 17 قانون شوراهای حل اختلاف، در مواردی که حکم خاصی تعیین نشده باشد، ترتیب رسیدگی و اقدامات شورا تابع قوانین دادگاه‌های حقوقی و کیفری است که اصول و تشریفات دادرسی را شامل می‌شود.,3,4",
26,qwen/qwen3-next-80b-a3b-instruct,5,3,5,بر اساس ماده 9 قانون شوراهای حل اختلاف مصوب 1394 و تأیید هیات عمومی دیوان عالی کشور در رای وحدت رویه شماره 769 و دادنامه مرتبط، دعاوی مربوط به تحریر ترکه، مهر و موم و رفع آن از صلاحیت شوراهای حل اختلاف خارج بوده و به دادگاه خانواده، به عنوان مرجع تخصصی دعاوی خانوادگی مطابق اصل 21 قانون اساسی و ماده 1 قانون حمایت خانواده، تفویض شده است.,3563,5201,198,5399,337,68,"results{explanation,answer,confidence}:
بر اساس ماده 9 قانون شوراهای حل اختلاف مصوب 1394 و تأیید هیات عمومی دیوان عالی کشور در رای وحدت رویه شماره 769 و دادنامه مرتبط، دعاوی مربوط به تحریر ترکه، مهر و موم و رفع آن از صلاحیت شوراهای حل اختلاف خارج بوده و به دادگاه خانواده، به عنوان مرجع تخصصی دعاوی خانوادگی مطابق اصل 21 قانون اساسی و ماده 1 قانون حمایت خانواده، تفویض شده است.,3,5",
27,qwen/qwen3-next-80b-a3b-instruct,5,2,5,مطابق ماده 32 قانون دیوان عدالت اداری، شعبه دیوان در صورت داشتن منشاء و مبنای واحد شکایات، به همه موارد ضمن یک دادرسی تصمیم می‌گیرد و در غیر این صورت، موارد را به تفکیک و جداگانه رسیدگی می‌کند.,2200,5632,121,5753,193,38,"results{explanation,answer,confidence}:
مطابق ماده 32 قانون دیوان عدالت اداری، شعبه دیوان در صورت داشتن منشاء و مبنای واحد شکایات، به همه موارد ضمن یک دادرسی تصمیم می‌گیرد و در غیر این صورت، موارد را به تفکیک و جداگانه رسیدگی می‌کند.,2,5",
28,qwen/qwen3-next-80b-a3b-instruct,5,1,5,مطابق ماده 1296 قانون مدنی، پذیرش سند خارجی تنظیم‌شده در دادگاه‌های ایران، مشروط به تصدیق امضای نماینده خارجه توسط وزارت امور خارجه یا حکام ایالات است، حتی اگر کنسولی محل تصدیق کرده باشد.,2784,4124,121,4245,187,33,"results{explanation,answer,confidence}:
مطابق ماده 1296 قانون مدنی، پذیرش سند خارجی تنظیم‌شده در دادگاه‌های ایران، مشروط به تصدیق امضای نماینده خارجه توسط وزارت امور خارجه یا حکام ایالات است، حتی اگر کنسولی محل تصدیق کرده باشد.,1,5",
29,qwen/qwen3-next-80b-a3b-instruct,5,3,4,مطابق ماده 75 قانون اجرای احکام مدنی، مهلت اعتراض به ارزیابی سه روز از تاریخ ابلاغ نظریه ارزیاب است و در مورد کارشناسی نیز مهلت سه روزه از تاریخ ابلاغ اخطار وصول نظریه به‌طور مشابه اعمال می‌شود، اما گزینه 3 تنها که این دو مورد را به‌درستی تفکیک می‌کند.,3447,4396,157,4553,252,49,"results{explanation,answer,confidence}:
مطابق ماده 75 قانون اجرای احکام مدنی، مهلت اعتراض به ارزیابی سه روز از تاریخ ابلاغ نظریه ارزیاب است و در مورد کارشناسی نیز مهلت سه روزه از تاریخ ابلاغ اخطار وصول نظریه به‌طور مشابه اعمال می‌شود، اما گزینه 3 تنها که این دو مورد را به‌درستی تفکیک می‌کند.,3,4",
30,qwen/qwen3-next-80b-a3b-instruct,5,2,5,مطابق ماده ۳۶۸ قانون آیین دادرسی، احکام دادگاه تجدیدنظر در موارد اصل نکاح، فسخ آن، طلاق و نسب قابل فرجام است و این قاعده به متفرعات آن نیز اطلاق می‌شود، پس احکام متفرعه نیز در صورتی قابل فرجام هستند که اصل دعوا از این موارد باشد.,2757,4660,143,4803,229,46,"results{explanation,answer,confidence}:
مطابق ماده ۳۶۸ قانون آیین دادرسی، احکام دادگاه تجدیدنظر در موارد اصل نکاح، فسخ آن، طلاق و نسب قابل فرجام است و این قاعده به متفرعات آن نیز اطلاق می‌شود، پس احکام متفرعه نیز در صورتی قابل فرجام هستند که اصل دعوا از این موارد باشد.,2,5",
31,qwen/qwen3-next-80b-a3b-instruct,5,3,4,مطابق ماده 367 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، در پرونده‌های غیرقابل‌تفکیک، تجدیدنظر خواهی یکی از طرفین، تأثیری بر حق فرجام‌خواهی طرف دیگر ندارد و امکان کاهش خواسته در دادگاه تجدیدنظر با ارائه لایحه مصوب است.,4126,6114,147,6261,234,40,"results{explanation,answer,confidence}:
مطابق ماده 367 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، در پرونده‌های غیرقابل‌تفکیک، تجدیدنظر خواهی یکی از طرفین، تأثیری بر حق فرجام‌خواهی طرف دیگر ندارد و امکان کاهش خواسته در دادگاه تجدیدنظر با ارائه لایحه مصوب است.,3,4",
32,qwen/qwen3-next-80b-a3b-instruct,5,1,5,مطابق ماده 358 قانون آیین دادرسی مدنی، هنگامی که حکمی بلااثر می‌شود، اجرای آن باید به حالت اول بازگردد و ملک به تصرف اصلی مالک بازگردانده شود؛ اما تخریب بنا موجب تعیین خسارت و جبران آن از طریق کارشناسی و پرداخت بهای آن به مالک اصلی می‌شود، نه بازگرداندن بنا به حالت اول.,3968,6921,169,7090,270,53,"results{explanation,answer,confidence}:
مطابق ماده 358 قانون آیین دادرسی مدنی، هنگامی که حکمی بلااثر می‌شود، اجرای آن باید به حالت اول بازگردد و ملک به تصرف اصلی مالک بازگردانده شود؛ اما تخریب بنا موجب تعیین خسارت و جبران آن از طریق کارشناسی و پرداخت بهای آن به مالک اصلی می‌شود، نه بازگرداندن بنا به حالت اول.,1,5",
33,qwen/qwen3-next-80b-a3b-instruct,5,4,5,مطابق ماده 96 قانون آیین دادرسی مدنی، اگر خواهان اصل سند عادی را در جلسه دادرسی حاضر نکند و طرف مقابل انکار نماید، سند از عداد دلایل او خارج می‌شود و اگر دادخواست مستند به ادله دیگری نباشد، در آن خصوص ابطال می‌گردد.,3850,4801,138,4939,215,43,"results{explanation,answer,confidence}:
مطابق ماده 96 قانون آیین دادرسی مدنی، اگر خواهان اصل سند عادی را در جلسه دادرسی حاضر نکند و طرف مقابل انکار نماید، سند از عداد دلایل او خارج می‌شود و اگر دادخواست مستند به ادله دیگری نباشد، در آن خصوص ابطال می‌گردد.,4,5",
34,qwen/qwen3-next-80b-a3b-instruct,5,3,4,مطابق ماده 64 آیین‌نامه اجرای مفاد اسناد رسمی لازم‌الاجرا، در بازداشت اموال منقول مانند حلقه انگشتری گران‌قیمت، باید صورت‌برداری دقیق با ذکر صفات و مشخصات آن تهیه شود، اما هیچ محدودیتی در انتخاب حافظ وجود ندارد و حافظ می‌تواند هر شخصی باشد، حتی بدون توافق طرفین.,2729,6147,157,6304,262,46,"results{explanation,answer,confidence}:
مطابق ماده 64 آیین‌نامه اجرای مفاد اسناد رسمی لازم‌الاجرا، در بازداشت اموال منقول مانند حلقه انگشتری گران‌قیمت، باید صورت‌برداری دقیق با ذکر صفات و مشخصات آن تهیه شود، اما هیچ محدودیتی در انتخاب حافظ وجود ندارد و حافظ می‌تواند هر شخصی باشد، حتی بدون توافق طرفین.,3,4",
35,qwen/qwen3-next-80b-a3b-instruct,5,3,4,بر اساس ماده 197 قانون آیین دادرسی مدنی، عدم حضور شهود پس از احضار قانونی، موجب سقوط ارزش گواهی آنها می‌شود، زیرا شهادت تنها در حضور شهود و با اخذ اقرار قانونی ارزش اثباتی پیدا می‌کند.,4471,6528,116,6644,184,36,"results{explanation,answer,confidence}:
بر اساس ماده 197 قانون آیین دادرسی مدنی، عدم حضور شهود پس از احضار قانونی، موجب سقوط ارزش گواهی آنها می‌شود، زیرا شهادت تنها در حضور شهود و با اخذ اقرار قانونی ارزش اثباتی پیدا می‌کند.,3,4",
36,qwen/qwen3-next-80b-a3b-instruct,5,3,5,براساس ماده 367 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، حکم دادگاه صلح فقط در صورتی قابل فرجام‌خواهی است که خواسته بیش از بیست میلیون ریال باشد و پس از انقضای مهلت تجدیدنظر و قطعیت رای باشد؛ چون خواسته این دعوای چهل میلیون ریال است، پس از قطعیت، فرجام‌خواهی مجاز است.,4080,6335,178,6513,285,54,"results{explanation,answer,confidence}:
براساس ماده 367 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، حکم دادگاه صلح فقط در صورتی قابل فرجام‌خواهی است که خواسته بیش از بیست میلیون ریال باشد و پس از انقضای مهلت تجدیدنظر و قطعیت رای باشد؛ چون خواسته این دعوای چهل میلیون ریال است، پس از قطعیت، فرجام‌خواهی مجاز است.,3,5",
37,qwen/qwen3-next-80b-a3b-instruct,5,4,5,مطابق ماده 437 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، در صورت صدور قرار قبولی اعاده دادرسی، اجرای حکم در محکوم‌به غیرمالی متوقف می‌شود و در محکوم‌به مالی، تنها در صورتی متوقف می‌شود که تأمین اخذ نشود؛ در غیر این صورت با اخذ تأمین از محکوم‌له، اجرای حکم ادامه می‌یابد.,2973,5668,171,5839,286,53,"results{explanation,answer,confidence}:
مطابق ماده 437 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، در صورت صدور قرار قبولی اعاده دادرسی، اجرای حکم در محکوم‌به غیرمالی متوقف می‌شود و در محکوم‌به مالی، تنها در صورتی متوقف می‌شود که تأمین اخذ نشود؛ در غیر این صورت با اخذ تأمین از محکوم‌له، اجرای حکم ادامه می‌یابد.,4,5",
