id,model,rag_top_k,answer,confidence,explanation,latency_ms,prompt_tokens,completion_tokens,total_tokens,explain_len_chars,explain_len_words,raw,error
11,openai/gpt-4o-mini,5,4,4,"تعلیق در مرحله انعقاد قرارداد و تعلیق در مرحله اجرای قرارداد هر دو به اراده طرفین بستگی دارند، اما برخی از عقود ممکن است در هیچ یک از این مراحل تعلیق‌پذیر نباشند، بنابراین گزینه 4 صحیح نیست.",3145,2434,71,2505,190,37,"results{explanation,answer,confidence}:
تعلیق در مرحله انعقاد قرارداد و تعلیق در مرحله اجرای قرارداد هر دو به اراده طرفین بستگی دارند، اما برخی از عقود ممکن است در هیچ یک از این مراحل تعلیق‌پذیر نباشند، بنابراین گزینه 4 صحیح نیست.,4,4",
12,openai/gpt-4o-mini,5,4,4,"براساس ماده 341 قانون مدنی، اجل برای انجام تعهدات قراردادی می‌تواند ناشی از اراده طرفین، حکم دادگاه یا قانون خاص باشد، بنابراین گزینه 4 صحیح است.",2030,2543,55,2598,145,26,"results{explanation,answer,confidence}:
براساس ماده 341 قانون مدنی، اجل برای انجام تعهدات قراردادی می‌تواند ناشی از اراده طرفین، حکم دادگاه یا قانون خاص باشد، بنابراین گزینه 4 صحیح است.,4,4",
13,openai/gpt-4o-mini,5,1,5,عقد می‌تواند مملک باشد در حالی که ایقاع به خودی خود مملک نیست و این تفاوت در ماهیت آن‌ها وجود دارد.,2031,2406,47,2453,99,21,"results{explanation,answer,confidence}:
عقد می‌تواند مملک باشد در حالی که ایقاع به خودی خود مملک نیست و این تفاوت در ماهیت آن‌ها وجود دارد.,1,5",
14,openai/gpt-4o-mini,5,4,5,"بر اساس ماده 19 قانون روابط موجر و مستاجر مصوب 1376، مستاجر صاحب سرقفلی حق انتقال سرقفلی خود به غیر را دارد مگر اینکه در ضمن عقد اجاره این حق از وی سلب شده باشد.",4138,4572,63,4635,161,35,"results{explanation,answer,confidence}:
بر اساس ماده 19 قانون روابط موجر و مستاجر مصوب 1376، مستاجر صاحب سرقفلی حق انتقال سرقفلی خود به غیر را دارد مگر اینکه در ضمن عقد اجاره این حق از وی سلب شده باشد.,4,5",
15,openai/gpt-4o-mini,5,2,4,"بر اساس ماده 4 قانون حمایت حقوق مولفان و مصنفان و هنرمندان، حقوق معنوی پدیدآورنده غیر قابل انتقال است و همچنین طبق ماده 6، اثر مشترک به اثری اطلاق می‌شود که کار یکایک پدیدآورندگان جدا و متمایز نباشد. بنابراین، گزینه 2 که نقل از آثار را بدون قید و شرط مجاز می‌داند، صحیح نیست.",3205,2596,106,2702,275,54,"results{explanation,answer,confidence}:
بر اساس ماده 4 قانون حمایت حقوق مولفان و مصنفان و هنرمندان، حقوق معنوی پدیدآورنده غیر قابل انتقال است و همچنین طبق ماده 6، اثر مشترک به اثری اطلاق می‌شود که کار یکایک پدیدآورندگان جدا و متمایز نباشد. بنابراین، گزینه 2 که نقل از آثار را بدون قید و شرط مجاز می‌داند، صحیح نیست.,2,4",
16,openai/gpt-4o-mini,5,1,4,"طبق ماده 667 قانون مدنی، وکیل موظف است مصلحت موکل را رعایت کند و فروش ملک به قیمت غیرمتعارف به خود یا دیگری، فضولی محسوب می‌شود و بدون تنفیذ موکل باطل است.",4086,3988,66,4054,155,32,"results{explanation,answer,confidence}:
طبق ماده 667 قانون مدنی، وکیل موظف است مصلحت موکل را رعایت کند و فروش ملک به قیمت غیرمتعارف به خود یا دیگری، فضولی محسوب می‌شود و بدون تنفیذ موکل باطل است.,1,4",
17,openai/gpt-4o-mini,5,4,3,"بر اساس ماده 249 قانون امور حسبی، رد ترکه باید به اطلاع دادگاه برسد و در دفتر مخصوص ثبت گردد و در صورت عدم توافق ورثه، موضوع نیاز به رسیدگی قضایی دارد؛ بنابراین، در صورت رد اکثریت ورثه، ترکه به عنوان بلاوارث تلقی نمی‌شود.",3741,3631,81,3712,221,44,"results{explanation,answer,confidence}:
بر اساس ماده 249 قانون امور حسبی، رد ترکه باید به اطلاع دادگاه برسد و در دفتر مخصوص ثبت گردد و در صورت عدم توافق ورثه، موضوع نیاز به رسیدگی قضایی دارد؛ بنابراین، در صورت رد اکثریت ورثه، ترکه به عنوان بلاوارث تلقی نمی‌شود.,4,3",
18,openai/gpt-4o-mini,5,3,4,"طبق ماده 906 قانون مدنی، در صورت عدم وجود اولاد، هر یک از والدین تمام ارث را می‌برند و در این مورد چون جنین بلافاصله بعد از تولد فوت کرده، سهم او به همسر متوفی نمی‌رسد و بنابراین کل ماترک به همسر متوفی می‌رسد.",3292,2984,88,3072,209,44,"results{explanation,answer,confidence}:
طبق ماده 906 قانون مدنی، در صورت عدم وجود اولاد، هر یک از والدین تمام ارث را می‌برند و در این مورد چون جنین بلافاصله بعد از تولد فوت کرده، سهم او به همسر متوفی نمی‌رسد و بنابراین کل ماترک به همسر متوفی می‌رسد.,3,4",
19,openai/gpt-4o-mini,5,3,4,"بر اساس ماده 278 قانون مدنی، تسلیم عین معین به جای عین دیگر که مورد قبول متعهدله قرار می‌گیرد، به عنوان وفای به عهد محسوب می‌شود، زیرا متعهد به تعهد خود عمل کرده است.",3448,2831,68,2899,166,34,"results{explanation,answer,confidence}:
بر اساس ماده 278 قانون مدنی، تسلیم عین معین به جای عین دیگر که مورد قبول متعهدله قرار می‌گیرد، به عنوان وفای به عهد محسوب می‌شود، زیرا متعهد به تعهد خود عمل کرده است.,3,4",
20,openai/gpt-4o-mini,5,2,5,"براساس ماده 647 قانون مدنی، مستعیر نمی‌تواند مال عاریه را به هیچ نحوی به تصرف غیر دهد مگر به اذن معیر، بنابراین گزینه 2 صحیح است.",2665,2402,55,2457,129,26,"results{explanation,answer,confidence}:
براساس ماده 647 قانون مدنی، مستعیر نمی‌تواند مال عاریه را به هیچ نحوی به تصرف غیر دهد مگر به اذن معیر، بنابراین گزینه 2 صحیح است.,2,5",
21,openai/gpt-4o-mini,5,4,5,"بر اساس ماده 92 قانون دیوان عدالت اداری، اثر ابطال مصوبه از زمان صدور رأی جاری است مگر در رأی تصریح شده باشد که اثر آن از زمان تصویب مصوبه جاری است.",2987,3595,58,3653,148,32,"results{explanation,answer,confidence}:
بر اساس ماده 92 قانون دیوان عدالت اداری، اثر ابطال مصوبه از زمان صدور رأی جاری است مگر در رأی تصریح شده باشد که اثر آن از زمان تصویب مصوبه جاری است.,4,5",
22,openai/gpt-4o-mini,5,1,4,"طبق ماده 484 قانون آیین دادرسی مدنی، رأی داوران با اکثریت آرا معتبر است و در صورتی که دو نفر از داوران با حق صلح و سازش رأی موافق داده باشند، رأی معتبر است و نمی‌توان درخواست بطلان آن را داشت.",4490,3752,79,3831,192,41,"results{explanation,answer,confidence}:
طبق ماده 484 قانون آیین دادرسی مدنی، رأی داوران با اکثریت آرا معتبر است و در صورتی که دو نفر از داوران با حق صلح و سازش رأی موافق داده باشند، رأی معتبر است و نمی‌توان درخواست بطلان آن را داشت.,1,4",
23,openai/gpt-4o-mini,5,4,5,"طبق ماده 440 قانون آیین دادرسی کیفری، در صورت احراز عدم صحت سند مستند حکم فرجام خواسته، دیوان عالی کشور موظف است حکم را نقض و پرونده را به دادگاه صادر کننده رأی منقوض ارجاع دهد.",3865,3274,71,3345,177,36,"results{explanation,answer,confidence}:
طبق ماده 440 قانون آیین دادرسی کیفری، در صورت احراز عدم صحت سند مستند حکم فرجام خواسته، دیوان عالی کشور موظف است حکم را نقض و پرونده را به دادگاه صادر کننده رأی منقوض ارجاع دهد.,4,5",
24,openai/gpt-4o-mini,5,1,4,"بر اساس ماده 420 قانون آیین دادرسی مدنی، اعتراض ثالث باید به طرفیت محکومٌ له و محکومٌ علیه اقامه شود و همچنین حقوقی که اساس اعتراض است باید قانوناً ساقط نشده باشد؛ بنابراین، گزینه 1 صحیح است.",2638,3601,69,3670,191,37,"results{explanation,answer,confidence}:
بر اساس ماده 420 قانون آیین دادرسی مدنی، اعتراض ثالث باید به طرفیت محکومٌ له و محکومٌ علیه اقامه شود و همچنین حقوقی که اساس اعتراض است باید قانوناً ساقط نشده باشد؛ بنابراین، گزینه 1 صحیح است.,1,4",
25,openai/gpt-4o-mini,5,3,4,"طبق ماده 17 قانون شوراهای حل اختلاف، آیین دادرسی و ترتیبات رسیدگی در دادگاه صلح تابع قوانین و مقررات حاکم بر دادگاه‌های حقوقی و کیفری است، بنابراین رعایت اصول و تشریفات دادرسی در دادگاه صلح الزامی است.",3421,2483,78,2561,201,37,"results{explanation,answer,confidence}:
طبق ماده 17 قانون شوراهای حل اختلاف، آیین دادرسی و ترتیبات رسیدگی در دادگاه صلح تابع قوانین و مقررات حاکم بر دادگاه‌های حقوقی و کیفری است، بنابراین رعایت اصول و تشریفات دادرسی در دادگاه صلح الزامی است.,3,4",
26,openai/gpt-4o-mini,5,3,4,"بر اساس ماده 1 قانون تشکیل دادگاه‌های خانواده و همچنین بند سوم اصل 21 قانون اساسی، موضوعات مربوط به تحریر ترکه و مهر و موم و رفع آن در صلاحیت دادگاه خانواده قرار دارد.",3284,3420,61,3481,167,34,"results{explanation,answer,confidence}:
بر اساس ماده 1 قانون تشکیل دادگاه‌های خانواده و همچنین بند سوم اصل 21 قانون اساسی، موضوعات مربوط به تحریر ترکه و مهر و موم و رفع آن در صلاحیت دادگاه خانواده قرار دارد.,3,4",
27,openai/gpt-4o-mini,5,2,4,"براساس ماده 32 قانون دیوان عدالت اداری، اگر شکایات مندرج در دادخواست منشا و مبنای واحد داشته باشند، دیوان می‌تواند به همه موارد ضمن یک دادرسی رسیدگی کند و در غیر این صورت، موارد به تفکیک رسیدگی می‌شود.",4071,3704,76,3780,201,38,"results{explanation,answer,confidence}:
براساس ماده 32 قانون دیوان عدالت اداری، اگر شکایات مندرج در دادخواست منشا و مبنای واحد داشته باشند، دیوان می‌تواند به همه موارد ضمن یک دادرسی رسیدگی کند و در غیر این صورت، موارد به تفکیک رسیدگی می‌شود.,2,4",
28,openai/gpt-4o-mini,5,2,4,"براساس ماده 1296 قانون مدنی، گواهی وزارت امور خارجه در صورتی لازم است که نماینده سیاسی یا قنسولی خارجه در ایران تصدیق نکرده باشد و در غیر این صورت، نیازی به گواهی نیست.",2205,2745,67,2812,168,33,"results{explanation,answer,confidence}:
براساس ماده 1296 قانون مدنی، گواهی وزارت امور خارجه در صورتی لازم است که نماینده سیاسی یا قنسولی خارجه در ایران تصدیق نکرده باشد و در غیر این صورت، نیازی به گواهی نیست.,2,4",
29,openai/gpt-4o-mini,5,3,4,"براساس ماده 75 قانون اجرای احکام مدنی، طرفین می‌توانند ظرف سه روز از تاریخ ابلاغ ارزیابی به نظریه ارزیاب اعتراض نمایند و در مورد کارشناس، مهلت اعتراض هفت روز از تاریخ ابلاغ نظریه است.",3256,2975,71,3046,183,34,"results{explanation,answer,confidence}:
براساس ماده 75 قانون اجرای احکام مدنی، طرفین می‌توانند ظرف سه روز از تاریخ ابلاغ ارزیابی به نظریه ارزیاب اعتراض نمایند و در مورد کارشناس، مهلت اعتراض هفت روز از تاریخ ابلاغ نظریه است.,3,4",
30,openai/gpt-4o-mini,5,3,4,"براساس ماده 368 قانون آیین دادرسی مدنی، احکام راجع به اصل نکاح و فسخ آن، طلاق و نسب قابل فرجام‌خواهی هستند، اما متفرعات این دعاوی در صورتی که اصل دعوا قابل رسیدگی فرجامی نباشد، قابل فرجام نخواهند بود.",3056,3104,84,3188,200,38,"results{explanation,answer,confidence}:
براساس ماده 368 قانون آیین دادرسی مدنی، احکام راجع به اصل نکاح و فسخ آن، طلاق و نسب قابل فرجام‌خواهی هستند، اما متفرعات این دعاوی در صورتی که اصل دعوا قابل رسیدگی فرجامی نباشد، قابل فرجام نخواهند بود.,3,4",
31,openai/gpt-4o-mini,5,1,4,"طبق ماده 457 قانون آیین دادرسی مدنی، در صورت تجدیدنظرخواهی، اگر خواهان بخواهد یکی از خواندگان را از دعوا خارج کند، باید درخواست استرداد دادخواست تجدیدنظر را در دادگاه تجدیدنظر مطرح نماید.",4628,3995,73,4068,187,32,"results{explanation,answer,confidence}:
طبق ماده 457 قانون آیین دادرسی مدنی، در صورت تجدیدنظرخواهی، اگر خواهان بخواهد یکی از خواندگان را از دعوا خارج کند، باید درخواست استرداد دادخواست تجدیدنظر را در دادگاه تجدیدنظر مطرح نماید.,1,4",
32,openai/gpt-4o-mini,5,4,5,"بر اساس ماده 358 قانون آیین دادرسی مدنی، در صورت بلااثر شدن حکم، باید وضعیت به حالت قبل از اجرای حکم بازگردد و ملک به تصرف مالک اصلی داده شود. بنابراین، شخص «الف» از ملک خلع ید شده و ملک به تصرف شخص «ب» داده می‌شود.",4087,4583,81,4664,215,46,"results{explanation,answer,confidence}:
بر اساس ماده 358 قانون آیین دادرسی مدنی، در صورت بلااثر شدن حکم، باید وضعیت به حالت قبل از اجرای حکم بازگردد و ملک به تصرف مالک اصلی داده شود. بنابراین، شخص «الف» از ملک خلع ید شده و ملک به تصرف شخص «ب» داده می‌شود.,4,5",
33,openai/gpt-4o-mini,5,4,4,"طبق ماده 96 قانون آیین دادرسی مدنی، اگر یکی از اصحاب دعوا در جلسه دادرسی حاضر نشود و سند عادی ارائه شده مورد انکار قرار گیرد، در صورتی که خواهان باشد و دادخواست مستند به ادله دیگری نباشد، دادخواست ابطال می‌گردد.",4296,3166,82,3248,211,41,"results{explanation,answer,confidence}:
طبق ماده 96 قانون آیین دادرسی مدنی، اگر یکی از اصحاب دعوا در جلسه دادرسی حاضر نشود و سند عادی ارائه شده مورد انکار قرار گیرد، در صورتی که خواهان باشد و دادخواست مستند به ادله دیگری نباشد، دادخواست ابطال می‌گردد.,4,4",
34,openai/gpt-4o-mini,5,3,4,"براساس ماده 64 آیین‌نامه اجرای مفاد اسناد رسمی، قبل از بازداشت اموال باید صورت‌برداری و ارزیابی انجام شود و این اموال باید به حافظ داده شود که در این مورد، توافق طرفین الزامی نیست.",4915,4013,67,4080,180,34,"results{explanation,answer,confidence}:
براساس ماده 64 آیین‌نامه اجرای مفاد اسناد رسمی، قبل از بازداشت اموال باید صورت‌برداری و ارزیابی انجام شود و این اموال باید به حافظ داده شود که در این مورد، توافق طرفین الزامی نیست.,3,4",
35,openai/gpt-4o-mini,5,3,4,"بر اساس ماده 197 قانون آیین دادرسی مدنی، عدم حضور شهود در جلسه دادرسی موجب می‌شود که گواهی آنها از عداد دلایل خارج شود و دادگاه نمی‌تواند به آن استناد کند.",4805,4222,62,4284,155,31,"results{explanation,answer,confidence}:
بر اساس ماده 197 قانون آیین دادرسی مدنی، عدم حضور شهود در جلسه دادرسی موجب می‌شود که گواهی آنها از عداد دلایل خارج شود و دادگاه نمی‌تواند به آن استناد کند.,3,4",
36,openai/gpt-4o-mini,5,1,5,"بر اساس ماده 367 قانون آیین دادرسی مدنی، آرای دادگاه‌های بدوی که خواسته آن‌ها کمتر از بیست میلیون ریال باشد، قابل فرجام‌خواهی نیستند. بنابراین، در این مورد که خواسته چهل میلیون ریال است، فرجام‌خواهی امکان‌پذیر نیست.",5132,4085,84,4169,215,36,"results{explanation,answer,confidence}:
بر اساس ماده 367 قانون آیین دادرسی مدنی، آرای دادگاه‌های بدوی که خواسته آن‌ها کمتر از بیست میلیون ریال باشد، قابل فرجام‌خواهی نیستند. بنابراین، در این مورد که خواسته چهل میلیون ریال است، فرجام‌خواهی امکان‌پذیر نیست.,1,5",
37,openai/gpt-4o-mini,5,4,4,"طبق ماده 437 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، در صورت صدور قرار قبولی اعاده دادرسی، اجرای حکم در محکوم به غیرمالی متوقف و در محکوم به مالی در صورت امکان اخذ تأمین ادامه می‌یابد.",2634,3714,76,3790,202,39,"results{explanation,answer,confidence}:
طبق ماده 437 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب در امور مدنی، در صورت صدور قرار قبولی اعاده دادرسی، اجرای حکم در محکوم به غیرمالی متوقف و در محکوم به مالی در صورت امکان اخذ تأمین ادامه می‌یابد.,4,4",
38,openai/gpt-4o-mini,5,4,5,"براساس ماده 350 قانون آیین دادرسی مدنی، در صورت عدم رفع نقص در مهلت مقرر، دادگاه تجدیدنظر باید پرونده را به مرجع بدوی برای اتخاذ تصمیم مقتضی ارجاع دهد.",3524,3556,63,3619,151,29,"results{explanation,answer,confidence}:
براساس ماده 350 قانون آیین دادرسی مدنی، در صورت عدم رفع نقص در مهلت مقرر، دادگاه تجدیدنظر باید پرونده را به مرجع بدوی برای اتخاذ تصمیم مقتضی ارجاع دهد.,4,5",
39,openai/gpt-4o-mini,5,3,5,"بر اساس تبصره ماده 27 و ماده 28 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب، در صورت اختلاف صلاحیت بین دادگاه عمومی حقوقی و دادگاه کیفری دو در یک استان، مرجع صالح برای حل اختلاف، دادگاه تجدیدنظر همان استان خواهد بود.",3754,3371,76,3447,216,41,"results{explanation,answer,confidence}:
بر اساس تبصره ماده 27 و ماده 28 قانون آیین دادرسی دادگاه‌های عمومی و انقلاب، در صورت اختلاف صلاحیت بین دادگاه عمومی حقوقی و دادگاه کیفری دو در یک استان، مرجع صالح برای حل اختلاف، دادگاه تجدیدنظر همان استان خواهد بود.,3,5",
40,openai/gpt-4o-mini,5,1,4,"طبق ماده 348 قانون آیین دادرسی مدنی، حکم نسبت به شخص «الف» که ابلاغ واقعی شده، حضوری است و نسبت به «ب» و «ج» که ابلاغ قانونی شده و در جلسه حاضر نبوده‌اند، حکم غیابی است.",3363,4399,71,4470,169,36,"results{explanation,answer,confidence}:
طبق ماده 348 قانون آیین دادرسی مدنی، حکم نسبت به شخص «الف» که ابلاغ واقعی شده، حضوری است و نسبت به «ب» و «ج» که ابلاغ قانونی شده و در جلسه حاضر نبوده‌اند، حکم غیابی است.,1,4",
41,openai/gpt-4o-mini,5,1,4,"براساس ماده 33 قانون تجارت، در صورت عدم مطالبه مبلغ پرداخت نشده سهام، هیأت مدیره موظف به دعوت مجمع عمومی فوق‌العاده برای تقلیل سرمایه است و در غیر این صورت، هر ذینفع حق دارد به دادگاه مراجعه کند؛ بنابراین، عدم اقدام موجب مسئولیت هیأت مدیره خواهد بود.",2457,2987,84,3071,250,47,"results{explanation,answer,confidence}:
براساس ماده 33 قانون تجارت، در صورت عدم مطالبه مبلغ پرداخت نشده سهام، هیأت مدیره موظف به دعوت مجمع عمومی فوق‌العاده برای تقلیل سرمایه است و در غیر این صورت، هر ذینفع حق دارد به دادگاه مراجعه کند؛ بنابراین، عدم اقدام موجب مسئولیت هیأت مدیره خواهد بود.,1,4",
42,openai/gpt-4o-mini,5,3,4,"طبق تبصره 2 ماده 241 قانون تجارت، هیچ فردی نمی‌تواند همزمان در بیش از یک شرکت که تمام یا بخشی از سرمایه آن متعلق به دولت یا نهادها یا مؤسسات عمومی غیردولتی است به سمت مدیرعامل یا عضو هیأت مدیره انتخاب شود، بنابراین این ممنوعیت در تمام شرکت‌ها وجود دارد.",2990,2702,87,2789,253,50,"results{explanation,answer,confidence}:
طبق تبصره 2 ماده 241 قانون تجارت، هیچ فردی نمی‌تواند همزمان در بیش از یک شرکت که تمام یا بخشی از سرمایه آن متعلق به دولت یا نهادها یا مؤسسات عمومی غیردولتی است به سمت مدیرعامل یا عضو هیأت مدیره انتخاب شود، بنابراین این ممنوعیت در تمام شرکت‌ها وجود دارد.,3,4",
43,openai/gpt-4o-mini,5,1,5,"براساس ماده 49 قانون اداره تصفیه امور ورشکستگی، اگر پس از خاتمه ورشکستگی مالی کشف شود، اداره تصفیه آن را به تصرف خود درآورده و بدون تشریفات بین طلبکاران تقسیم می‌کند، بنابراین گزینه 1 صحیح است.",2901,2452,79,2531,193,36,"results{explanation,answer,confidence}:
براساس ماده 49 قانون اداره تصفیه امور ورشکستگی، اگر پس از خاتمه ورشکستگی مالی کشف شود، اداره تصفیه آن را به تصرف خود درآورده و بدون تشریفات بین طلبکاران تقسیم می‌کند، بنابراین گزینه 1 صحیح است.,1,5",
44,openai/gpt-4o-mini,5,3,4,"براساس ماده 1297 قانون مدنی، دفاتر تجارتی در موارد دعوای تاجری بر تاجر دیگر دلیل محسوب می‌شوند و ثبت نام در دفتر ثبت تجاری به عنوان اماره‌ای بر تاجر بودن شخص تلقی می‌شود.",2511,2597,66,2663,170,33,"results{explanation,answer,confidence}:
براساس ماده 1297 قانون مدنی، دفاتر تجارتی در موارد دعوای تاجری بر تاجر دیگر دلیل محسوب می‌شوند و ثبت نام در دفتر ثبت تجاری به عنوان اماره‌ای بر تاجر بودن شخص تلقی می‌شود.,3,4",
45,openai/gpt-4o-mini,5,4,4,"براساس ماده 160 قانون تجارت، عواید حاصله از اضافه ارزش سهام فروخته شده می‌تواند به اندوخته منتقل شود یا نقداً بین صاحبان سهام سابق تقسیم گردد، بنابراین گزینه 4 صحیح است.",3839,3042,62,3104,169,31,"results{explanation,answer,confidence}:
براساس ماده 160 قانون تجارت، عواید حاصله از اضافه ارزش سهام فروخته شده می‌تواند به اندوخته منتقل شود یا نقداً بین صاحبان سهام سابق تقسیم گردد، بنابراین گزینه 4 صحیح است.,4,4",
46,openai/gpt-4o-mini,5,1,4,"براساس ماده 346 قانون تجارت، دلالی که در معامله منتفع باشد و این موضوع را به طرف مقابل اطلاع ندهد، مسئول خسارات وارده بوده و همچنین طبق ماده 347، با آمر خود متضامناً مسئول اجرای تعهد است.",2764,2385,69,2454,187,37,"results{explanation,answer,confidence}:
براساس ماده 346 قانون تجارت، دلالی که در معامله منتفع باشد و این موضوع را به طرف مقابل اطلاع ندهد، مسئول خسارات وارده بوده و همچنین طبق ماده 347، با آمر خود متضامناً مسئول اجرای تعهد است.,1,4",
