id,model,answer,confidence,latency_ms,raw,error
100,meta-llama/llama-4-scout,2,4,645,"{""answer"":""2"",""confidence"":""4""}",
101,meta-llama/llama-4-scout,2,4,643,"{""answer"":""2"",""confidence"":4}",
102,meta-llama/llama-4-scout,3,4,593,"{""answer"":""3"",""confidence"":""4""}",
103,meta-llama/llama-4-scout,4,4,538,"{""answer"":""4"",""confidence"":""4""}",
104,meta-llama/llama-4-scout,4,4,482,"{""answer"":""4"",""confidence"":""4""}",
105,meta-llama/llama-4-scout,2,4,720,"{""answer"":""2"",""confidence"":4}",
106,meta-llama/llama-4-scout,3,4,1045,"{""answer"":""3"",""confidence"":4}",
107,meta-llama/llama-4-scout,2,4,760,"{""answer"":""2"",""confidence"":4}",
108,meta-llama/llama-4-scout,4,4,916,"{""answer"":""4"",""confidence"":4}",
109,meta-llama/llama-4-scout,3,4,420,"{""answer"":""3"",""confidence"":4}",
110,meta-llama/llama-4-scout,2,4,803,"{""answer"":""2"",""confidence"":4}",
111,meta-llama/llama-4-scout,2,4,418,"{""answer"":""2"",""confidence"":""4""}",
112,meta-llama/llama-4-scout,4,4,623,"{""answer"":""4"",""confidence"":4}",
113,meta-llama/llama-4-scout,2,4,626,"{""answer"":""2"",""confidence"":4}",
114,meta-llama/llama-4-scout,4,4,625,"{""answer"":""4"",""confidence"":4}",
115,meta-llama/llama-4-scout,3,5,879,"{""answer"":""3"",""confidence"":5}",
116,meta-llama/llama-4-scout,4,4,635,"{""answer"":""4"",""confidence"":4}",
117,meta-llama/llama-4-scout,2,4,545,"{""answer"":""2"",""confidence"":4}",
118,meta-llama/llama-4-scout,2,4,1338,"{""answer"":""2"",""confidence"":4}",
119,meta-llama/llama-4-scout,4,5,681,"{""answer"":""4"",""confidence"":5}",
120,meta-llama/llama-4-scout,3,5,703,"{""answer"":""3"",""confidence"":5}",
121,meta-llama/llama-4-scout,2,4,926,"{""answer"":""2"",""confidence"":4}",
122,meta-llama/llama-4-scout,4,4,615,"{""answer"":""4"",""confidence"":4}",
123,meta-llama/llama-4-scout,2,4,549,"{""answer"":""2"",""confidence"":""4""}",
124,meta-llama/llama-4-scout,2,4,559,"{""answer"":""2"",""confidence"":4}",
125,meta-llama/llama-4-scout,1,4,529,"{""answer"":""1"",""confidence"":""4""}",
126,meta-llama/llama-4-scout,2,4,589,"{""answer"":""2"",""confidence"":4}",
127,meta-llama/llama-4-scout,1,4,1030,"{""answer"":""1"",""confidence"":4}",
128,meta-llama/llama-4-scout,3,4,3758,"{""answer"":""3"",""confidence"":4}",
129,meta-llama/llama-4-scout,4,5,745,"{""answer"":""4"",""confidence"":5}",
130,meta-llama/llama-4-scout,3,5,789,"{""answer"":""3"",""confidence"":5}",
131,meta-llama/llama-4-scout,3,5,633,"{""answer"":""3"",""confidence"":5}",
132,meta-llama/llama-4-scout,3,4,559,"{""answer"":""3"",""confidence"":4}",
133,meta-llama/llama-4-scout,1,4,627,"{""answer"":""1"",""confidence"":""4""}",
134,meta-llama/llama-4-scout,4,4,587,"{""answer"":""4"",""confidence"":""4""}",
135,meta-llama/llama-4-scout,1,4,309,"{""answer"":""1"",""confidence"":""4""}",
136,meta-llama/llama-4-scout,3,4,534,"{""answer"":""3"",""confidence"":4}",
137,meta-llama/llama-4-scout,1,4,948,"{""answer"":""1"",""confidence"":4}",
138,meta-llama/llama-4-scout,3,4,2346,"{""answer"":""3"",""confidence"":4}",
139,meta-llama/llama-4-scout,1,5,556,"{""answer"":""1"",""confidence"":5}",
140,meta-llama/llama-4-scout,2,4,1113,"{""answer"":""2"",""confidence"":4}",
