id,model,rag_top_k,answer,confidence,explanation,latency_ms,prompt_tokens,completion_tokens,total_tokens,explain_len_chars,explain_len_words,raw,error
12,openai/gpt-oss-120b,5,4,5,"بر اساس ماده ۲۳۰ قانون مدنی، عُقُد جزایی (أجل) می‌تواند از طریق توافق طرفین، حکم دادگاه یا بر پایهٔ قانون خاص (مانند برخی قراردادهای تجاری) مقرر شود؛ بنابراین همهٔ این منابع معتبرند.",4618,2605,551,3156,182,32,"results{explanation,answer,confidence}:
بر اساس ماده ۲۳۰ قانون مدنی، عُقُد جزایی (أجل) می‌تواند از طریق توافق طرفین، حکم دادگاه یا بر پایهٔ قانون خاص (مانند برخی قراردادهای تجاری) مقرر شود؛ بنابراین همهٔ این منابع معتبرند.,4,5",
13,openai/gpt-oss-120b,5,1,5,"ایقاع در قانون مدنی به عنوان نوعی عقد فروش محسوب می‌شود و در زمان تحویل مال، مالکیت به خریدار منتقل می‌شود؛ بنابراین ایقاع نیز مملک است و گزارهٔ «ایقاع هیچگاه مملک نیست» نادرست است.",4352,2470,554,3024,181,34,"results{explanation,answer,confidence}:
ایقاع در قانون مدنی به عنوان نوعی عقد فروش محسوب می‌شود و در زمان تحویل مال، مالکیت به خریدار منتقل می‌شود؛ بنابراین ایقاع نیز مملک است و گزارهٔ «ایقاع هیچگاه مملک نیست» نادرست است.,1,5",
14,openai/gpt-oss-120b,5,4,5,"بر اساس تبصره‌های 1 و 2 ماده 19 قانون روابط موجر و مستاجر 1376، مستاجر صاحب سرقفلی حق انتقال سرقفلی به غیر را دارد، مگر اینکه صراحتاً در عقد اجاره این حق از وی سلب شده باشد.",5142,4634,515,5149,173,37,"results{explanation,answer,confidence}:
بر اساس تبصره‌های 1 و 2 ماده 19 قانون روابط موجر و مستاجر 1376، مستاجر صاحب سرقفلی حق انتقال سرقفلی به غیر را دارد، مگر اینکه صراحتاً در عقد اجاره این حق از وی سلب شده باشد.,4,5",
15,openai/gpt-oss-120b,5,2,5,"بر اساس قانون حمایت حقوق مولفان، اجازه‌برداری از آثار برای مقاصد علمی‑آموزشی مشروط به ذکر منبع، محدودیت در حجم و عدم استفاده تجاری است؛ بنابراین ادعای «بدون هیچ قید و شرطی» نادرست است.",4550,2658,502,3160,184,33,"results{explanation,answer,confidence}:
بر اساس قانون حمایت حقوق مولفان، اجازه‌برداری از آثار برای مقاصد علمی‑آموزشی مشروط به ذکر منبع، محدودیت در حجم و عدم استفاده تجاری است؛ بنابراین ادعای «بدون هیچ قید و شرطی» نادرست است.,2,5",
16,openai/gpt-oss-120b,5,1,5,"طبق ماده 667 قانون مدنی، وکیل باید مصلحت موکل را رعایت کند؛ واگذاری ملک به قیمتی بسیار پایین که غیرمتعارف باشد، غبطه موکل را نقض می‌کند و معامله بدون تصدیق موکل باطل است.",5511,4113,552,4665,170,33,"results{explanation,answer,confidence}:
طبق ماده 667 قانون مدنی، وکیل باید مصلحت موکل را رعایت کند؛ واگذاری ملک به قیمتی بسیار پایین که غیرمتعارف باشد، غبطه موکل را نقض می‌کند و معامله بدون تصدیق موکل باطل است.,1,5",
17,openai/gpt-oss-120b,5,2,4,"بر اساس ماده 1241 قانون مدنی، حق رد ترکه حق شخصی است و نمی‌تواند به دیگران (از جمله وراث دیگر) منتقل شود؛ بنابراین گزینهٔ ۲ صحیح است.",8315,3693,996,4689,133,27,"results{explanation,answer,confidence}:
بر اساس ماده 1241 قانون مدنی، حق رد ترکه حق شخصی است و نمی‌تواند به دیگران (از جمله وراث دیگر) منتقل شود؛ بنابراین گزینهٔ ۲ صحیح است.,2,4",
18,openai/gpt-oss-120b,5,1,5,"بر اساس ماده 1154 قانون مدنی، فرزند پس از تولد زنده در دوره عده وفات وارث محسوب می‌شود؛ با وجود فرزند، همسر متوفی طبق قاعدهٔ یک هشتم ارث (ماده 891) یک هشتم از ماترک را دریافت می‌کند و مابقی به فرزند می‌رسد.",5805,3046,844,3890,206,42,"results{explanation,answer,confidence}:
بر اساس ماده 1154 قانون مدنی، فرزند پس از تولد زنده در دوره عده وفات وارث محسوب می‌شود؛ با وجود فرزند، همسر متوفی طبق قاعدهٔ یک هشتم ارث (ماده 891) یک هشتم از ماترک را دریافت می‌کند و مابقی به فرزند می‌رسد.,1,5",
19,openai/gpt-oss-120b,5,1,4,"طبق ماده ۲۷۸ قانون مدنی، اگر متعهد به جای عین معین مال دیگری بدهد و طرف قبول کند، این عمل به عنوان تهاتر قراردادی در مقام وفای به عهد محسوب می‌شود، زیرا تحویل مال متفاوت با رضایت طلبکار جایگزین تحویل عین معین می‌گردد.",6828,2893,751,3644,217,43,"results{explanation,answer,confidence}:
طبق ماده ۲۷۸ قانون مدنی، اگر متعهد به جای عین معین مال دیگری بدهد و طرف قبول کند، این عمل به عنوان تهاتر قراردادی در مقام وفای به عهد محسوب می‌شود، زیرا تحویل مال متفاوت با رضایت طلبکار جایگزین تحویل عین معین می‌گردد.,1,4",
20,openai/gpt-oss-120b,5,3,5,"ماده 647 قانون مدنی صریحاً می‌گوید مستعیر نمی‌تواند مال عاریه را به غیر بسپارد مگر با اذن معیر (مالک)، لذا تنها با اجازه مالک می‌تواند این کار را انجام دهد.",4362,2464,528,2992,156,30,"results{explanation,answer,confidence}:
ماده 647 قانون مدنی صریحاً می‌گوید مستعیر نمی‌تواند مال عاریه را به غیر بسپارد مگر با اذن معیر (مالک)، لذا تنها با اجازه مالک می‌تواند این کار را انجام دهد.,3,5",
21,openai/gpt-oss-120b,5,4,5,"ماده 92 قانون دیوان عدالت اداری مقرر می‌دارد که پس از ابلاغ یا انتشار رأی ابطال، رعایت مفاد آن برای مراجع و مقامات الزامی می‌شود؛ بنابراین اثر ابطال از زمان صدور رأی (یا انتشار آن) به‌صورت کلی اعمال می‌شود مگر اینکه در رأی صراحتاً خلاف آن تصریح شده باشد.",5298,3657,634,4291,254,49,"results{explanation,answer,confidence}:
ماده 92 قانون دیوان عدالت اداری مقرر می‌دارد که پس از ابلاغ یا انتشار رأی ابطال، رعایت مفاد آن برای مراجع و مقامات الزامی می‌شود؛ بنابراین اثر ابطال از زمان صدور رأی (یا انتشار آن) به‌صورت کلی اعمال می‌شود مگر اینکه در رأی صراحتاً خلاف آن تصریح شده باشد.,4,5",
22,openai/gpt-oss-120b,5,3,4,"بر اساس ماده ۴۸۴ قانون آیین دادرسی مدنی، اگر داور از امضای رأی امتناع کند، رأی با اکثریت صادر شده معتبر است مگر اینکه قرارداد خلاف آن را مقرر کرده باشد؛ در این حالت سه داور منصوب شده‌اند و دو داور (که حتی حق صلح و سازش دارند) رأی را امضا کرده‌اند، لذا رأی قابل درخواست بطلان نیست.",6543,3814,828,4642,280,58,"results{explanation,answer,confidence}:
بر اساس ماده ۴۸۴ قانون آیین دادرسی مدنی، اگر داور از امضای رأی امتناع کند، رأی با اکثریت صادر شده معتبر است مگر اینکه قرارداد خلاف آن را مقرر کرده باشد؛ در این حالت سه داور منصوب شده‌اند و دو داور (که حتی حق صلح و سازش دارند) رأی را امضا کرده‌اند، لذا رأی قابل درخواست بطلان نیست.,3,4",
23,openai/gpt-oss-120b,5,4,5,"بر اساس ماده 441 آیین دادرسی کیفری، اگر دیوان عالی درخواست فرجام را به دلیل عدم صحت سند مستند رد کند، تصمیم رد درخواست توسط دیوان عالی صادر می‌شود و پرونده به دادگاه صادرکننده رأی منقوض (دادگاه نخستین) ارجاع می‌گردد.",5501,3336,639,3975,216,40,"results{explanation,answer,confidence}:
بر اساس ماده 441 آیین دادرسی کیفری، اگر دیوان عالی درخواست فرجام را به دلیل عدم صحت سند مستند رد کند، تصمیم رد درخواست توسط دیوان عالی صادر می‌شود و پرونده به دادگاه صادرکننده رأی منقوض (دادگاه نخستین) ارجاع می‌گردد.,4,5",
24,openai/gpt-oss-120b,5,1,4,"بر اساس ماده 420 قانون آیین دادرسی مدنی، اعتراض ثالث پس از اجرای حکم قطعی تنها در صورتی قابل استماع است که حق مورد اعتراض قانوناً ساقط نشده باشد؛ زمان مهلتٔ تجدیدنظر دیگر اعمال نمی‌شود.",10337,3663,1285,4948,185,35,"results{explanation,answer,confidence}:
بر اساس ماده 420 قانون آیین دادرسی مدنی، اعتراض ثالث پس از اجرای حکم قطعی تنها در صورتی قابل استماع است که حق مورد اعتراض قانوناً ساقط نشده باشد؛ زمان مهلتٔ تجدیدنظر دیگر اعمال نمی‌شود.,1,4",
25,openai/gpt-oss-120b,5,4,4,"بر اساس ماده 14 قانون شوراهای حل اختلاف، شورا صرفاً به صلح و سازش می‌پردازد و به‌عنوان مرجع قضائی عمل نمی‌کند؛ لذا اصول و تشریفات دادرسی که برای دادگاه‌های عمومی حقوقی و صلح الزامی است، در شورای حل اختلاف الزامی نیست.",4120,2545,450,2995,217,41,"results{explanation,answer,confidence}:
بر اساس ماده 14 قانون شوراهای حل اختلاف، شورا صرفاً به صلح و سازش می‌پردازد و به‌عنوان مرجع قضائی عمل نمی‌کند؛ لذا اصول و تشریفات دادرسی که برای دادگاه‌های عمومی حقوقی و صلح الزامی است، در شورای حل اختلاف الزامی نیست.,4,4",
26,openai/gpt-oss-120b,5,2,4,"بر اساس قانون تشکیل دادگاههای خانواده، دعاوی مربوط به تحریر ترکه (ارث) و مهر و موم جزو موارد حقوقی عمومی بوده و در صلاحیت دادگاه عمومی حقوقی قرار می‌گیرد؛ بنابراین شورای حل اختلاف یا دادگاه خانواده صلاحیت ندارند.",4828,3482,627,4109,212,38,"results{explanation,answer,confidence}:
بر اساس قانون تشکیل دادگاههای خانواده، دعاوی مربوط به تحریر ترکه (ارث) و مهر و موم جزو موارد حقوقی عمومی بوده و در صلاحیت دادگاه عمومی حقوقی قرار می‌گیرد؛ بنابراین شورای حل اختلاف یا دادگاه خانواده صلاحیت ندارند.,2,4",
27,openai/gpt-oss-120b,5,4,5,"ماده 32 قانون دیوان عدالت اداری صراحتاً می‌گوید که در صورت عدم داشتن منشا و مبنای واحد، موارد باید به‌صورت تفکیک و جداگانه رسیدگی شوند؛ بنابراین گزینه 4 که این اصل را بیان می‌کند صحیح است.",8264,3766,981,4747,188,36,"results{explanation,answer,confidence}:
ماده 32 قانون دیوان عدالت اداری صراحتاً می‌گوید که در صورت عدم داشتن منشا و مبنای واحد، موارد باید به‌صورت تفکیک و جداگانه رسیدگی شوند؛ بنابراین گزینه 4 که این اصل را بیان می‌کند صحیح است.,4,5",
28,openai/gpt-oss-120b,5,1,5,"بر اساس ماده 1296 قانون مدنی، وقتی موافقت سند توسط نماینده سیاسی یا قنسولی خارجی در ایران تصدیق شود، پذیرش آن در محاکم ایران مشروط بر گواهی وزارت امور خارجه (یا مقامات خارجی) است.",22816,2809,1112,3921,179,34,"results{explanation,answer,confidence}:
بر اساس ماده 1296 قانون مدنی، وقتی موافقت سند توسط نماینده سیاسی یا قنسولی خارجی در ایران تصدیق شود، پذیرش آن در محاکم ایران مشروط بر گواهی وزارت امور خارجه (یا مقامات خارجی) است.,1,5",
29,openai/gpt-oss-120b,5,3,4,"ماده 75 قانون اجرای احکام مدنی مقرر می‌دارد که طرفین می‌توانند ظرف سه روز از تاریخ ابلاغ ارزیابی (نظریه ارزیاب) اعتراض کنند؛ برای کارشناس در دعاوی مدنی مهلت اعتراض هفت روز از تاریخ ابلاغ نظریه است، لذا ترکیب «هفت روز برای کارشناس پس از ابلاغ اخطار وصول نظریه و سه روز برای ارزیاب از تاریخ ابلاغ نظریه» صحیح است.",29239,3039,1728,4767,311,59,"results{explanation,answer,confidence}:
ماده 75 قانون اجرای احکام مدنی مقرر می‌دارد که طرفین می‌توانند ظرف سه روز از تاریخ ابلاغ ارزیابی (نظریه ارزیاب) اعتراض کنند؛ برای کارشناس در دعاوی مدنی مهلت اعتراض هفت روز از تاریخ ابلاغ نظریه است، لذا ترکیب «هفت روز برای کارشناس پس از ابلاغ اخطار وصول نظریه و سه روز برای ارزیاب از تاریخ ابلاغ نظریه» صحیح است.,3,4",
30,openai/gpt-oss-120b,5,2,4,"ماده ۳۶۸ آیین دادرسی می‌گوید آرای دادگاه تجدیدنظر در مواردی که به اصل نکاح، فسخ آن، طلاق یا نسب مربوط باشد، قابل فرجام هستند؛ بنابراین احکام متفرعاتی که در چارچوب این موارد صادر می‌شوند، همگی قابل فرجام‌اند.",14639,3204,2158,5362,207,37,"results{explanation,answer,confidence}:
ماده ۳۶۸ آیین دادرسی می‌گوید آرای دادگاه تجدیدنظر در مواردی که به اصل نکاح، فسخ آن، طلاق یا نسب مربوط باشد، قابل فرجام هستند؛ بنابراین احکام متفرعاتی که در چارچوب این موارد صادر می‌شوند، همگی قابل فرجام‌اند.,2,4",
31,openai/gpt-oss-120b,5,1,4,"طبق ماده 258 قانون آیین دادرسی مدنی، درخواست حذف یا استرداد طرف از دعوای تجدیدنظر باید به دادگاه تجدیدنظر ارائه شود؛ لذا درخواست استرداد دادخواست تجدیدنظر نسبت به شخص «ب» در دادگاه تجدیدنظر مطرح می‌گردد.",4730,4057,370,4427,203,35,"results{explanation,answer,confidence}:
طبق ماده 258 قانون آیین دادرسی مدنی، درخواست حذف یا استرداد طرف از دعوای تجدیدنظر باید به دادگاه تجدیدنظر ارائه شود؛ لذا درخواست استرداد دادخواست تجدیدنظر نسبت به شخص «ب» در دادگاه تجدیدنظر مطرح می‌گردد.,1,4",
32,openai/gpt-oss-120b,5,2,4,"بر اساس ماده ۲۹۹ قانون آیین دادرسی مدنی، پس از اعاده دادرسی و بی‌اثر شدن حکم، دادگاه صادرکنندهٔ حکم بی‌اثرکننده دستور می‌دهد که اجرای قبلی لغو و ملک به وضعیت قبل از اجرای حکم بازگردد؛ در صورت تخریب توسط متصرف، خسارت به او از طریق کارشناس تعیین و از او دریافت می‌شود.",12951,4645,1827,6472,266,52,"results{explanation,answer,confidence}:
بر اساس ماده ۲۹۹ قانون آیین دادرسی مدنی، پس از اعاده دادرسی و بی‌اثر شدن حکم، دادگاه صادرکنندهٔ حکم بی‌اثرکننده دستور می‌دهد که اجرای قبلی لغو و ملک به وضعیت قبل از اجرای حکم بازگردد؛ در صورت تخریب توسط متصرف، خسارت به او از طریق کارشناس تعیین و از او دریافت می‌شود.,2,4",
33,openai/gpt-oss-120b,5,3,3,"بر اساس ماده ۹۶ قانون آیین دادرسی مدنی، اگر یکی از اصحاب دعوا اسناد اصلی خود را در اولین جلسه حاضر نکند و طرف مقابل آن را انکار کند، سند از ادلهٔ طرف انکارکننده خارج می‌شود.",13261,3228,1880,5108,173,36,"results{explanation,answer,confidence}:
بر اساس ماده ۹۶ قانون آیین دادرسی مدنی، اگر یکی از اصحاب دعوا اسناد اصلی خود را در اولین جلسه حاضر نکند و طرف مقابل آن را انکار کند، سند از ادلهٔ طرف انکارکننده خارج می‌شود.,3,3",
34,openai/gpt-oss-120b,5,4,5,"بر اساس ماده ۶۴ آیین‌نامه اجرای مفاد اسناد رسمی، قبل از بازداشت اموال منقول باید صورت‌برداری و ارزیابی شود و پس از توقیف به حافظ (حافظ می‌تواند هر شخصی باشد، حتی بدون توافق طرفین، از جمله پسر عموی محکوم) تحویل داده شود.",6791,4075,777,4852,219,42,"results{explanation,answer,confidence}:
بر اساس ماده ۶۴ آیین‌نامه اجرای مفاد اسناد رسمی، قبل از بازداشت اموال منقول باید صورت‌برداری و ارزیابی شود و پس از توقیف به حافظ (حافظ می‌تواند هر شخصی باشد، حتی بدون توافق طرفین، از جمله پسر عموی محکوم) تحویل داده شود.,4,5",
35,openai/gpt-oss-120b,5,4,5,"بر اساس ماده 358 قانون آیین دادرسی مدنی، در صورت عدم حضور گواه پس از احضار اولیه، دادگاه باید احضار مجدد صادر کند و در صورت عدم حضور مجدد، می‌تواند گواه را جلب (به وسیله نیروی انتظامی) نماید؛ ارزش گواهی در صورت حضور توسط دادگاه تعیین می‌شود.",6800,4284,818,5102,241,47,"results{explanation,answer,confidence}:
بر اساس ماده 358 قانون آیین دادرسی مدنی، در صورت عدم حضور گواه پس از احضار اولیه، دادگاه باید احضار مجدد صادر کند و در صورت عدم حضور مجدد، می‌تواند گواه را جلب (به وسیله نیروی انتظامی) نماید؛ ارزش گواهی در صورت حضور توسط دادگاه تعیین می‌شود.,4,5",
36,openai/gpt-oss-120b,5,3,5,"بر اساس ماده 367 قانون آیین دادرسی مدنی، آرای بدوی که به دلیل عدم تجدیدنظر قطعی شده‌اند، مگر در مواردی که طلب بیش از 20 میلیون ریال باشد، قابل فرجام‌خواهی هستند؛ لذا در دعوایی با طلب 40 میلیون ریال، محکوم علیه می‌تواند پس از قطعی شدن حکم، در مهلت فرجام (۱۵ روز) درخواست فرجام‌خواهی نماید.",12988,4115,848,4963,288,55,"results{explanation,answer,confidence}:
بر اساس ماده 367 قانون آیین دادرسی مدنی، آرای بدوی که به دلیل عدم تجدیدنظر قطعی شده‌اند، مگر در مواردی که طلب بیش از 20 میلیون ریال باشد، قابل فرجام‌خواهی هستند؛ لذا در دعوایی با طلب 40 میلیون ریال، محکوم علیه می‌تواند پس از قطعی شدن حکم، در مهلت فرجام (۱۵ روز) درخواست فرجام‌خواهی نماید.,3,5",
37,openai/gpt-oss-120b,5,4,5,"بر اساس ماده 437 قانون آیین دادرسی مدنی، پس از صدور قرار قبولی اعاده دادرسی برای محکوم غیرمالی اجرای حکم متوقف می‌شود؛ برای محکوم مالی، در صورت اخذ تأمین از محکوم، اجرای حکم ادامه می‌یابد.",6562,3776,614,4390,188,35,"results{explanation,answer,confidence}:
بر اساس ماده 437 قانون آیین دادرسی مدنی، پس از صدور قرار قبولی اعاده دادرسی برای محکوم غیرمالی اجرای حکم متوقف می‌شود؛ برای محکوم مالی، در صورت اخذ تأمین از محکوم، اجرای حکم ادامه می‌یابد.,4,5",
38,openai/gpt-oss-120b,5,4,4,"بر اساس تبصره ۲ ماده ۳۳۹ قانون آیین دادرسی مدنی، عدم رفع نقص در مهلت مقرر (ده روز) منجر به صدور قرار رد دادخواست می‌شود و این قرار قطعی است؛ در صورتی که دادگاه بدوی خلاف این قاعده عمل کند و حکم صادر نماید، دادگاه تجدیدنظر باید حکم صادره را باطل کرده و پرونده را برای اتخاذ تصمیم مقتضی به دادگاه نخستین برگرداند.",4016,3622,477,4099,311,63,"results{explanation,answer,confidence}:
بر اساس تبصره ۲ ماده ۳۳۹ قانون آیین دادرسی مدنی، عدم رفع نقص در مهلت مقرر (ده روز) منجر به صدور قرار رد دادخواست می‌شود و این قرار قطعی است؛ در صورتی که دادگاه بدوی خلاف این قاعده عمل کند و حکم صادر نماید، دادگاه تجدیدنظر باید حکم صادره را باطل کرده و پرونده را برای اتخاذ تصمیم مقتضی به دادگاه نخستین برگرداند.,4,4",
39,openai/gpt-oss-120b,5,3,5,"بر اساس تبصره ماده 27 و ماده 28 قانون آیین دادرسی (منابع 1 و 2) اختلاف صلاحیت بین دادگاه عمومی حقوقی و دادگاه کیفری در یک استان، که هر دو جز دادگاه‌های عمومی محسوب می‌شوند، به دادگاه تجدیدنظر همان استان ارجاع می‌شود.",4063,3433,356,3789,216,42,"results{explanation,answer,confidence}:
بر اساس تبصره ماده 27 و ماده 28 قانون آیین دادرسی (منابع 1 و 2) اختلاف صلاحیت بین دادگاه عمومی حقوقی و دادگاه کیفری در یک استان، که هر دو جز دادگاه‌های عمومی محسوب می‌شوند، به دادگاه تجدیدنظر همان استان ارجاع می‌شود.,3,5",
