id,model,answer,confidence,explanation,latency_ms,prompt_tokens,completion_tokens,total_tokens,explain_len_chars,explain_len_words,raw,error
11,qwen/qwen3-next-80b-a3b-instruct,2,5,براساس ماده 228 قانون مدنی، تعلیق در مرحله انعقاد ناشی از اراده طرفین است، اما تعلیق در مرحله اجرا می‌تواند ناشی از مانع قانونی یا خارجی باشد، پس گزینه ۲ که ادعا می‌کند در هر دو مورد تعلیق ناشی از اراده است، نادرست است.,1044,1933,139,2072,219,44,"{""explanation"":""براساس ماده 228 قانون مدنی، تعلیق در مرحله انعقاد ناشی از اراده طرفین است، اما تعلیق در مرحله اجرا می‌تواند ناشی از مانع قانونی یا خارجی باشد، پس گزینه ۲ که ادعا می‌کند در هر دو مورد تعلیق ناشی از اراده است، نادرست است."",""answer"":""2"",""confidence"":5}",
12,qwen/qwen3-next-80b-a3b-instruct,4,5,براساس ماده 228 قانون مدنی، أجل تعهدات قراردادی می‌تواند ناشی از اراده طرفین، حکم دادگاه یا قانون خاص باشد، زیرا قانون به طور صریح این سه مبنای ایجاد أجل را پذیرفته است.,1509,1911,103,2014,169,32,"{""explanation"":""براساس ماده 228 قانون مدنی، أجل تعهدات قراردادی می‌تواند ناشی از اراده طرفین، حکم دادگاه یا قانون خاص باشد، زیرا قانون به طور صریح این سه مبنای ایجاد أجل را پذیرفته است."",""answer"":""4"",""confidence"":5}",
13,qwen/qwen3-next-80b-a3b-instruct,4,5,براساس اصول فقهی و ماده ۱۰۰۰ قانون مدنی، ایقاع تنها در امور مالی غیر مملک (مانند تبرع یا هدیه) صادر می‌شود و هرگز مملک نیست، در حالی که عقد می‌تواند مملک باشد؛ بنابراین گزینه ۱ صحیح است و سایر گزینه‌ها تشابهات واقعی را بیان می‌کنند، پس گزینه ۴ نادرست است چون ایقاع توسط نماینده انجام نمی‌شود.,4433,1879,192,2071,292,56,"{""explanation"":""براساس اصول فقهی و ماده ۱۰۰۰ قانون مدنی، ایقاع تنها در امور مالی غیر مملک (مانند تبرع یا هدیه) صادر می‌شود و هرگز مملک نیست، در حالی که عقد می‌تواند مملک باشد؛ بنابراین گزینه ۱ صحیح است و سایر گزینه‌ها تشابهات واقعی را بیان می‌کنند، پس گزینه ۴ نادرست است چون ایقاع توسط نماینده انجام نمی‌شود."",""answer"":""4"",""confidence"":5}",
14,qwen/qwen3-next-80b-a3b-instruct,4,5,مطابق ماده ۱۰ قانون روابط موجر و مستأجر ۱۳۷۶، مستاجر صاحب سرقفلی حق انتقال سرقفلی به غیر را دارد، مگر اینکه در عقد اجاره صریحاً این حق سلب شده باشد.,1413,1991,99,2090,148,30,"{""explanation"":""مطابق ماده ۱۰ قانون روابط موجر و مستأجر ۱۳۷۶، مستاجر صاحب سرقفلی حق انتقال سرقفلی به غیر را دارد، مگر اینکه در عقد اجاره صریحاً این حق سلب شده باشد."",""answer"":""4"",""confidence"":5}",
15,qwen/qwen3-next-80b-a3b-instruct,2,5,مطابق ماده ۱۳ قانون حمایت از حقوق نویسندگان، مخترعان و هنرمندان، نقل از آثار انتشار یافته تنها برای مقاصد علمی، ادبی و آموزشی و با ذکر منبع و نام نویسنده مجاز است؛ بنابراین گزینه ۲ که گفته 'بدون هیچ قید و شرطی' مجاز است، نادرست است.,2743,1931,145,2076,232,46,"{""explanation"":""مطابق ماده ۱۳ قانون حمایت از حقوق نویسندگان، مخترعان و هنرمندان، نقل از آثار انتشار یافته تنها برای مقاصد علمی، ادبی و آموزشی و با ذکر منبع و نام نویسنده مجاز است؛ بنابراین گزینه ۲ که گفته 'بدون هیچ قید و شرطی' مجاز است، نادرست است."",""answer"":""2"",""confidence"":5}",
16,qwen/qwen3-next-80b-a3b-instruct,2,5,مطابق ماده 658 قانون مدنی، اگر وکیل اختیار صریح برای فروش به هر قیمتی و به هر شخصی داشته باشد، اقدام او صحیح است و قاعده اقدام (ماده 660) نیز اجازه می‌دهد که موکل از نتیجه اقدام وکیل بهره‌مند شود، حتی اگر قیمت پایین باشد.,1445,2037,143,2180,221,45,"{""explanation"":""مطابق ماده 658 قانون مدنی، اگر وکیل اختیار صریح برای فروش به هر قیمتی و به هر شخصی داشته باشد، اقدام او صحیح است و قاعده اقدام (ماده 660) نیز اجازه می‌دهد که موکل از نتیجه اقدام وکیل بهره‌مند شود، حتی اگر قیمت پایین باشد."",""answer"":""2"",""confidence"":5}",
17,qwen/qwen3-next-80b-a3b-instruct,3,5,مطابق ماده 938 قانون مدنی، در صورت یکه‌تحریر ترکه، مهلت رد ترکه یک ماه از تاریخ ابلاغ خاتمه تحریر ترکه آغاز می‌شود؛ این مهلت به‌طور صریح در قانون ذکر شده است.,1362,1927,107,2034,158,31,"{""explanation"":""مطابق ماده 938 قانون مدنی، در صورت یکه‌تحریر ترکه، مهلت رد ترکه یک ماه از تاریخ ابلاغ خاتمه تحریر ترکه آغاز می‌شود؛ این مهلت به‌طور صریح در قانون ذکر شده است."",""answer"":""3"",""confidence"":5}",
18,qwen/qwen3-next-80b-a3b-instruct,2,5,براساس ماده 896 قانون مدنی، همسر در صورت عدم وجود فرزند زنده، یک هشتم میراث می‌گیرد و باقی میراث به اقارب درجه اول دیگر می‌رسد؛ اما جنین که پس از تولد فوت کرده و هیچ زندگی مستقلی نداشته، به عنوان وارث محسوب نمی‌شود و میراث او به سایر وارثان تعلق می‌گیرد.,1902,1972,154,2126,254,51,"{""explanation"":""براساس ماده 896 قانون مدنی، همسر در صورت عدم وجود فرزند زنده، یک هشتم میراث می‌گیرد و باقی میراث به اقارب درجه اول دیگر می‌رسد؛ اما جنین که پس از تولد فوت کرده و هیچ زندگی مستقلی نداشته، به عنوان وارث محسوب نمی‌شود و میراث او به سایر وارثان تعلق می‌گیرد."",""answer"":""2"",""confidence"":5}",
19,qwen/qwen3-next-80b-a3b-instruct,1,5,مطابق ماده ۳۹۷ قانون مدنی، اگر متعهد به جای عین معین متعلق به متعهدله، عین دیگری را تحویل دهد و متعهدله آن را بپذیرد، این عمل به عنوان تهاتر قراردادی در مقام وفای به عهد محسوب می‌شود.,869,1887,116,2003,183,37,"{""explanation"":""مطابق ماده ۳۹۷ قانون مدنی، اگر متعهد به جای عین معین متعلق به متعهدله، عین دیگری را تحویل دهد و متعهدله آن را بپذیرد، این عمل به عنوان تهاتر قراردادی در مقام وفای به عهد محسوب می‌شود."",""answer"":""1"",""confidence"":5}",
20,qwen/qwen3-next-80b-a3b-instruct,3,4,براساس ماده ۵۰۰ قانون مدنی، مستعیر ملزم به حفاظت و اداره مال عاریه است و نمی‌تواند آن را به غیر بسپارد مگر با اجازه مالک؛ حتی در موارد خطر نیز اجازه سپردن به غیر مستلزم رضایت مالک است.,3193,2032,115,2147,184,38,"{""explanation"":""براساس ماده ۵۰۰ قانون مدنی، مستعیر ملزم به حفاظت و اداره مال عاریه است و نمی‌تواند آن را به غیر بسپارد مگر با اجازه مالک؛ حتی در موارد خطر نیز اجازه سپردن به غیر مستلزم رضایت مالک است."",""answer"":""3"",""confidence"":4}",
21,qwen/qwen3-next-80b-a3b-instruct,4,5,براساس ماده 19 قانون آیین دادرسی اداری، اثر ابطال آیین‌نامه دولتی از زمان صدور رأی هیئت عمومی دیوان عدالت اداری جاری است، مگر در رأی تصریح شود که اثر ابطال از زمان تصویب آیین‌نامه بازگشتی است.,2073,2023,121,2144,192,36,"{""explanation"":""براساس ماده 19 قانون آیین دادرسی اداری، اثر ابطال آیین‌نامه دولتی از زمان صدور رأی هیئت عمومی دیوان عدالت اداری جاری است، مگر در رأی تصریح شود که اثر ابطال از زمان تصویب آیین‌نامه بازگشتی است."",""answer"":""4"",""confidence"":5}",
22,qwen/qwen3-next-80b-a3b-instruct,4,5,براساس ماده 498 قانون آیین دادرسی مدنی، اگر هیئت داوری از اعضایی تشکیل شده باشد که برخی از آنها اختیار صلح و سازش دارند، رأی تنها با رأی اکثریت اعضایی که اختیار صلح و سازش ندارند، معتبر است؛ بنابراین رأی داوری که تنها توسط دو نفر دارای اختیار صلح صادر شده، ناقص و قابل بطلان است.,4353,2028,163,2191,279,56,"{""explanation"":""براساس ماده 498 قانون آیین دادرسی مدنی، اگر هیئت داوری از اعضایی تشکیل شده باشد که برخی از آنها اختیار صلح و سازش دارند، رأی تنها با رأی اکثریت اعضایی که اختیار صلح و سازش ندارند، معتبر است؛ بنابراین رأی داوری که تنها توسط دو نفر دارای اختیار صلح صادر شده، ناقص و قابل بطلان است."",""answer"":""4"",""confidence"":5}",
23,qwen/qwen3-next-80b-a3b-instruct,4,5,براساس ماده 498 قانون آیین دادرسی مدنی، اگر دیوان عالی کشور عدم صحت سند مستند حکم فرجام‌خواسته را احراز کند، حکم را نقض کرده و پرونده را به دادگاه صادرکننده رأی منقوض ارجاع می‌دهد، چون این سند مربوط به اصل دادرسی در دادگاه نخستین است.,1278,2031,144,2175,234,45,"{""explanation"":""براساس ماده 498 قانون آیین دادرسی مدنی، اگر دیوان عالی کشور عدم صحت سند مستند حکم فرجام‌خواسته را احراز کند، حکم را نقض کرده و پرونده را به دادگاه صادرکننده رأی منقوض ارجاع می‌دهد، چون این سند مربوط به اصل دادرسی در دادگاه نخستین است."",""answer"":""4"",""confidence"":5}",
24,qwen/qwen3-next-80b-a3b-instruct,3,4,براساس ماده 468 قانون آیین دادرسی مدنی، اعتراض ثالث فقط در صورتی قابل استماع است که حقوق مورد اعتراض ساقط نشده باشد و اعتراض طاری (پس از اجرای حکم) باشد، اما نیازمند اثبات عدم سقوط حق است.,3296,2062,106,2168,188,37,"{""explanation"":""براساس ماده 468 قانون آیین دادرسی مدنی، اعتراض ثالث فقط در صورتی قابل استماع است که حقوق مورد اعتراض ساقط نشده باشد و اعتراض طاری (پس از اجرای حکم) باشد، اما نیازمند اثبات عدم سقوط حق است."",""answer"":""3"",""confidence"":4}",
25,qwen/qwen3-next-80b-a3b-instruct,4,5,براساس ماده ۱۰ قانون شوراهای حل اختلاف مصوب ۱۴۰۲، رعایت اصول و تشریفات دادرسی در دادگاه‌های عمومی حقوقی و صلح الزامی است، اما شورای حل اختلاف به عنوان مرجع غیرقضایی، ملزم به رعایت تشریفات دادرسی نیست.,2128,2020,120,2140,200,36,"{""explanation"":""براساس ماده ۱۰ قانون شوراهای حل اختلاف مصوب ۱۴۰۲، رعایت اصول و تشریفات دادرسی در دادگاه‌های عمومی حقوقی و صلح الزامی است، اما شورای حل اختلاف به عنوان مرجع غیرقضایی، ملزم به رعایت تشریفات دادرسی نیست."",""answer"":""4"",""confidence"":5}",
26,qwen/qwen3-next-80b-a3b-instruct,3,5,براساس ماده ۱۰ قانون شوراهای حل اختلاف مصوب ۱۴۰۲ و ماده ۴ قانون تشکیل دادگاه‌های خانواده، مهر و موم و رفع آن در امور خانوادگی از جمله تحریر ترکه، صلاحیت دادگاه خانواده است.,1829,1857,118,1975,172,33,"{""explanation"":""براساس ماده ۱۰ قانون شوراهای حل اختلاف مصوب ۱۴۰۲ و ماده ۴ قانون تشکیل دادگاه‌های خانواده، مهر و موم و رفع آن در امور خانوادگی از جمله تحریر ترکه، صلاحیت دادگاه خانواده است."",""answer"":""3"",""confidence"":5}",
27,qwen/qwen3-next-80b-a3b-instruct,2,5,مطابق ماده 28 قانون آیین دادرسی دیوان عدالت اداری، اگر شکایات مندرج در دادخواست منشا و مبنای واحد داشته باشند یا دیوان بتواند ضمن یک دادرسی به آنها رسیدگی کند، به همه موارد ضمن یک دادرسی تصمیم می‌گیرد؛ در غیر این صورت موارد به تفکیک رسیدگی می‌شود.,3543,2139,151,2290,247,47,"{""explanation"":""مطابق ماده 28 قانون آیین دادرسی دیوان عدالت اداری، اگر شکایات مندرج در دادخواست منشا و مبنای واحد داشته باشند یا دیوان بتواند ضمن یک دادرسی به آنها رسیدگی کند، به همه موارد ضمن یک دادرسی تصمیم می‌گیرد؛ در غیر این صورت موارد به تفکیک رسیدگی می‌شود."",""answer"":""2"",""confidence"":5}",
28,qwen/qwen3-next-80b-a3b-instruct,2,4,براساس ماده 278 قانون آیین دادرسی مدنی، سند تنظیم‌شده خارج از کشور که توسط نماینده کنسولی ایران تصدیق شده باشد، نیازی به تصدیق وزارت امور خارجه ندارد، مگر در موارد خاصی که قانون منوط به آن کند.,1215,2033,119,2152,193,37,"{""explanation"":""براساس ماده 278 قانون آیین دادرسی مدنی، سند تنظیم‌شده خارج از کشور که توسط نماینده کنسولی ایران تصدیق شده باشد، نیازی به تصدیق وزارت امور خارجه ندارد، مگر در موارد خاصی که قانون منوط به آن کند."",""answer"":""2"",""confidence"":4}",
29,qwen/qwen3-next-80b-a3b-instruct,3,5,براساس ماده ۲۰۷ قانون آیین دادرسی مدنی، مهلت اعتراض به نظریه کارشناسی هفت روز از تاریخ ابلاغ اخطار وصول نظریه و برای ارزیاب سه روز از تاریخ ابلاغ نظریه است.,2675,2009,100,2109,156,30,"{""explanation"":""براساس ماده ۲۰۷ قانون آیین دادرسی مدنی، مهلت اعتراض به نظریه کارشناسی هفت روز از تاریخ ابلاغ اخطار وصول نظریه و برای ارزیاب سه روز از تاریخ ابلاغ نظریه است."",""answer"":""3"",""confidence"":5}",
30,qwen/qwen3-next-80b-a3b-instruct,1,4,براساس ماده 112 قانون آیین دادرسی مدنی، احکام صادره از دادگاه تجدید نظر در مورد متفرعات دعوی که ضمن رسیدگی به اصل نکاح، فسخ نکاح، طلاق و نسب صادر شده، تنها در مورد احکام طلاق و نسب قابل فرجام است، زیرا این دو مورد مستقل از اصل نکاح و فسخ آن محسوب می‌شوند.,947,1936,151,2087,255,53,"{""explanation"":""براساس ماده 112 قانون آیین دادرسی مدنی، احکام صادره از دادگاه تجدید نظر در مورد متفرعات دعوی که ضمن رسیدگی به اصل نکاح، فسخ نکاح، طلاق و نسب صادر شده، تنها در مورد احکام طلاق و نسب قابل فرجام است، زیرا این دو مورد مستقل از اصل نکاح و فسخ آن محسوب می‌شوند."",""answer"":""1"",""confidence"":4}",
31,qwen/qwen3-next-80b-a3b-instruct,3,4,براساس ماده 308 قانون آیین دادرسی مدنی، در صورتی که طرفی در دعوای تجدیدنظر از دعوای خود کاسته و یا طرفی را حذف نماید، باید لایحه کاهش خواسته در دادگاه تجدیدنظر مطرح شود، چرا که دادگاه تجدیدنظر هنوز صلاحیت رسیدگی به پرونده را دارد.,1953,2121,144,2265,230,44,"{""explanation"":""براساس ماده 308 قانون آیین دادرسی مدنی، در صورتی که طرفی در دعوای تجدیدنظر از دعوای خود کاسته و یا طرفی را حذف نماید، باید لایحه کاهش خواسته در دادگاه تجدیدنظر مطرح شود، چرا که دادگاه تجدیدنظر هنوز صلاحیت رسیدگی به پرونده را دارد."",""answer"":""3"",""confidence"":4}",
32,qwen/qwen3-next-80b-a3b-instruct,1,5,بر اساس ماده ۹۰۰ قانون آیین دادرسی مدنی، هنگامی که حکم اجرا شده بلااثر می‌شود، اجرای قبلی باید بازگردانده شود و در صورت تخریب ملک، خسارت ناشی از آن نیز از مرتکب جبران می‌شود، و این امر مختص دادگاه اجراکننده حکم بلااثر شده است.,2208,2258,148,2406,226,44,"{""explanation"":""بر اساس ماده ۹۰۰ قانون آیین دادرسی مدنی، هنگامی که حکم اجرا شده بلااثر می‌شود، اجرای قبلی باید بازگردانده شود و در صورت تخریب ملک، خسارت ناشی از آن نیز از مرتکب جبران می‌شود، و این امر مختص دادگاه اجراکننده حکم بلااثر شده است."",""answer"":""1"",""confidence"":5}",
33,qwen/qwen3-next-80b-a3b-instruct,1,4,براساس ماده ۳۰۷ قانون آیین دادرسی مدنی، اگر طرفی سندی را ارائه دهد و طرف مقابل انکار کند، سند تا زمانی که ابرازکننده آن در جلسه اول دلیل اصالت آن را ارائه نکند، از عداد دلایل خارج نمی‌شود، مگر اینکه طرف انکارکننده از امکان ارائه دلیل اصالت امتناع کند.,1483,2128,164,2292,251,49,"{""explanation"":""براساس ماده ۳۰۷ قانون آیین دادرسی مدنی، اگر طرفی سندی را ارائه دهد و طرف مقابل انکار کند، سند تا زمانی که ابرازکننده آن در جلسه اول دلیل اصالت آن را ارائه نکند، از عداد دلایل خارج نمی‌شود، مگر اینکه طرف انکارکننده از امکان ارائه دلیل اصالت امتناع کند."",""answer"":""1"",""confidence"":4}",
34,qwen/qwen3-next-80b-a3b-instruct,2,4,براساس ماده 494 قانون آیین دادرسی کیفری، اموال مصادره‌شده باید با صورت‌برداری و ارزیابی رسمی از محکوم علیه تسلیم حافظ شود و حافظ می‌تواند هر شخصی باشد، حتی بدون توافق طرفین، اما ارزیابی الزامی است و نباید قبل از آن تسلیم شود.,2482,2085,136,2221,225,42,"{""explanation"":""براساس ماده 494 قانون آیین دادرسی کیفری، اموال مصادره‌شده باید با صورت‌برداری و ارزیابی رسمی از محکوم علیه تسلیم حافظ شود و حافظ می‌تواند هر شخصی باشد، حتی بدون توافق طرفین، اما ارزیابی الزامی است و نباید قبل از آن تسلیم شود."",""answer"":""2"",""confidence"":4}",
35,qwen/qwen3-next-80b-a3b-instruct,3,5,براساس ماده 1325 قانون آیین دادرسی مدنی، اگر گواهان پس از احضار به جلسه مراجعه نکنند، گواهی آنها از عداد دلایل خارج می‌شود و دادگاه می‌تواند به استناد سایر دلایل تصمیم بگیرد.,3500,2092,118,2210,174,32,"{""explanation"":""براساس ماده 1325 قانون آیین دادرسی مدنی، اگر گواهان پس از احضار به جلسه مراجعه نکنند، گواهی آنها از عداد دلایل خارج می‌شود و دادگاه می‌تواند به استناد سایر دلایل تصمیم بگیرد."",""answer"":""3"",""confidence"":5}",
36,qwen/qwen3-next-80b-a3b-instruct,4,4,براساس ماده 11 قانون آیین دادرسی مدنی، حکم دادگاه صلح در دعاوی تا چهل میلیون ریال نهایی است و قابل فرجام نیست، مگر در موارد خاصی مانند مهریه که قانون به آن استثنا قائل شده است.,1515,2010,110,2120,176,36,"{""explanation"":""براساس ماده 11 قانون آیین دادرسی مدنی، حکم دادگاه صلح در دعاوی تا چهل میلیون ریال نهایی است و قابل فرجام نیست، مگر در موارد خاصی مانند مهریه که قانون به آن استثنا قائل شده است."",""answer"":""4"",""confidence"":4}",
37,qwen/qwen3-next-80b-a3b-instruct,2,5,براساس ماده 498 قانون آیین دادرسی مدنی، در صورت قبول درخواست اعاده دادرسی، اجرای حکم در موارد غیرمالی به طور خودکار متوقف می‌شود و در موارد مالی تنها در صورت ارائه تأمین مالی توسط محکوم علیه متوقف می‌گردد.,1153,2138,123,2261,205,38,"{""explanation"":""براساس ماده 498 قانون آیین دادرسی مدنی، در صورت قبول درخواست اعاده دادرسی، اجرای حکم در موارد غیرمالی به طور خودکار متوقف می‌شود و در موارد مالی تنها در صورت ارائه تأمین مالی توسط محکوم علیه متوقف می‌گردد."",""answer"":""2"",""confidence"":5}",
38,qwen/qwen3-next-80b-a3b-instruct,2,5,براساس ماده 119 قانون آیین دادرسی مدنی، اگر نقص دادخواست پس از اخطار و پس از یک ماه رفع شود و دادگاه نخستین پرونده را به گردش بگذارد، دادگاه تجدیدنظر مجاز به بازبینی اشکال شکلی نخستین نیست و اقدامی نمی‌نماید.,3561,2077,135,2212,208,40,"{""explanation"":""براساس ماده 119 قانون آیین دادرسی مدنی، اگر نقص دادخواست پس از اخطار و پس از یک ماه رفع شود و دادگاه نخستین پرونده را به گردش بگذارد، دادگاه تجدیدنظر مجاز به بازبینی اشکال شکلی نخستین نیست و اقدامی نمی‌نماید."",""answer"":""2"",""confidence"":5}",
39,qwen/qwen3-next-80b-a3b-instruct,1,5,براساس ماده 13 قانون آیین دادرسی کیفری، اختلاف صلاحیت بین دادگاه‌های عمومی حقوقی و کیفری در یک استان به شعبه کیفری دیوان عالی کشور ارجاع می‌شود.,837,1881,92,1973,144,26,"{""explanation"":""براساس ماده 13 قانون آیین دادرسی کیفری، اختلاف صلاحیت بین دادگاه‌های عمومی حقوقی و کیفری در یک استان به شعبه کیفری دیوان عالی کشور ارجاع می‌شود."",""answer"":""1"",""confidence"":5}",
